virusUprot,humanUprot
Q6QYT4,P04637
Q6QYT5,P61978
Q6QYT5,P04637
Q6QYT6,P61978
Q6QYT6,P04637
Q6QYT7,P61978
Q6QYT7,P04637
Q6QYT8,P61978
Q6QYT8,P04637
Q6QYT9,P61978
Q6QYT9,P04637
Q6QYU0,P61978
Q6QYU0,P04637
Q6QYU1,P61978
Q6QYU1,P04637
Q6QYU2,P61978
Q6QYU2,P04637
Q6QYU3,P61978
Q6QYU3,P04637
Q6QZ00,P61978
Q6QZ00,P04637
Q6QZ04,P61978
Q6QZ04,P04637
Q6QZ15,P61978
Q6QZ15,P04637
Q6QZ18,P61978
Q6QZ18,P04637
Q6QZ19,P61978
Q6QZ19,P04637
Q6QZ20,P61978
Q6QZ20,P04637
Q6QZ21,P61978
Q6QZ21,P04637
Q6QZ22,P61978
Q6QZ22,P04637
Q6QZ25,P61978
Q6QZ25,P04637
Q6QZ26,P61978
Q6QZ26,P04637
Q6QZ27,P61978
Q6QZ27,P04637
Q6QZ28,P61978
Q6QZ28,P04637
Q6QZ29,P61978
Q6QZ29,P04637
Q6QZ31,P61978
Q6QZ31,P04637
Q6QZ32,P61978
Q6QZ32,P04637
Q6QZ56,P61978
Q6QZ56,P04637
Q6QZ58,P61978
Q6QZ58,P04637
Q6QZ60,P61978
Q6QZ60,P04637
Q6QZ61,P61978
Q6QZ61,P04637
Q6QZ62,P61978
Q6QZ62,P04637
Q6QZ63,P61978
Q6QZ63,P04637
Q6QZ64,P61978
Q6QZ64,P04637
Q6QZ67,P61978
Q6QZ67,P04637
Q6QZ80,P61978
Q6QZ80,P04637
Q6QZ81,P61978
Q6QZ81,P04637
Q6QZ82,P61978
Q6QZ82,P04637
Q6QZ83,P61978
Q6QZ83,P04637
Q6QZ84,P61978
Q6QZ84,P04637
Q6QZ85,P61978
Q6QZ85,P04637
Q6QZ87,P61978
Q6QZ87,P04637
Q6QZ88,P61978
Q6QZ88,P04637
Q6QZ91,P61978
Q6QZ91,P04637
Q6QZ99,P61978
Q6QZ99,P04637
Q6QZA0,P61978
Q6QZA0,P04637
Q6QZA1,P61978
Q6QZA1,P04637
Q6QZA2,P61978
Q6QZA2,P04637
Q6QZA3,P61978
Q6QZA3,P04637
Q6QZA4,P61978
Q6QZA4,P04637
Q6QZA5,P61978
Q6QZA5,P04637
Q6QZA6,P61978
Q6QZA6,P04637
Q6QZA7,P61978
Q6QZA7,P04637
Q6QZA9,P61978
Q6QZA9,P04637
Q6QZD2,P61978
Q6QZD2,P04637
Q6QZD3,P61978
Q6QZD3,P04637
Q6QZD8,P61978
Q6QZD8,P04637
Q6QZE2,P61978
Q6QZE2,P04637
Q6QZE3,P61978
Q6QZE3,P04637
Q6QZE5,P61978
Q6QZE5,P04637
Q6QZE7,P61978
Q6QZE7,P04637
Q6QZE8,P61978
Q6QZE8,P04637
Q6QZE9,P61978
Q6QZE9,P04637
Q6QZF1,P61978
Q6QZF1,P04637
Q6QZF2,P61978
Q6QZF2,P04637
Q6QZG0,P61978
Q6QZG0,P04637
Q6QZG4,P61978
Q6QZG4,P04637
Q6QZG5,P61978
Q6QZG5,P04637
Q6QZG6,P61978
Q6QZG6,P04637
Q6QZG7,P61978
Q6QZG7,P04637
Q6QZG8,P61978
Q6QZG8,P04637
Q6QZG9,P61978
Q6QZG9,P04637
Q6QZH0,P61978
Q6QZH0,P04637
Q6QZH1,P61978
Q6QZH1,P04637
Q6QZH2,P61978
Q6QZH2,P04637
Q6QZH3,P61978
Q6QZH3,P04637
Q6TZ25,P02647
Q6UNT8,P61978
Q6UNT8,P04637
Q8BES1,P61978
Q8BES1,P04637
Q91AU0,P17844
Q91AU0,P28062
Q6QZG4,O00410
Q6QZG4,O95801
Q6QZG4,P06239
Q6QZG4,P06241
Q6QZG4,P07948
Q6QZG4,P08631
Q6QZG4,P12814
Q6QZG4,Q15631
Q6QZG4,Q16594
Q6QZG4,Q9Y3D8
Q6QZG4,Q6AZW6
Q6QZG4,Q6ZRS2
Q6QZG4,Q99941
Q6QZG4,Q9UJM8
Q6QZG4,Q9UKC9
Q6QZG4,Q9UMX0
Q6QZG4,P02647
Q6QYR0,P04637
Q6QYR1,P04637
Q6QYR2,P04637
Q6QYR3,P04637
Q6QYR4,P04637
Q6QYR5,P04637
Q6QYR6,P04637
Q6QYR7,P04637
Q6QYT2,P04637
Q6QYT4,P04637
Q6QYT5,P04637
Q6QYT6,P04637
Q6QYT7,P04637
Q6QYT8,P04637
Q6QYT9,P04637
Q6QYU0,P04637
Q6QYU1,P04637
Q6QYU2,P04637
Q6QYU3,P04637
Q6QZ00,P04637
Q6QZ04,P04637
Q6QZ15,P04637
Q6QZ18,P04637
Q6QZ19,P04637
Q6QZ20,P04637
Q6QZ21,P04637
Q6QZ22,P04637
Q6QZ25,P04637
Q6QZ26,P04637
Q6QZ27,P04637
Q6QZ28,P04637
Q6QZ29,P04637
Q6QZ31,P04637
Q6QZ32,P04637
Q6QZ56,P04637
Q6QZ58,P04637
Q6QZ60,P04637
Q6QZ61,P04637
Q6QZ62,P04637
Q6QZ63,P04637
Q6QZ64,P04637
Q6QZ67,P04637
Q6QZ80,P04637
Q6QZ81,P04637
Q6QZ82,P04637
Q6QZ83,P04637
Q6QZ84,P04637
Q6QZ85,P04637
Q6QZ87,P04637
Q6QZ88,P04637
Q6QZ91,P04637
Q6QZ99,P04637
Q6QZA0,P04637
Q6QZA1,P04637
Q6QZA2,P04637
Q6QZA3,P04637
Q6QZA4,P04637
Q6QZA5,P04637
Q6QZA6,P04637
Q6QZA7,P04637
Q6QZA9,P04637
Q6QZD2,P04637
Q6QZD3,P04637
Q6QZD8,P04637
Q6QZE2,P04637
Q6QZE3,P04637
Q6QZE5,P04637
Q6QZE7,P04637
Q6QZE8,P04637
Q6QZE9,P04637
Q6QZF1,P04637
Q6QZF2,P04637
Q6QZG0,P04637
Q6QZG4,P04637
Q6QZG5,P04637
Q6QZG6,P04637
Q6QZG7,P04637
Q6QZG8,P04637
Q6QZG9,P04637
Q6QZH0,P04637
Q6QZH1,P04637
Q6QZH2,P04637
Q6QZH3,P04637
Q6TZ25,P02647
Q6UNT8,P04637
Q8BES1,P04637
Q6QZG4,B3KM80
Q6QZG4,Q6ZRS2
Q6QZG4,P02647
Q6QZG4,Q12933
Q6TZ25,P02647
Q6QZG4,Q16594
Q6QZG4,Q9Y3D8
Q6TZ25,P02647
Q6QZG4,Q16594
Q6QZG4,Q9Y3D8
P26664,O00571
P26664,P62314
Q9WMX2,Q9H6F5
Q9WMX2,Q96P48
Q9WMX2,Q86XR8
Q9WMX2,Q9NX38
Q9WMX2,P02794
Q9WMX2,P08493
Q9WMX2,Q92597
Q9WMX2,P42356
Q9WMX2,P06454
Q9WMX2,Q13727
Q9WMX2,P09758
Q9WMX2,Q8TBK9
Q9WMX2,P29762
Q9WMX2,Q6FHJ7
Q9WMX2,Q09666
Q9WMX2,Q4LE69
Q9WMX2,Q53S24
P27958,Q15631
P27958,Q9UMX0
Q9WMX2,Q9UKC9
P27958,Q15631
P27958,Q9UMX0
Q6QZG4,P02647
Q6QZG4,P02647
P27958,Q96CW1
Q99IB8,O75907
Q99IB8,O00571
P27958,P19525
Q99IB8,O00571
P27958,P19525
Q99IB8,P23458
Q99IB8,Q15392
Q99IB8,Q9P035
Q99IB8,P62937
Q99IB8,Q9P0L0
Q99IB8,O00571
P26663,P04637
P27958,P19525
P27958,Q96CW1
P27958,P29590
P27958,Q16644
Q8QW27,P04637
Q9WMX2,P04637
Q9WMX2,P21333
Q9WMX2,P60709
Q8QVZ0,P04637
O92972,P19525
Q99IB8,Q08211
Q99IB8,P67809
P27958,P42356
P27958,Q9NYQ3
Q99IB8,P49327
Q9WMX2,O60664
P27958,O00499
Q99IB8,P42356
Q9WMX2,P42356
Q99IB8,P05455
P29846,P61978
P26663,P04637
Q9WMX2,P27824
Q9WMX2,Q86Y82
Q03463,Q9P035
P27958,Q16644
Q99IB8,Q86WV6
P27958,P02675
P27958,P19525
P27958,P42356
Q03463,Q9P0L0
Q03463,O95292
P27958,O95292
P27958,Q9P0L0
P27958,Q9P0L0
P27958,P17844
Q99IB8,P53350
Q9WMX2,O60664
P27958,O00499
Q99IB8,P42356
P29846,P61978
P26663,P04637
Q99IB8,Q9Y6A9
P27958,Q99941
Q03463,P12277
Q99IB8,P12277
P27958,Q9P035
Q9WMX2,Q9P035
Q03463,Q9P035
Q99IB8,Q9P035
P27958,Q9UHD4
Q03463,Q9P0L0
Q03463,O95292
Q9WMX2,O60664
P29846,P61978
P27958,Q99941
P27958,P18850
Q9WMX2,P08962
Q9WMX2,Q15485
Q9WMX2,P02753
Q9WMX2,P81172
Q9WMX2,Q9NPA0
Q9WMX2,P22309
Q9WMX2,Q04941
Q9WMX2,Q9HC24
Q9WMX2,Q9Y320
Q9WMX2,P03905
Q9WMX2,P35354
Q9WMX2,P14209
Q9WMX2,P27701
Q9WMX2,P02647
Q9WMX2,Q06481
Q9WMX2,P02679
Q9WMX2,Q9NY26
Q9WMX2,P23378
Q9WMX2,Q56VL3
Q9WMX2,Q6UX53
Q9WMX2,Q15125
Q9WMX2,P23284
Q9WMX2,P01009
Q9WMX2,P02750
Q9WMX2,P06733
Q9WMX2,O14818
Q9WMX2,P26641
Q9WMX2,Q6N075
Q9WMX2,P04920
Q9WMX2,Q99942
Q9WMX2,Q00765
Q9WMX2,P25311
Q9WMX2,P22310
Q9WMX2,Q06055
Q9WMX2,Q02818
Q9WMX2,P04114
Q9WMX2,Q96EC8
Q9WMX2,P54851
Q9WMX2,Q8N6L1
Q9WMX2,Q9P0B6
Q9WMX2,O96005
Q9WMX2,Q15084
Q9WMX2,Q15388
Q9WMX2,Q8TCT9
Q9WMX2,P00167
Q9WMX2,Q15166
Q9WMX2,O75306
Q9WMX2,P05141
Q9WMX2,P02792
Q9WMX2,P38117
Q9WMX2,P47813
Q9WMX2,Q08830
Q9WMX2,P00734
Q9WMX2,O95789
Q9WMX2,Q9P035
Q99IB8,Q9NP72
Q9WMX2,P60709
P27958,P12277
P29846,P61978
P27958,P60033
P27958,P17844
P27958,Q8NBT2
P27958,P57682
P27958,Q6DCA0
P27958,Q9Y6V0
P27958,Q96PT4
P27958,P26583
P27958,Q96B01
P27958,Q16600
P27958,O14965
P27958,P01100
P27958,O00559
P27958,Q8N5Y2
P27958,P54274
P27958,Q15651
P27958,Q9UFF9
P27958,Q14919
P27958,P37231
P27958,Q96PI1
P27958,P62857
P27958,P61964
P27958,Q14247
P27958,Q16644
P27958,Q7Z6M1
P27958,Q8IW41
P27958,Q99986
P27958,Q9H8X2
P27958,P19784
P27958,Q8N5I9
P27958,Q8N6L7
P27958,Q9P270
P27958,Q8NEG0
P27958,Q9BU76
P27958,Q9BUV0
P27958,Q8NEG7
P27958,Q8IXS8
P27958,Q9BWK5
P27958,Q9Y2S6
P27958,Q9H9L4
P27958,Q96E40
P27958,O14598
P27958,Q9H7E9
P27958,Q9Y3C1
P27958,Q8IWP9
P27958,P60006
P27958,O95424
P27958,Q8N3C7
P27958,Q12894
P27958,Q9UMY1
P27958,Q9H4G4
P27958,Q8IV56
P27958,Q96EH5
P27958,Q9NU19
P27958,Q9Y5B9
P27958,Q16763
P27958,P01112
P27958,Q6B0I6
P27958,P06746
P27958,Q8IXJ9
P27958,Q96DX7
P27958,P60002
P27958,Q9Y5P8
P27958,O43852
P27958,Q9UHV2
P27958,Q5MJ08
P27958,Q8N6M0
P27958,Q68E01
P27958,Q8WWL7
P27958,O75937
P27958,Q9Y3T9
P27958,O15205
P27958,P61328
P27958,P55036
P27958,O14576
P27958,Q9Y3E1
P27958,Q13442
P27958,Q9HCS5
P27958,Q96CN9
P27958,P51959
P27958,Q08426
P27958,Q8NHQ9
P27958,P62888
P27958,P47914
P27958,Q13243
P27958,Q13242
P27958,P35268
P27958,P09132
P27958,O14602
P27958,P62750
P27958,Q15020
P27958,Q6ZT98
P27958,Q9Y237
P27958,Q53F19
P27958,P22736
Q99IB8,Q15717
Q99IB8,P48729
Q99IB8,P53621
Q99IB8,P42356
Q99IB8,Q9NP72
P27958,Q16644
P27958,P19525
P27958,Q9UHD4
Q99IB8,P49327
P27958,P17844
Q99IB8,P60033
Q99IB8,Q9Y6A9
P27958,P29590
P27958,P04637
P27958,P19525
Q9WMX2,P61020
P27958,P12277
P27958,P19525
Q99IB8,Q9NP72
Q99IB8,P29590
Q99IB8,Q86WV6
Q9WMX2,P21333
Q9WMX2,P08670
Q9WMX2,P27824
Q9WMX2,P60709
Q8QVZ0,P04637
P27958,O60603
P27958,P02675
P27958,Q9UHD4
Q99IB8,P67809
P27958,P42356
Q03463,Q9P0L0
Q03463,O95292
P27958,Q9P0L0
Q99IB8,P49327
Q99IB8,P53350
Q9WMX2,O60664
Q99IB8,O60664
P27958,O00499
Q99IB8,P42356
P27958,Q9P0L0
P29846,P61978
P27958,Q99941
P27958,O00571
Q99IB8,O00571
P27958,Q9H6S0
P27958,P02675
P27958,P12814
P27958,O96017
P27958,Q13315
P27958,P02788
P26662,P62993
P27958,P25789
P26662,Q07812
P27958,P04114
P27958,Q6ZRS2
O92972,P62258
P27958,P42224
P27958,Q14141
P27958,P09651
Q99IB8,Q16584
P27958,P07355
Q99IB8,P07355
Q03463,P19793
Q99IB8,P67809
Q99IB8,Q14457
Q99IB8,Q8NEB9
Q99IB8,P20339
P27958,Q13315
P27958,O96017
Q03463,Q99836
Q99IB8,Q99836
P27958,Q99836
Q03463,P51617
Q9WMX2,Q9UKC9
P27958,P08238
P27958,P07900
P27958,P28062
P26662,Q07812
P27958,Q9UPY3
P27958,P17844
O92972,P62258
Q03463,O95292
Q03463,Q9P0L0
P27958,P09651
P27958,P18124
P27958,Q02878
P27958,Q14141
P27958,Q96BZ9
Q99IB8,P37173
Q99IB8,Q969R2
P27958,Q14164
P27958,Q9UHD2
K7Y1A2,Q9UHD2
K7Y1A2,Q14164
P27958,Q86WV6
Q99IB8,Q16584
P27958,O00410
P27958,Q9UJM8
P27958,O95801
P27958,P28070
P27958,Q9BW66
Q9WMX2,Q53X94
Q9WMX2,Q5XG79
Q9WMX2,P41225
Q9WMX2,P16144
Q9WMX2,A7KAX9
Q9WMX2,P27540
P29846,P36941
P27958,Q86XR8
P27958,Q92597
P27958,Q9NX38
P27958,P02794
P27958,P06454
P27958,P08493
P27958,P29762
P27958,P42356
P27958,Q96P48
P27958,P09758
P27958,Q6FHJ7
P27958,Q09666
P27958,Q9H6F5
P27958,P28062
P27958,P17844
O92972,P62258
O92972,Q5VT25
P27958,Q14141
P27958,Q14240
Q5EG65,O00571
P27958,Q96BZ9
P27958,Q14240
P27958,O00410
Q99IB8,P17844
Q99IB8,P78344
Q99IB8,Q13129
Q99IB8,P02749
Q99IB8,P35222
Q99IB8,Q99816
Q99IB8,P80303
Q99IB8,O00584
Q99IB8,Q13099
Q99IB8,Q99550
Q99IB8,O94880
Q99IB8,P98175
Q99IB8,P27986
Q99IB8,Q15154
Q99IB8,Q9UQ90
Q99IB8,Q8NEF9
Q99IB8,Q13813
Q99IB8,Q9H8Y8
Q99IB8,Q13137
Q99IB8,Q08379
Q99IB8,Q14999
Q99IB8,P02675
Q99IB8,Q03001
Q99IB8,P02751
Q99IB8,P11142
Q99IB8,Q9BXC0
Q99IB8,O75592
Q99IB8,P22307
Q99IB8,Q9ULJ7
Q99IB8,Q86SQ7
Q99IB8,Q14BN4
Q99IB8,P05546
Q99IB8,Q86VW0
Q99IB8,P02787
Q99IB8,Q9NQB0
Q99IB8,P67936
Q99IB8,O14628
Q99IB8,Q14966
Q99IB8,P04035
Q99IB8,P01024
Q99IB8,Q9Y5W7
Q99IB8,Q13464
Q99IB8,P02649
Q99IB8,P45973
Q99IB8,Q9UNS2
Q99IB8,Q96MT8
Q99IB8,Q15717
Q99IB8,Q96KQ7
Q99IB8,Q5JTC6
Q99IB8,Q9GZR7
Q99IB8,Q02818
Q99IB8,P50440
Q99IB8,Q13576
Q99IB8,Q9H074
Q99IB8,Q13670
Q99IB8,O14763
Q99IB8,Q9UNK0
Q99IB8,P55265
Q99IB8,Q8N302
Q99IB8,P61201
Q99IB8,Q9P219
Q99IB8,Q9UK99
Q99IB8,Q86YP4
Q99IB8,Q9NZM3
Q99IB8,Q7Z406
Q99IB8,Q96CV9
Q99IB8,A2RUB6
Q99IB8,O95613
Q99IB8,Q96RK0
Q99IB8,Q14683
Q99IB8,P46939
Q99IB8,Q9Y2W2
Q99IB8,P04114
Q99IB8,Q9Y262
Q99IB8,O00571
Q99IB8,Q86SX6
P29846,P36941
P27958,Q8WTV0
P27958,Q96BZ9
Q99IB8,P07355
P27958,P02788
P29846,P36941
P27958,P60033
Q03463,Q9H2X3
Q03463,Q9NNX6
P27958,Q8WTV0
P26663,Q8WTV0
Q99IB8,P62937
P27958,Q9H6S0
Q9WMX2,O94875
Q9WMX2,O00499
Q9WMX2,Q8WUF5
Q9WMX2,Q9ULW6
Q9WMX2,Q9H8S9
Q9WMX2,P32456
Q9WMX2,O14874
Q9WMX2,O43559
Q9WMX2,Q13137
Q9WMX2,Q6P2H3
Q9WMX2,Q9NRA8
Q9WMX2,P20701
Q9WMX2,Q8N1B4
Q9WMX2,Q6PKC3
Q9WMX2,Q13227
Q9WMX2,Q08379
Q9WMX2,Q12805
Q9WMX2,Q9HAU4
Q9WMX2,Q9UJF2
Q9WMX2,P52294
Q9WMX2,P28065
P27958,P02788
P26662,P62993
P27958,P19338
P29846,P36941
P27958,P42356
P27958,Q96P48
P27958,Q9H6F5
P27958,P29762
P27958,P28062
P27958,P19525
P26662,Q07812
O92972,P62258
P27958,P38936
Q5EG65,O00571
P27958,P60033
P27958,Q9UHD2
K7Y1A2,Q9UHD2
P27958,Q14164
K7Y1A2,Q14164
Q99IB8,Q16584
P26664,O00571
P27958,Q14240
P27958,O00410
Q03463,P19793
Q03463,Q9NNX6
Q99IB8,O95793
P27958,P17844
P27958,P09651
P27958,Q96BZ9
Q99IB8,Q969R2
Q99IB8,P26196
Q99IB8,Q6PKG0
Q99IB8,Q9Y6M1
Q99IB8,O00571
Q99IB8,Q07021
P27958,P12814
P27958,O96017
P27958,Q13315
Q99IB8,P42356
P27958,P19338
P27958,Q6ZRS2
Q5EG65,O00571
P27958,Q96BZ9
P27958,Q96BZ9
K7Y1A2,Q7Z434
P27958,Q7Z434
P27958,P20591
P27958,Q7Z434
P27958,O60488
P27958,Q86WV6
Q99IB8,Q16584
P27958,P07355
Q99IB8,P07355
P26664,O00571
P27958,Q14240
Q03463,P07237
P27958,Q86WV6
Q99IB8,P51636
Q99IB8,P07355
Q9WMX2,G3V185
Q99IB8,P06748
Q99IB8,Q969X0
Q99IB8,Q15643
Q99IB8,O43716
Q99IB8,P08603
Q99IB8,Q15084
Q99IB8,Q4ZG55
Q99IB8,P04196
Q99IB8,P14543
Q99IB8,Q92802
Q99IB8,Q9BVG3
Q99IB8,P02647
Q99IB8,Q6Q788
Q99IB8,P0C0L4
Q99IB8,Q8WWM7
Q99IB8,Q9H8Y8
Q99IB8,P02751
Q99IB8,Q13129
Q99IB8,Q14683
Q99IB8,Q9Y2W2
Q99IB8,Q02818
Q99IB8,O75592
Q99IB8,P11142
P29846,P11142
P27958,P62314
P27958,O00499
Q9WMX2,O00499
P26660,Q07820
Q91AU0,Q07820
P27958,O00571
Q91AU0,Q07820
P27958,P62314
P27958,O00499
P27958,Q9NPY3
P27958,P62314
P27958,O00499
P27958,O00571
P27958,P62314
P27958,O00499
O93077,P61289
O93077,P61289
P27958,O00571
O93077,P61289
P27958,O00571
P27958,O00571
O93077,P61289
P27958,O00571
Q9WMX2,O94817
Q9WMX2,Q8TDY2
Q9WMX2,Q9HD26
Q9WMX2,Q12983
Q9WMX2,P23284
Q9WMX2,P23284
Q9WMX2,P23284
Q9WMX2,P23284
O92972,Q16513
P27958,P05787
P27958,P08670
Q99IB8,O60260
Q9WMX2,P27105
P0C045,Q63HM2
P27958,P08670
P27958,P05787
Q9WMX2,P27105
P27958,P02649
P27958,Q13625
P0C045,Q9UHV9
P27958,P42224
P27958,O15350
P27958,P04637
Q99IB8,O60260
P0C045,P05156
P0C045,O60844
P0C045,P05155
P0C045,P04004
P0C045,P07858
P0C045,Q63HM2
P0C045,P01019
P0C045,P61106
P0C045,P25311
P0C045,O75352
P0C045,P15907
P0C045,P51522
P27958,Q13625
P0C045,Q9UHV9
P27958,P60033
P27958,P02788
O92972,Q16513
O92972,P84022
P27958,P23528
P27958,P24666
P27958,O76003
P27958,Q9Y680
P27958,Q6P1N9
P27958,Q9Y694
P27958,P10809
P27958,P05783
P27958,Q6ZTP6
P27958,Q95HD8
P27958,P08727
P27958,P08670
P27958,P05787
P27958,P17844
O89168,P00973
P27958,P02788
Q9WMX2,P27105
P27958,Q13625
Q913V3,Q09472
Q913V3,Q09472
O92972,Q16513
P27958,P02788
P27958,Q13625
P27958,O15350
O92972,Q16513
O92972,Q16513
P27958,P08670
P27958,P05787
P27958,P02649
P0C045,Q9UHV9
P27958,P42224
Q913V3,P07948
Q913V3,P07948
Q03463,P11498
P27958,Q8IUD2
Q99IB8,P11498
Q03463,P11498
Q99IB8,P36897
P27958,Q8IUD2
Q99IB8,Q9HD23
Q99IB8,Q96AG4
Q99IB8,Q9BRP8
Q99IB8,Q8NG48
Q99IB8,Q96DV4
Q99IB8,Q9P015
Q99IB8,Q13405
Q99IB8,Q15672
Q99IB8,Q15020
Q99IB8,Q9NWU5
Q99IB8,P67870
Q99IB8,Q9Y3D3
Q99IB8,Q96DH6
Q99IB8,Q9BZ29
Q99IB8,Q13099
Q99IB8,Q9Y3D5
Q99IB8,P55209
Q99IB8,Q2KHT3
Q99IB8,P68400
Q99IB8,Q9C0C9
Q99IB8,Q2TBE0
Q99IB8,Q9Y6H1
Q99IB8,Q13724
Q99IB8,Q99733
Q99IB8,P46379
Q99IB8,Q8N163
Q99IB8,Q9UKV3
Q99IB8,Q96I24
Q99IB8,Q92879
Q99IB8,Q99856
Q99IB8,Q9UDY4
Q99IB8,O00422
Q99IB8,P29508
Q99IB8,P48594
Q99IB8,O14828
Q99IB8,P21796
Q99IB8,Q9BTV4
Q99IB8,O95758
Q99IB8,P40227
Q99IB8,Q04837
Q99IB8,Q7L5D6
Q99IB8,Q05519
Q99IB8,C9JLW8
Q99IB8,P26196
Q99IB8,P36957
Q99IB8,P49756
Q99IB8,Q9Y3L5
Q99IB8,P57678
Q99IB8,P05455
Q99IB8,Q8N442
Q99IB8,Q12904
Q99IB8,P48556
Q99IB8,Q9H4B7
Q99IB8,P63151
Q99IB8,Q96KQ7
Q99IB8,O15084
Q99IB8,Q96J01
Q99IB8,Q9BZH6
Q99IB8,O95071
Q99IB8,Q16401
Q99IB8,Q9NRN7
Q99IB8,Q96JJ3
Q99IB8,Q9BV38
Q99IB8,P62834
Q99IB8,Q9NWW5
Q99IB8,Q9GZP9
Q99IB8,O95292
Q99IB8,P05026
Q99IB8,Q6YN16
Q99IB8,Q96NT5
Q99IB8,Q9P2W9
Q99IB8,Q7LGA3
Q99IB8,Q5GH72
Q99IB8,Q9UL46
Q99IB8,P42167
Q99IB8,Q92544
Q99IB8,P04035
Q99IB8,Q9UBV8
Q99IB8,P22090
Q99IB8,O96005
Q99IB8,Q9BRX8
Q99IB8,P01111
Q99IB8,Q9NVJ2
Q99IB8,P02760
Q99IB8,P02649
Q99IB8,P38435
Q99IB8,P13929
Q99IB8,P60604
Q99IB8,Q9BU23
Q99IB8,Q96A83
Q99IB8,Q9NTJ5
Q99IB8,P98194
Q99IB8,Q9P0L0
Q99IB8,Q9UGP8
Q99IB8,P00846
Q99IB8,O43169
Q99IB8,O95197
Q99IB8,P23434
Q99IB8,P50895
Q99IB8,Q8N456
Q99IB8,P12259
Q99IB8,O94966
Q99IB8,O00499
Q99IB8,Q8NBS9
Q99IB8,Q7RTV0
Q99IB8,P22455
Q99IB8,P51659
Q99IB8,P22087
P27958,Q8IUD2
Q03463,P11498
P27958,Q8IUD2
P27958,P11137
Q99IB8,P36897
P27958,Q8IUD2
Q03463,P11498
Q99IB8,P36897
P27958,Q8IUD2
Q03463,P11498
Q99IB8,Q7RTV0
Q99IB8,Q8NBS9
Q99IB8,Q04837
Q99IB8,O94966
Q99IB8,O00499
Q99IB8,Q9P0L0
Q99IB8,Q9BRP8
Q9WMX2,O75344
Q99IB8,Q32P51
Q99IB8,P56182
Q99IB8,P51575
Q99IB8,Q9NY93
Q99IB8,Q5T9A4
Q99IB8,O14617
Q99IB8,Q8NET6
Q99IB8,O43264
Q99IB8,Q9Y3D8
Q99IB8,Q6NXE6
Q99IB8,Q9H840
Q99IB8,O60220
Q99IB8,Q58FF3
Q99IB8,Q8WTW3
Q99IB8,Q96P70
Q99IB8,Q9NR31
Q99IB8,O94813
Q99IB8,Q14746
Q99IB8,Q9UPT5
Q99IB8,Q9NTJ3
Q99IB8,Q9H0F6
Q99IB8,Q96S52
Q99IB8,Q96MW5
Q99IB8,Q96JJ7
Q99IB8,Q969Z0
Q99IB8,Q8NF37
Q99IB8,Q86TG7
Q99IB8,Q6NUK1
Q99IB8,P28066
Q99IB8,Q96JB2
Q68842,Q9BRP8
Q9WMX2,O75344
Q99IB8,P01031
Q99IB8,O14735
Q99IB8,P49368
Q99IB8,P46781
Q99IB8,P62269
Q99IB8,P40227
Q99IB8,O75477
Q99IB8,P49257
Q99IB8,P48047
Q99IB8,Q9H936
Q99IB8,Q9NUV7
Q99IB8,Q13200
Q99IB8,P16435
Q99IB8,Q9BRT8
Q99IB8,P06493
Q99IB8,O96005
Q99IB8,P17987
Q99IB8,P07225
Q99IB8,Q53GQ0
Q99IB8,P51648
Q99IB8,Q5T750
Q99IB8,O60762
Q99IB8,P13667
Q99IB8,Q15084
Q99IB8,Q9Y265
Q99IB8,Q15005
Q99IB8,Q13438
Q99IB8,Q9Y277
Q99IB8,P53007
Q99IB8,Q96IV0
Q99IB8,P40616
Q99IB8,P30101
Q99IB8,Q9Y5M8
Q99IB8,Q02978
Q99IB8,P30040
Q99IB8,Q96TA2
Q99IB8,Q13724
Q99IB8,P50454
Q99IB8,Q9UBM7
Q99IB8,P40939
Q99IB8,Q9UBB4
Q99IB8,P02771
Q99IB8,P67812
Q99IB8,Q9UM00
Q99IB8,P68363
Q99IB8,Q96S52
Q99IB8,Q16891
Q99IB8,B4DP54
Q99IB8,P12235
Q99IB8,P05141
Q99IB8,P21796
Q99IB8,Q9Y4W6
Q99IB8,P57088
Q99IB8,P07237
Q99IB8,P63208
Q99IB8,P08195
Q99IB8,P55157
Q99IB8,Q9UBS4
Q99IB8,Q14697
Q99IB8,P27797
Q99IB8,Q9Y320
Q99IB8,Q8TCT9
Q99IB8,P45880
Q99IB8,Q9NYU2
Q99IB8,P14625
Q99IB8,P16615
Q99IB8,Q96DZ1
Q99IB8,O14983
Q99IB8,P04844
Q99IB8,P27824
Q99IB8,P60033
Q99IB8,P05023
Q99IB8,O15260
Q99IB8,P06576
Q99IB8,Q00325
Q99IB8,P39656
Q99IB8,Q99623
Q99IB8,P35232
Q99IB8,Q07065
Q99IB8,Q92542
Q99IB8,P51570
Q99IB8,P47897
Q99IB8,P28288
Q99IB8,Q9NVI7
Q99IB8,Q8NET6
P27958,P60033
Q99IB8,Q86UP2
Q99IB8,P26927
Q9WMX2,O75344
Q9WMX2,Q70UQ0
Q9WMX2,Q9Y3I0
Q9WMX2,P57088
Q9WMX2,Q16880
Q9WMX2,Q92499
Q9WMX2,Q14739
Q9WMX2,P60468
Q9WMX2,Q15629
Q9WMX2,Q9UGP8
Q9WMX2,O00571
Q9WMX2,O75127
Q9WMX2,Q9BVC6
Q9WMX2,P08574
Q9WMX2,Q03154
Q9WMX2,O14598
Q9WMX2,P53985
