virusUprot,humanUprot
Q9WMX2,P55209
Q9WMX2,O14681
Q9WMX2,Q99733
Q9WMX2,Q07021
Q9WMX2,Q9UNL2
Q9WMX2,Q9P035
Q9WMX2,Q53GQ0
Q9WMX2,P28288
Q9WMX2,Q9Y605
Q9WMX2,P05023
Q9WMX2,P27824
Q9WMX2,Q15758
Q9WMX2,O00264
Q9WMX2,F5GZS6
Q9WMX2,O43504
Q9WMX2,P31689
Q9WMX2,O14980
Q9WMX2,P78527
Q9WMX2,Q92973
Q9WMX2,Q969Z0
Q9WMX2,P50991
Q9WMX2,P49411
Q9WMX2,Q16637
Q9WMX2,Q99615
Q9WMX2,Q13885
Q9WMX2,P43487
Q9WMX2,O43175
Q9WMX2,C9JDS9
Q9WMX2,P0DME0
Q9WMX2,P07437
Q9WMX2,Q9HAV4
Q9WMX2,P68371
Q9WMX2,Q86Y56
Q9WMX2,P53618
Q9WMX2,P12004
Q9WMX2,P10809
Q9WMX2,Q6NXR4
Q9WMX2,Q96PU8
O39474,Q14318
O39474,Q14318
O39474,Q14318
O39474,Q14318
Q9WMX2,Q14318
Q9WMX2,Q14318
O39474,Q14318
O39474,Q14318
Q9WMX2,Q14318
Q9WMX2,Q9UPT5
Q9WMX2,Q9Y277
Q9WMX2,O95153
Q9WMX2,Q14974
Q9WMX2,Q13148
Q9WMX2,P22102
Q9WMX2,Q9UBB4
Q9WMX2,Q9NVI1
Q9WMX2,O43852
Q9WMX2,Q12905
Q9WMX2,Q9H4A3
Q9WMX2,Q7Z6Z7
Q9WMX2,Q3V6T2
Q9WMX2,P38646
Q9WMX2,Q9P219
Q9WMX2,P11021
Q9WMX2,Q9UHI6
Q9WMX2,P08754
Q9WMX2,Q9UNF1
Q9WMX2,Q7L9L4
Q9WMX2,Q9GZT9
Q9WMX2,O94966
Q9WMX2,O00499
Q9WMX2,Q9H7B4
Q9WMX2,A8KA83
Q9WMX2,O95292
Q9WMX2,Q9BQG0
Q9WMX2,O95373
Q9WMX2,Q9Y5V3
Q9WMX2,O15173
Q9WMX2,Q00610
Q9WMX2,Q4VCS5
Q9WMX2,P08238
Q9WMX2,Q9GZU8
Q9WMX2,Q9NX58
Q9WMX2,Q9HB71
Q9WMX2,P61289
Q9WMX2,P12277
Q9WMX2,Q13451
Q9WMX2,P07900
Q9WMX2,P11586
Q99IB8,Q14318
O39474,Q14318
Q9WMX2,Q14318
Q9WMX2,Q14318
O39474,Q14318
Q9WMX2,Q14318
O39474,Q14318
Q9WMX2,Q14318
P27958,Q14318
Q9WMX2,Q9P0L0
Q9WMX2,Q8WXG1
Q99IB8,Q8WXG1
Q9WMX2,Q8WXG1
Q9WMX2,Q9P0L0
Q99IB8,Q8WXG1
Q9WPH5,Q8WXG1
P27958,Q8TEX9
P27958,Q96QK1
Q99IB8,Q96CW1
P27958,Q96CW1
Q99IB8,P36897
Q99IB8,Q9Y6A9
P27958,P05155
Q9WMX2,Q86U42
Q9WMX2,P31629
Q9WMX2,O15523
Q9WMX2,Q9Y5V3
Q9WMX2,Q9UHF1
Q9WMX2,Q9UBW7
Q9WMX2,Q5T3F8
Q9WMX2,Q8NF91
Q9WMX2,Q9HAU4
Q9WMX2,Q96M27
Q9WMX2,O14777
Q9WMX2,P55209
Q9WMX2,Q9UBU8
Q9WMX2,Q96NW7
Q9WMX2,P52294
Q9WMX2,P61978
Q9WMX2,P32456
Q9WMX2,Q8TES7
Q9WMX2,Q6ZS17
Q9WMX2,P41567
Q9WMX2,P68104
Q9WMX2,Q96N67
Q9WMX2,P10515
Q9WMX2,P00414
Q9WMX2,Q6P2H3
Q9WMX2,Q9Y2B5
Q9WMX2,Q27J81
Q9WMX2,Q16548
Q9WMX2,O14874
Q9WMX2,P61769
Q9WMX2,Q13137
Q9WMX2,Q96JM7
Q9WMX2,Q9NSC5
Q9WMX2,Q9NRA8
Q9WMX2,O43559
Q9WMX2,Q15276
Q9WMX2,Q49A26
Q9WMX2,Q8N3Z6
Q9WMX2,Q9Y228
Q9WMX2,O43889
Q9WMX2,Q8TBC4
Q9WMX2,P24557
Q9WMX2,Q9UMS6
Q9WMX2,Q9GZN7
Q9WMX2,Q9UJF2
Q9WMX2,P28065
Q9WMX2,Q9P0K7
Q9WMX2,P35609
Q9WMX2,Q8N2Y8
Q9WMX2,A7KAX9
Q9WMX2,O75962
Q9WMX2,A2RUB6
Q9WMX2,Q8TD31
Q9WMX2,O43866
Q9WMX2,O00499
Q9WMX2,P14618
Q9WMX2,Q13438
Q9WMX2,Q9H8S9
Q9WMX2,Q9BV73
Q9WMX2,O15015
Q9WMX2,Q9NXP7
Q9WMX2,Q8N1B4
Q9WMX2,Q6PKC3
Q9WMX2,P82094
Q9WMX2,P07996
Q9WMX2,O94875
Q9WMX2,Q9H0F6
Q9WMX2,Q9P2E9
Q9WMX2,Q02543
Q9WMX2,Q8WUF5
Q9WMX2,Q15126
Q9WMX2,Q9HBI0
Q9WMX2,Q02818
Q9WMX2,Q16621
Q9WMX2,Q9ULW6
Q9WMX2,Q7Z4I7
Q9WMX2,P20701
Q9WMX2,P15814
Q9WMX2,Q13227
Q9WMX2,Q08379
Q9WMX2,Q14192
Q9WMX2,Q12805
Q9WMX2,Q96EY1
Q9WMX2,Q03188
Q9WMX2,Q8N7W2
Q9WMX2,O15169
Q9WMX2,O00571
Q9WMX2,P57075
Q9WMX2,Q9H2D6
Q9WMX2,Q13625
Q9WMX2,O60504
Q9WMX2,Q8N960
Q9WMX2,Q86UW7
Q9WMX2,Q9ULU8
Q9WMX2,Q96MT8
Q9WMX2,P53367
Q9WMX2,P53396
Q9WMX2,P14373
Q9WMX2,E9KL23
Q9WMX2,F4ZW62
Q9WMX2,A4FTV9
Q9WMX2,Q53G26
Q9WMX2,B4E273
P0C045,D9ZGG2
P0C045,Q63HM2
P0C045,P15907
P0C045,D9ZGG2
Q99IB8,P55265
P27958,I4AY87
Q91AU0,P28062
P0C045,E9KL26
P29846,O43889
O93077,O95292
P0C045,E9KL26
Q99IB8,P02751
P26663,B2R4R0
P26664,K9JA46
O89168,P00973
Q9WMX2,A3KPC7
Q9WMX2,B2R4R0
Q9WMX2,A8K3E0
Q03463,F1D8Q5
P27958,F1T0F7
P26664,Q9UKC9
Q03463,F1D8Q5
P27958,F1T0F7
Q99IB8,Q96CV9
P27958,A8K5I0
P26663,P04553
P0C045,O60844
Q99IB8,Q9Y6A9
Q99IB8,Q02818
Q99IB8,P67936
P26662,B0LPF3
P26662,B0LPF3
Q99IB8,O75592
Q9WMX2,A8K031
Q99IB8,P11142
P26663,P02686
P29846,A8K5I0
P27958,A8K058
Q91AU0,P17844
P26663,P17612
P26663,P17612
P26663,P17612
Q99IB8,Q14BN4
P27958,E9KL26
Q99IB8,Q14683
P29846,A8K5I0
Q91AU0,P17844
Q99IB8,Q9H8Y8
P26663,P02686
Q99IB8,A3QNQ0
P0C045,B1AQP2
P27958,Q07021
P0C045,B0ZBE2
P0C045,B1AQP2
P0C045,P05156
P0C045,B0ZBE2
P0C045,B1AQP2
P27958,Q07021
P0C045,B1AQP2
Q99IB8,P26927
Q99IB8,Q9Y2W2
P26663,Q8N257
Q9WMX2,P27348
Q9WMX2,P28288
Q9WMX2,P12814
Q9WMX2,P27540
Q99IB8,P12235
Q99IB8,P16615
Q99IB8,P28288
Q9WMX2,Q4VCS5
Q99IB8,P45954
Q9WMX2,P35609
Q9WMX2,P53365
Q9WMX2,P55196
Q9WMX2,Q15052
Q9WMX2,Q6UB98
Q99IB8,P40616
Q99IB8,P48047
Q99IB8,P51648
Q99IB8,P06576
Q99IB8,P08195
Q9WMX2,O00499
Q99IB8,P04114
Q99IB8,O75947
Q99IB8,O00499
Q9WMX2,O00468
Q9WMX2,O00499
Q9WMX2,O15084
Q99IB8,P05023
Q99IB8,P05141
Q99IB8,O14983
Q9WMX2,Q9UBB4
Q9WMX2,O14980
Q9WMX2,O43175
Q9WMX2,P07437
Q9WMX2,P0DME0
Q9WMX2,P10809
Q9WMX2,P12004
Q9WMX2,P22102
Q9WMX2,P31689
Q9WMX2,P43487
Q9WMX2,P49411
Q9WMX2,P50991
Q9WMX2,P53618
Q99IB8,O75431
Q99IB8,Q7Z6Z7
Q99IB8,Q92604
Q99IB8,Q92973
Q99IB8,Q9BRP8
Q99IB8,P02771
Q99IB8,P06493
Q99IB8,Q9NYU2
Q99IB8,O95292
Q99IB8,Q9P0L0
Q99IB8,O94966
Q99IB8,Q04837
Q99IB8,Q7RTV0
Q99IB8,Q8NBS9
Q9WMX2,O14980
Q9WMX2,O43504
Q9WMX2,P11586
Q9WMX2,Q8IUX7
Q9WMX2,Q8IXJ9
Q9WMX2,Q8N1W1
Q9WMX2,Q9NP73
Q9WMX2,Q9NRA8
Q99IB8,B4DP54
Q99IB8,O14735
Q99IB8,O15260
Q99IB8,O60762
Q99IB8,O75477
Q99IB8,O96005
Q99IB8,P01031
Q99IB8,P02771
Q99IB8,P04844
Q99IB8,P06493
Q99IB8,P07225
Q99IB8,P07237
Q99IB8,P13667
Q99IB8,P14625
Q99IB8,P16435
Q99IB8,P17987
Q99IB8,P21796
Q99IB8,P27797
Q99IB8,P27824
Q99IB8,P30040
Q99IB8,P30101
Q99IB8,P35232
Q99IB8,P39656
Q99IB8,P40227
Q99IB8,P40939
Q99IB8,P45880
Q99IB8,P46781
Q99IB8,P47897
Q99IB8,P49257
Q99IB8,P49368
Q99IB8,P50454
Q99IB8,P51570
Q99IB8,P53007
Q99IB8,P55157
Q99IB8,P57088
Q99IB8,P60033
Q99IB8,P62269
Q99IB8,P63208
Q99IB8,P67812
Q99IB8,P68363
Q99IB8,Q00325
Q99IB8,Q02978
Q99IB8,Q07065
Q99IB8,Q13200
Q99IB8,Q13438
Q99IB8,Q13724
Q99IB8,Q14697
Q99IB8,Q15005
Q99IB8,Q15084
Q99IB8,Q16891
Q99IB8,Q53GQ0
Q99IB8,Q5T750
Q99IB8,Q8NET6
Q99IB8,Q8TCT9
Q99IB8,Q92542
Q99IB8,Q96DZ1
Q99IB8,Q96IV0
Q99IB8,Q96S52
Q99IB8,Q96TA2
Q99IB8,Q99623
Q99IB8,Q9BRT8
Q99IB8,Q9H936
Q99IB8,Q9NUV7
Q99IB8,Q9NYU2
Q99IB8,Q9UBM7
Q99IB8,Q9UBS4
Q99IB8,Q9UM00
Q99IB8,Q9Y265
Q99IB8,Q9Y277
Q99IB8,Q9Y320
Q99IB8,Q9Y5M8
Q99IB8,Q9NVI7
Q99IB8,Q9UBB4
Q9WMX2,P62826
Q9WMX2,P68363
Q9WMX2,P68371
Q9WMX2,P78527
Q9WMX2,Q13148
Q9WMX2,Q13885
Q9WMX2,Q14974
Q9WMX2,Q16637
Q9WMX2,Q6NXR4
Q9WMX2,Q86Y56
Q9WMX2,Q92973
Q9WMX2,Q969Z0
Q9WMX2,Q96ER3
Q9WMX2,Q96PU8
Q9WMX2,Q99615
Q9WMX2,Q9HAV4
Q9WMX2,Q9UPT5
Q9WMX2,Q9Y277
Q9WMX2,Q9Y605
Q9WMX2,Q9Y6E2
Q9WMX2,O00571
Q9WMX2,O14681
Q9WMX2,O75127
Q9WMX2,P08574
Q9WMX2,P53985
Q9WMX2,P55209
Q9WMX2,P57088
Q9WMX2,P60468
Q9WMX2,Q14739
Q9WMX2,Q15629
Q9WMX2,Q16880
Q9WMX2,Q53GQ0
Q9WMX2,Q70UQ0
Q9WMX2,Q92499
Q9WMX2,Q99733
Q9WMX2,Q9BVC6
Q9WMX2,Q9P035
Q9WMX2,Q9UGP8
Q9WMX2,Q9UNL2
Q9WMX2,Q9Y224
Q9WMX2,Q9Y3I0
Q9WMX2,O43852
Q9WMX2,Q12905
Q9WMX2,Q9H4A3
Q9WMX2,Q9NVI1
Q9WMX2,O94966
Q9WMX2,O95292
Q9WMX2,P08754
Q9WMX2,P11021
Q9WMX2,P38646
Q9WMX2,P52907
Q9WMX2,Q14318
Q9WMX2,Q3V6T2
Q9WMX2,Q7L9L4
Q9WMX2,Q7Z6Z7
Q9WMX2,Q9GZT9
Q9WMX2,Q9H7B4
Q9WMX2,Q9P0L0
Q9WMX2,Q9P219
Q9WMX2,Q9UHI6
Q9WMX2,Q9UNF1
Q9WMX2,O15173
Q9WMX2,O95373
Q9WMX2,P07900
Q9WMX2,P08238
Q9WMX2,P12277
Q9WMX2,P47914
Q9WMX2,P61289
Q9WMX2,P15814
Q9WMX2,Q13148
Q9WMX2,Q14974
Q9WMX2,Q9UPT5
Q9WMX2,O00571
Q9WMX2,Q53GQ0
Q9WMX2,Q9BRP8
Q9WMX2,Q12905
Q9WMX2,Q9GZT9
Q9WMX2,P08238
Q9WMX2,O15162
Q9WMX2,O15432
Q9WMX2,O60711
Q9WMX2,O75095
Q9WMX2,O96013
Q9WMX2,P04275
Q9WMX2,P04406
Q9WMX2,P08572
Q9WMX2,P13378
Q9WMX2,P22736
Q9WMX2,P28799
Q9WMX2,P34810
Q9WMX2,P56945
Q9WMX2,P98095
Q9WMX2,Q86UE6
Q9WMX2,Q8N2S1
Q9WMX2,Q96EP0
Q9WMX2,Q9BYW2
Q9WMX2,Q9H8L6
Q9WMX2,Q9UBX5
Q9WMX2,Q9Y5V3
Q9WMX2,P05412
Q9WMX2,P07737
Q9WMX2,P62328
Q9WMX2,P05556
Q9WMX2,P60900
Q9WMX2,Q5MIZ7
Q9WMX2,Q9P2D6
Q9WMX2,O94813
Q9WMX2,P20700
Q9WMX2,Q9H0Q3
Q9WMX2,Q9NRR5
Q9WMX2,Q9UMX0
Q9WMX2,A2RUB6
Q9WMX2,A7KAX9
Q9WMX2,O14594
Q9WMX2,O15230
Q9WMX2,O43294
Q9WMX2,O43559
Q9WMX2,O43866
Q9WMX2,O60687
Q9WMX2,O75093
Q9WMX2,O75094
Q9WMX2,O75398
Q9WMX2,O75962
Q9WMX2,O94986
Q9WMX2,O95153
Q9WMX2,O95219
Q9WMX2,O95248
Q9WMX2,O95967
Q9WMX2,P02751
Q9WMX2,P02794
Q9WMX2,P07196
Q9WMX2,P07197
Q9WMX2,P07332
Q9WMX2,P08670
Q9WMX2,P10253
Q9WMX2,P13611
Q9WMX2,P14136
Q9WMX2,P14373
Q9WMX2,P14543
Q9WMX2,P16144
Q9WMX2,P17661
Q9WMX2,P21675
Q9WMX2,P23142
Q9WMX2,P27918
Q9WMX2,P29279
Q9WMX2,P31629
Q9WMX2,P35555
Q9WMX2,P36406
Q9WMX2,P37198
Q9WMX2,P40763
Q9WMX2,P41182
Q9WMX2,P46531
Q9WMX2,P55268
Q9WMX2,P55347
Q9WMX2,P61289
Q9WMX2,P62879
Q9WMX2,P67870
Q9WMX2,Q07666
Q9WMX2,Q12805
Q9WMX2,Q13137
Q9WMX2,Q13164
Q9WMX2,Q13435
Q9WMX2,Q14112
Q9WMX2,Q14764
Q9WMX2,Q14CM0
Q9WMX2,Q15276
Q9WMX2,Q15643
Q9WMX2,Q2M1P5
Q9WMX2,Q3T8J9
Q9WMX2,Q494V2
Q9WMX2,Q49A26
Q9WMX2,Q4LDE5
Q9WMX2,Q58EX7
Q9WMX2,Q58WW2
Q9WMX2,Q5VST9
Q9WMX2,Q5VU43
Q9WMX2,Q5VWN6
Q9WMX2,Q6NUQ1
Q9WMX2,Q6P1W5
Q9WMX2,Q6PIW4
Q9WMX2,Q6PKC3
Q9WMX2,Q75N90
Q9WMX2,Q7L4P6
Q9WMX2,Q7Z7M0
Q9WMX2,Q86SQ7
Q9WMX2,Q86U70
Q9WMX2,Q86UC2
Q9WMX2,Q86VK4
Q9WMX2,Q86VW0
Q9WMX2,Q8IUQ4
Q9WMX2,Q8IX21
Q9WMX2,Q8IYH5
Q9WMX2,Q8IZ52
Q9WMX2,Q8N0Z3
Q9WMX2,Q8N2Y8
Q9WMX2,Q8N3Z6
Q9WMX2,Q8N6Y0
Q9WMX2,Q8NBZ0
Q9WMX2,Q8NFF5
Q9WMX2,Q8TD31
Q9WMX2,Q8TE76
Q9WMX2,Q8TEP8
Q9WMX2,Q92782
Q9WMX2,Q92832
Q9WMX2,Q92932
Q9WMX2,Q96D15
Q9WMX2,Q96EK7
Q9WMX2,Q96GW7
Q9WMX2,Q96H12
Q9WMX2,Q96HC4
Q9WMX2,Q96JM7
Q9WMX2,Q96T21
Q9WMX2,Q99435
Q9WMX2,Q99447
Q9WMX2,Q9BQ16
Q9WMX2,Q9BR76
Q9WMX2,Q9BRK4
Q9WMX2,Q9BTY2
Q9WMX2,Q9BWF3
Q9WMX2,Q9BXP5
Q9WMX2,Q9C099
Q9WMX2,Q9H0D6
Q9WMX2,Q9H4I2
Q9WMX2,Q9H869
Q9WMX2,Q9H9L4
Q9WMX2,Q9HAP2
Q9WMX2,Q9HCB6
Q9WMX2,Q9HCM3
Q9WMX2,Q9HCS7
Q9WMX2,Q9HCU4
Q9WMX2,Q9NP80
Q9WMX2,Q9NRD5
Q9WMX2,Q9NSC5
Q9WMX2,Q9NUL5
Q9WMX2,Q9NVV9
Q9WMX2,Q9NY15
Q9WMX2,Q9P0K7
Q9WMX2,Q9P0V9
Q9WMX2,Q9P2E2
Q9WMX2,Q9UBD0
Q9WMX2,Q9UBK9
Q9WMX2,Q9UHL4
Q9WMX2,Q9UHV2
Q9WMX2,Q9UJX2
Q9WMX2,Q9UKK3
Q9WMX2,Q9UPU7
Q9WMX2,Q9Y219
Q9WMX2,Q9Y2K1
Q9WMX2,Q9Y2X9
Q9WMX2,Q9Y3M2
Q9WMX2,Q9Y6N6
Q9WMX2,Q9BQ52
Q9WMX2,O94966
Q9WMX2,P55209
Q9WMX2,Q9H7B4
Q9WMX2,P68371
Q9WMX2,Q00610
Q9WMX2,Q13451
Q9WMX2,Q9BQG0
Q9WMX2,Q9GZU8
Q9WMX2,Q9HB71
Q9WMX2,Q9NX58
Q9WMX2,Q9Y5V3
Q9WMX2,Q13451
Q9WMX2,Q76N32
Q9WMX2,Q9Y2D8
Q99IB8,Q9Y4W6
