,virusUprot,humanUprot
7878,P03468,Q9UBB4
7879,P03468,P51648
7880,P03468,Q9NNW5
7881,P03468,P38159
7882,P03468,P55084
7883,P03468,Q96CS3
7884,P03468,Q05193
7885,P03468,P08572
7886,P03468,O94788
7887,P06821,Q8NBP0
7888,P06821,Q96Q05
7889,P06821,Q8IUR0
7890,P06821,Q9Y296
7891,P06821,P48553
7892,P06821,P36897
7893,P06821,Q9NZ01
7894,P06821,P27635
7895,P06821,P23458
7896,P06821,P01889
7897,P06821,P01892
7898,P06821,Q9BZQ6
7899,P06821,Q9UBM7
7900,P06821,P61962
7901,P06821,Q5HYK3
7902,P06821,Q9NQ92
7903,P06821,Q8WVR3
7904,P06821,Q6RW13
7905,P03466,P09012
7906,P03466,Q96E29
7907,P03466,Q7Z7F7
7908,P03466,Q8N5N7
7909,P03466,Q9NRX2
7910,P03466,Q9NUD5
7911,P03466,Q92900
7912,P03466,O95900
7913,P03466,P37108
7914,P03466,P08579
7915,P03466,P09661
7916,P03466,P08621
7917,P03466,O76021
7918,P03466,Q5JNZ5
7919,P03466,Q9NQ39
7920,P03466,Q96L21
7921,P03466,P38159
7922,P03466,Q9UKM9
7923,P03466,P47897
7924,P03466,Q00577
7925,P03466,Q96EY7
7926,P03466,O75127
7927,P03466,Q99575
7928,P03466,Q9H814
7929,P03466,Q9Y2X3
7930,P03466,P46087
7931,P03466,Q09161
7932,P03466,Q96I59
7933,P03466,P82933
7934,P03466,Q9Y2R9
7935,P03466,P82932
7936,P03466,P82675
7937,P03466,P82673
7938,P03466,P82930
7939,P03466,Q92665
7940,P03466,Q9NP92
7941,P03466,Q9Y2Q9
7942,P03466,Q9BYN8
7943,P03466,P82663
7944,P03466,Q9Y3D9
7945,P03466,P82650
7946,P03466,P82921
7947,P03466,Q9Y399
7948,P03466,Q9Y676
7949,P03466,Q9Y2R5
7950,P03466,Q9Y3D3
7951,P03466,P82914
7952,P03466,P82912
7953,P03466,P82664
7954,P03466,Q9BYD2
7955,P03466,Q13405
7956,P03466,Q96GC5
7957,P03466,Q9HD33
7958,P03466,Q9H2W6
7959,P03466,Q9BRJ2
7960,P03466,Q9H9J2
7961,P03466,Q8N983
7962,P03466,Q8IXM3
7963,P03466,Q9BYD3
7964,P03466,Q9NYK5
7965,P03466,Q96DV4
7966,P03466,Q9BZE1
7967,P03466,P09001
7968,P03466,Q13084
7969,P03466,Q9P0M9
7970,P03466,Q96A35
7971,P03466,Q16540
7972,P03466,Q9NWU5
7973,P03466,Q7Z2W9
7974,P03466,Q5T653
7975,P03466,P49406
7976,P03466,Q9NX20
7977,P03466,Q9P015
7978,P03466,Q6P1L8
7979,P03466,Q9BYD1
7980,P03466,P52815
7981,P03466,Q9Y3B7
7982,P03466,Q9BYD6
7983,P03466,Q9HCE1
7984,P03466,Q9Y383
7985,P03466,Q4G0J3
7986,P03466,Q659C4
7987,P03466,Q6PKG0
7988,P03466,O60684
7989,P03466,P52292
7990,P03466,Q14197
7991,P03466,O60812
7992,P03466,Q92522
7993,P03466,Q9BVP2
7994,P03466,Q8TAE8
7995,P03466,O75616
7996,P03466,O60832
7997,P03466,P51398
7998,P03466,Q02539
7999,P03466,Q01081
8000,P03466,O15016
8001,P03466,P11387
8002,P03466,P84103
8003,P03466,P27635
8004,P03466,P0CB38
8005,P03466,Q9NX24
8006,P03466,P52298
8007,P03466,Q7L2J0
8008,P03466,O00629
8009,P03466,Q1KMD3
8010,P03466,Q9NZB2
8011,P03466,Q99848
8012,P03466,Q12904
8013,P03466,Q15020
8014,P03466,O60783
8015,P03466,O14979
8016,P03508,P04818
8017,P03508,Q7Z4H7
8018,P03508,O94927
8019,P03508,Q68CZ6
8020,P03508,Q96CN9
8021,P03508,Q5T1M5
8022,P03508,Q5SW79
8023,P03466,D6RBZ0
8024,P03466,Q13595
8025,P03466,P11388
8026,P03466,Q8WXA9
8027,P03466,Q71UM5
8028,P03466,Q9NW13
8029,P03466,Q9NPE3
8030,P03466,P55769
8031,P03466,Q9BYG3
8032,P03466,O95232
8033,P03466,P52294
8034,P03466,Q96QV6
8035,P03466,P22087
8036,P03466,Q12926
8037,P03466,Q9NVP1
8038,P03466,Q96CT7
8039,P03466,Q9BU76
8040,P03496,Q92569
8041,P03496,O00459
8042,P03496,Q5SRE5
8043,P03496,Q9HCE1
8044,P03496,O60812
8045,P03496,Q9NQ92
8046,P03496,O14578
8047,P03496,Q9NNW5
8048,P03496,P42167
8049,P03496,P27986
8050,P03496,P42336
8051,P03496,P13674
8052,P03496,Q9Y2I1
8053,P03496,Q13451
8054,P03496,Q8NCA5
8055,P03496,Q92499
8056,P03496,Q9Y3I0
8057,P03496,Q02539
8058,P03496,Q92900
8059,P03496,Q9NUL3
8060,P03496,O95793
8061,P03496,P35080
8062,P03496,Q6PKG0
8063,P03496,Q92522
8064,P03496,P61962
8065,P03508,P50542
8066,P03508,O75381
8067,P03508,Q9NX40
8068,P03508,P51659
8069,P03508,Q96RP9
8070,P03508,Q15075
8071,P03508,Q8NEU8
8072,P03433,O96013
8073,P03433,Q96R06
8074,P03433,Q9Y448
8075,P03433,P38159
8076,P03433,Q99417
8077,P03433,P78559
8078,P03433,Q9H2U1
8079,P03433,Q9NQ92
8080,P03433,P11387
8081,P03433,Q9Y4F1
8082,P03433,Q53H12
8083,P03433,Q8N4X5
8084,P03433,Q9Y3I0
8085,P03431,P10644
8086,P03431,P17612
8087,P03431,P00403
8088,P03431,Q5SRD1
8089,P03431,Q9Y2X9
8090,P03431,Q6NZY4
8091,P03431,Q96TA2
8092,P03431,O95071
8093,P03431,Q6P3X3
8094,P03431,Q13049
8095,P03431,Q9BVV7
8096,P03431,Q9Y4R8
8097,P03431,Q9NZ01
8098,P03431,Q9BQ70
8099,P03431,Q8IX01
8100,P03431,Q9UNE7
8101,P03431,P46977
8102,P03431,P43307
8103,P03431,P53814
8104,P03431,P08195
8105,P03431,Q9H936
8106,P03431,P53007
8107,P03431,P63208
8108,P03431,P42285
8109,P03431,P61619
8110,P03431,O15027
8111,P03431,Q9BRK5
8112,P03431,O43819
8113,P03431,Q6R327
8114,P03431,Q15293
8115,P03431,Q9NXS2
8116,P03431,Q5H9R7
8117,P03431,Q9UPN7
8118,P03431,O00743
8119,P03431,P30876
8120,P03431,P07237
8121,P03431,P13674
8122,P03431,P57740
8123,P03431,O75306
8124,P03431,Q9P0J0
8125,P03431,Q92542
8126,P03431,Q14764
8127,P03431,Q9BYN8
8128,P03431,Q15773
8129,P03431,Q3KQU3
8130,P03431,Q9Y5V3
8131,P03431,Q13257
8132,P03431,Q9Y4W2
8133,P03431,Q14145
8134,P03431,P51617
8135,P03431,Q6DN90
8136,P03431,O00410
8137,P03431,P78318
8138,P03431,P01889
8139,P03431,P19367
8140,P03431,O00165
8141,P03431,Q7Z4H7
8142,P03431,Q12789
8143,P03431,Q96D09
8144,P03431,Q8WVX9
8145,P03431,Q9NVI1
8146,P03431,Q9BXW9
8147,P03431,O15371
8148,P03431,Q99615
8149,P03431,Q9Y2G8
8150,P03431,O75190
8151,P03431,O75953
8152,P03431,Q9UDY4
8153,P03431,Q9NXW2
8154,P03431,P61962
8155,P03431,Q9H078
8156,P03431,O14735
8157,P03431,Q6P1J9
8158,P03431,Q00587
8159,P03431,P56134
8160,P03431,Q9C0C7
8161,P03431,P51648
8162,P03431,P00352
8163,P03431,O43823
8164,P03431,Q53H12
8165,P03431,Q9H845
8166,P03431,Q15386
8167,P03431,Q12816
8168,P03431,P46013
8169,P03431,Q9ULT8
8170,P03431,A0FGR8
8171,P03431,O75419
8172,P03431,Q9UL15
8173,P03431,Q5VTE6
8188,P03431,Q9P2F8
8189,P03431,Q9NWB1
8190,P03431,O75340
8191,P03431,Q12840
8192,P03431,P51570
8193,P03431,Q8WWF6
8194,P03431,Q14677
8195,P03431,Q12955
8197,P03431,O15269
8198,P03431,Q92621
8199,P03431,Q8WUM0
8200,P03431,Q04721
8201,P03428,P10644
8202,P03428,P17612
8203,P03428,Q8NG31
8204,P03428,Q5SRD1
8205,P03428,Q5TC82
8206,P03428,Q9NY74
8207,P03428,Q8WY36
8208,P03428,Q9UGI0
8209,P03428,Q9Y2X9
8210,P03428,Q6NZY4
8211,P03428,Q86VM9
8212,P03428,O95785
8213,P03428,Q12800
8214,P03428,Q9BQ70
8215,P03428,Q8IX01
8216,P03428,Q13188
8217,P03428,P43307
8218,P03428,O15269
8219,P03428,P18583
8220,P03428,P53814
8221,P03428,P08195
8222,P03428,Q9H936
8223,P03428,P53007
8224,P03428,P42285
8225,P03428,Q9BRK5
8226,P03428,Q06587
8227,P03428,Q6R327
8228,P03428,P40938
8229,P03428,Q9NWB1
8230,P03428,Q2KHR3
8231,P03428,Q9NYI0
8232,P03428,Q5H9R7
8233,P03428,Q8NEY8
8234,P03428,Q99575
8235,P03428,Q8IY17
8236,P03428,O00459
8237,P03428,Q15365
8238,P03428,Q96RG2
8239,P03428,Q9Y2X3
8240,P03428,P82650
8241,P03428,P46013
8242,P03428,Q9BPZ7
8243,P03428,Q3KQU3
8244,P03428,P78559
8245,P03428,Q9Y5V3
8246,P03428,Q9Y4W2
8247,P03428,Q9BY89
8248,P03428,P51617
8249,P03428,Q6DN90
8250,P03428,Q8NCD3
8251,P03428,O00165
8252,P03428,Q7Z4H7
8253,P03428,Q68CZ6
8254,P03428,Q96D09
8255,P03428,Q96QD9
8256,P03428,P51114
8257,P03428,Q14318
8258,P03428,Q9NVI1
8259,P03428,Q9UK61
8260,P03428,O15371
8261,P03428,Q9H9B1
8262,P03428,O75190
8263,P03428,Q8WWF6
8264,P03428,P61962
8265,P03428,O60716
8266,P03428,Q14677
8267,P03428,Q5JTW2
8268,P03428,Q96L14
8269,P03428,Q5SW79
8270,P03428,O14735
8271,P03428,Q6P1J9
8272,P03428,Q00587
8273,P03428,O43303
8274,P03428,Q86X55
8275,P03428,O43852
8276,P03428,Q9UNK9
8277,P03428,Q9Y4W6
8278,P03428,Q8NI60
8279,P03428,Q8NCN2
8280,P03428,Q96TA2
8281,P03428,O43379
8282,P03428,Q9BV38
8283,P03428,Q8TED0
8284,P03428,P49755
8285,P03428,Q9NZ01
8286,P03428,Q9HC21
8287,P03428,Q6P4A7
8288,P03428,Q9H4B6
8289,P03428,P27635
8290,P03428,P40937
8291,P03428,P38159
8292,P03428,Q9NXS2
8293,P03428,Q5THK1
8294,P03428,Q15120
8295,P03428,P07237
8296,P03428,P46087
8297,P03428,Q5C9Z4
8298,P03428,Q16540
8299,P03428,Q15051
8300,P03428,O00410
8301,P03428,Q9BT25
8302,P03428,P22087
8303,P03428,A0FGR8
8304,P03428,O75419
8305,P03428,Q96A33
8306,P03428,Q9BRT8
8307,P03428,Q8WUH6
8308,P03428,P56134
8309,P03428,Q8IZT6
8310,P03428,Q8IWZ3
8311,P03428,Q9C0C7
8312,P03428,P51648
8313,P03428,Q53H12
8314,P03428,Q9Y312
8315,P03428,Q9H582
8316,P03428,Q9BX40
8317,P03428,P51570
8318,P03428,Q9NZB2
8319,P03428,P00403
8320,Q20MH8,O43264
8321,Q20MH8,Q13217
8322,Q20MH8,Q96TA2
8323,Q20MH8,Q6P3X3
8324,Q20MH8,Q8NBP0
8325,Q20MH8,P49815
8326,Q20MH8,Q8NFQ8
8327,Q20MH8,Q96JJ7
8328,Q20MH8,Q6YHU6
8329,Q20MH8,P02786
8330,Q20MH8,Q9Y4R8
8331,Q20MH8,P46977
8332,Q20MH8,Q13501
8333,Q20MH8,O15270
8334,Q20MH8,O15269
8335,Q20MH8,P53007
8336,Q20MH8,Q9H173
8337,Q20MH8,Q9UBV2
8338,Q20MH8,Q9BRK5
8339,Q20MH8,O14828
8340,Q20MH8,Q96ER3
8341,Q20MH8,Q6NUQ1
8342,Q20MH8,O43251
8343,Q20MH8,Q6ZRP7
8344,Q20MH8,Q9P035
8345,Q20MH8,Q8IV08
8346,Q20MH8,Q6P996
8347,Q20MH8,P07237
8348,Q20MH8,P13674
8349,Q20MH8,Q13438
8350,Q20MH8,Q92621
8351,Q20MH8,Q8WUM0
8352,Q20MH8,P57740
8353,Q20MH8,Q9Y2X3
8354,Q20MH8,Q92542
8355,Q20MH8,Q9Y5V3
8356,Q20MH8,Q86WA8
8357,Q20MH8,P01130
8358,Q20MH8,Q9Y4W2
8359,Q20MH8,O43156
8360,Q20MH8,Q9Y287
8361,Q20MH8,P51617
8362,Q20MH8,O00410
8363,Q20MH8,P51659
8364,Q20MH8,P01889
8365,Q20MH8,P55084
8366,Q20MH8,Q9UJ14
8367,Q20MH8,Q14697
8368,Q20MH8,Q9BTY2
8369,Q20MH8,Q8WVX9
8370,Q20MH8,Q9NVI1
8371,Q20MH8,Q9BXW9
8372,Q20MH8,Q96BN8
8373,Q20MH8,Q93063
8374,Q20MH8,Q96KP1
8375,Q20MH8,Q13144
8376,Q20MH8,Q9NR50
8377,Q20MH8,Q9BZQ6
8378,Q20MH8,P42892
8379,Q20MH8,Q9Y2Z0
8380,Q20MH8,Q9Y2G8
8381,Q20MH8,Q9UHI6
8382,Q20MH8,Q9H9E3
8383,Q20MH8,Q8NE01
8384,Q20MH8,Q00587
8385,Q20MH8,Q9ULG6
8386,Q20MH8,Q96A33
8387,Q20MH8,Q9NY47
8388,Q20MH8,Q9UBB4
8389,Q20MH8,Q9UI12
8390,Q20MH8,P38606
8391,Q20MH8,Q93084
8392,Q20MH8,Q12797
8393,Q20MH8,Q6NXE6
8394,Q20MH8,P05067
8395,Q20MH8,P51648
8396,Q20MH8,Q6RW13
8397,Q20MH8,P28288
8398,Q1K9H2,Q02539
8399,Q1K9H2,Q9NUD5
8400,Q1K9H2,Q92900
8401,Q1K9H2,Q01081
8402,Q1K9H2,Q07955
8403,Q1K9H2,Q15020
8404,Q1K9H2,Q9NQ39
8405,Q1K9H2,P38159
8406,Q1K9H2,Q96EY7
8407,Q1K9H2,Q15365
8408,Q1K9H2,Q9Y2X3
8409,Q1K9H2,Q09161
8410,P03431,Q99959
8411,Q1K9H2,Q96I59
8412,Q1K9H2,Q00872
8413,Q1K9H2,P82933
8414,Q1K9H2,Q9Y2R9
8415,Q1K9H2,P82675
8416,Q1K9H2,Q92665
8417,Q1K9H2,Q9Y2Q9
8418,Q1K9H2,Q9Y3D9
8419,Q1K9H2,P82650
8420,Q1K9H2,Q9Y676
8421,Q1K9H2,Q13405
8422,Q1K9H2,Q9H2W6
8423,Q1K9H2,Q9H9J2
8424,Q1K9H2,Q9BYD3
8425,Q1K9H2,Q9NYK5
8426,Q1K9H2,Q96DV4
8427,Q1K9H2,Q9BZE1
8428,Q1K9H2,Q16540
8429,Q1K9H2,Q9NWU5
8430,Q1K9H2,Q5T653
8431,Q1K9H2,Q9P015
8432,Q1K9H2,Q9BYD1
8433,Q1K9H2,P52815
8434,Q1K9H2,Q9Y3B7
8435,Q1K9H2,Q9HCE1
8436,Q1K9H2,Q9Y383
8437,Q1K9H2,Q4G0J3
8438,Q1K9H2,Q659C4
8439,Q1K9H2,Q6PKG0
8440,Q1K9H2,O60684
8441,Q1K9H2,P52294
8442,Q1K9H2,P52292
8443,Q1K9H2,O60812
8444,Q1K9H2,O60832
8445,Q1K9H2,P51398
8446,Q20MH8,P30443
8447,Q20MH8,O95071
8448,Q20MH8,Q8NBM4
8449,Q20MH8,Q99523
8450,Q20MH8,Q9NTJ3
8451,Q20MH8,Q9UPN7
8452,Q20MH8,O60518
8453,Q20MH8,O94906
8454,Q20MH8,P30154
8455,Q20MH8,O60462
8456,Q20MH8,Q7Z3U7
8457,Q20MH8,P33908
8458,Q20MH8,O95490
8459,Q20MH8,P49257
8460,Q20MH8,O94829
8461,Q20MH8,Q9Y625
8462,Q20MH8,P06280
8463,Q20MH8,P38435
8464,Q20MH8,Q92538
8465,Q20MH8,Q14318
8466,Q20MH8,Q96CS3
8467,Q20MH8,O75976
8468,Q20MH8,O00116
8469,Q1K9H2,P09012
8470,Q1K9H2,Q8N5N7
8471,Q1K9H2,Q2NL82
8472,Q1K9H2,O15016
8473,Q1K9H2,P11388
8474,Q1K9H2,O95793
8475,Q1K9H2,Q05519
8476,Q1K9H2,P37108
8477,Q1K9H2,Q8WXA9
8478,Q1K9H2,P09234
8479,Q1K9H2,P09661
8480,Q1K9H2,P08621
8481,Q1K9H2,O76021
8482,Q1K9H2,Q96L21
8483,Q1K9H2,P27635
8484,Q1K9H2,Q9NW13
8485,Q1K9H2,Q9UKM9
8486,Q1K9H2,Q00577
8487,Q1K9H2,Q4JDL3
8488,Q1K9H2,O75127
8489,Q1K9H2,Q99575
8490,Q1K9H2,Q9H814
8491,Q1K9H2,P0CB38
8492,Q1K9H2,P46087
8493,Q1K9H2,Q9NPE3
8494,Q1K9H2,Q8NC60
8495,Q1K9H2,Q9NX24
8496,Q1K9H2,P82673
8497,Q1K9H2,P82930
8498,Q1K9H2,Q9NP92
8499,Q1K9H2,Q9BYN8
8500,Q1K9H2,P82663
8501,Q1K9H2,P82921
8502,Q1K9H2,Q9Y399
8503,Q1K9H2,Q9Y2R5
8504,Q1K9H2,Q9Y3D3
8505,Q1K9H2,P82914
8506,Q1K9H2,P82912
8507,Q1K9H2,P82664
8508,Q1K9H2,Q9BYD2
8509,Q1K9H2,Q9HD33
8510,Q1K9H2,Q9BRJ2
8511,Q1K9H2,Q9NQ50
8512,Q1K9H2,Q13084
8513,Q1K9H2,Q6P1L8
8514,Q1K9H2,Q9BYD6
8515,Q1K9H2,Q7L2J0
8516,Q1K9H2,O95232
8517,Q1K9H2,Q92522
8518,Q1K9H2,Q8TAE8
8519,Q1K9H2,P22087
8520,Q1K9H2,Q9NZB2
8521,Q1K9H2,O75616
8522,Q1K9H2,Q99848
8523,Q1K9H2,Q9BXJ3
8524,Q1K9H2,Q8NEC5
8525,Q1K9H2,Q8TC57
8526,Q1K9H2,Q9Y2Z4
8527,Q1K9H2,O95900
8528,Q1K9H2,Q7Z2T5
8529,Q1K9H2,Q71UM5
8530,Q1K9H2,P47897
8531,Q1K9H2,Q9NRX1
8532,Q1K9H2,Q12904
8533,Q1K9H5,P35250
8534,Q1K9H5,P10644
8535,Q1K9H5,P17612
8536,Q1K9H5,Q5SRD1
8537,Q1K9H5,Q9Y2X9
8538,Q1K9H5,Q6NZY4
8539,Q1K9H5,Q96TA2
8540,Q1K9H5,Q9NNW5
8541,Q1K9H5,O95071
8542,Q1K9H5,Q6P3X3
8543,Q1K9H5,Q13049
8544,Q1K9H5,Q9Y4R8
8545,Q1K9H5,Q8TC07
8546,Q1K9H5,Q8N5C8
8547,Q1K9H5,Q8IX01
8548,Q1K9H5,Q9P2W9
8549,Q1K9H5,Q9UNE7
8550,Q1K9H5,P43307
8551,Q1K9H5,O15269
8552,Q1K9H5,Q8NB90
8553,Q1K9H5,P53007
8554,Q1K9H5,P42285
8555,Q1K9H5,O15027
8556,Q1K9H5,Q6R327
8557,Q1K9H5,P40938
8558,Q1K9H5,Q15293
8559,Q1K9H5,Q9NWB1
8560,Q1K9H5,O60518
8561,Q1K9H5,Q2KHR3
8562,Q1K9H5,Q9P035
8563,Q1K9H5,Q5THK1
8564,Q1K9H5,Q5H9R7
8565,Q1K9H5,Q9UPN7
8566,Q1K9H5,Q15365
8567,Q1K9H5,P13674
8568,Q1K9H5,Q92621
8569,Q1K9H5,Q8WUM0
8570,Q1K9H5,Q9Y2X3
8571,Q1K9H5,Q5C9Z4
8572,Q1K9H5,Q99417
8573,Q1K9H5,Q15773
8574,Q1K9H5,P33991
8575,Q1K9H5,Q9BPZ7
8576,Q1K9H5,Q3KQU3
8577,Q1K9H5,Q9Y5V3
8578,Q1K9H5,Q9Y4W2
8579,Q1K9H5,Q12840
8580,Q1K9H5,P51617
8581,Q1K9H5,Q6DN90
8582,Q1K9H5,O00410
8583,Q1K9H5,P01889
8584,Q1K9H5,P19367
8585,Q1K9H5,Q9ULT8
8586,Q1K9H5,Q13547
8587,Q1K9H5,O00165
8588,Q1K9H5,Q7Z4H7
8589,Q1K9H5,Q96D09
8590,Q1K9H5,Q8WVX9
8591,Q1K9H5,Q9NVI1
8592,Q1K9H5,Q9BXW9
8593,Q1K9H5,Q6ZRV2
8594,Q1K9H5,A0FGR8
8595,Q1K9H5,O15371
8596,Q1K9H5,Q99615
8597,Q1K9H5,Q9Y2G8
8598,Q1K9H5,O75190
8599,Q1K9H5,Q8WWF6
8600,Q1K9H5,Q9NXW2
8601,Q1K9H5,P61962
8602,Q1K9H5,Q5SW79
8603,Q1K9H5,Q6P1J9
8604,Q1K9H5,O75419
8605,Q1K9H5,Q00587
8606,Q1K9H5,Q9UL15
8607,Q1K9H5,Q96BY7
8608,Q1K9H5,P10398
8609,Q1K9H5,Q9C0C7
8610,Q1K9H5,Q8TCU4
8611,Q1K9H5,P51648
8612,Q1K9H5,O43823
8613,Q1K9H5,Q8NI60
8614,Q1K9H5,P35453
8615,Q1K9H5,Q8WY36
8616,Q1K9H5,Q8N1B4
8617,Q1K9H5,P49755
8618,Q1K9H5,O14776
8619,Q1K9H5,P46977
8620,Q1K9H5,Q13188
8621,Q1K9H5,P18583
8622,Q1K9H5,Q9NXE4
8623,Q1K9H5,Q9H936
8624,Q1K9H5,Q9BRK5
8625,Q1K9H5,Q9UHV9
8626,Q1K9H5,O43933
8627,Q1K9H5,Q15120
8628,Q1K9H5,O75340
8629,Q1K9H5,P07237
8630,Q1K9H5,O75251
8631,Q1K9H5,Q92542
8632,Q1K9H5,Q9BYN8
8633,Q1K9H5,P46013
8634,Q1K9H5,O95163
8635,Q1K9H5,P38435
8636,Q1K9H5,Q6IAN0
8637,Q1K9H5,Q14677
8638,Q1K9H5,Q9NX63
8639,Q1K9H5,O14735
8640,Q1K9H5,Q9P1Y5
8641,Q1K9H5,O43852
8642,Q1K9H5,Q8WWC4
8643,Q1K9H5,Q5VTE6
8644,Q1K9H5,Q53H12
8645,Q1K9H5,Q9H845
8646,Q1K9H5,P00403
8647,Q1K9H5,P53814
8648,Q1K9H5,Q14764
8649,Q1K9H5,Q96L14
8650,B4URF7,P10644
8651,B4URF7,P17612
8652,B4URF7,Q8NG31
8653,B4URF7,Q5SRD1
8654,B4URF7,Q9BVQ7
8655,B4URF7,Q9NY74
8656,B4URF7,Q8WY36
8657,B4URF7,Q9H582
8658,B4URF7,Q9Y2X9
8659,B4URF7,Q6NZY4
8660,B4URF7,Q86VM9
8661,B4URF7,Q96TA2
8662,B4URF7,O43379
8663,B4URF7,Q9NNW5
8664,B4URF7,Q9BV38
8665,B4URF7,P51784
8666,B4URF7,O95071
8667,B4URF7,P53804
8668,B4URF7,Q6P3X3
8669,B4URF7,Q13049
8670,B4URF7,Q9Y4R8
8671,B4URF7,Q9BQ70
8672,B4URF7,Q8IX01
8673,B4URF7,Q9UNE7
8674,B4URF7,Q13188
8675,B4URF7,P43307
8676,B4URF7,O15269
8677,B4URF7,P18583
8678,B4URF7,Q9NTJ3
8679,B4URF7,Q14683
8680,B4URF7,Q6P1M0
8681,B4URF7,Q9H936
8682,B4URF7,P53007
8683,B4URF7,P42285
8684,B4URF7,Q9P2F8
8685,B4URF7,Q6P4A7
8686,B4URF7,Q96NB2
8687,B4URF7,O15027
8688,B4URF7,Q9BRK5
8689,B4URF7,Q8N122
8690,B4URF7,Q6R327
8691,B4URF7,Q15293
8692,B4URF7,Q9NWB1
8693,B4URF7,Q9H974
8694,B4URF7,Q2KHR3
8695,B4URF7,Q5THK1
8696,B4URF7,P31321
8697,B4URF7,P50897
8698,B4URF7,Q5H9R7
8699,B4URF7,Q99575
8700,B4URF7,P30876
8701,B4URF7,P24928
8702,B4URF7,Q07864
8703,B4URF7,Q8IY17
8704,B4URF7,Q4KWH8
8705,B4URF7,O15067
8706,B4URF7,Q15120
8707,B4URF7,O75340
8708,B4URF7,Q15365
8709,B4URF7,Q9HBE1
8710,B4URF7,Q96RG2
8711,B4URF7,P07237
8712,B4URF7,P13674
8713,B4URF7,O75147
8714,B4URF7,Q92621
8715,B4URF7,Q8WUM0
8716,B4URF7,P57740
8717,B4URF7,Q9Y2X3
8718,B4URF7,Q8NEY1
8719,B4URF7,P82650
8720,B4URF7,Q9HCE1
8721,B4URF7,Q15773
8722,B4URF7,Q9BPZ7
8723,B4URF7,Q3KQU3
8724,B4URF7,Q9Y5V3
8725,B4URF7,Q9Y4W2
8726,B4URF7,Q92615
8727,B4URF7,O00629
8728,B4URF7,Q14145
8729,B4URF7,P51617
8730,B4URF7,Q6DN90
8731,B4URF7,O00410
8732,B4URF7,P78318
8733,B4URF7,Q9UJC3
8734,B4URF7,P19367
8735,B4URF7,O00165
8736,B4URF7,Q9BT25
8737,B4URF7,Q7Z4H7
8738,B4URF7,Q68CZ6
8739,B4URF7,Q96D09
8740,B4URF7,Q9NVN8
8741,B4URF7,Q9BVP2
8742,B4URF7,Q14697
8743,B4URF7,Q8IWF2
8744,B4URF7,Q14318
8745,B4URF7,Q8WVX9
8746,B4URF7,Q9NVI1
8747,B4URF7,Q9BXW9
8748,B4URF7,Q6ZRV2
8749,B4URF7,A0FGR8
8750,B4URF7,Q6P444
8751,B4URF7,O15371
8752,B4URF7,Q99615
8753,B4URF7,O75190
8754,B4URF7,Q8WWF6
8755,B4URF7,Q9NXW2
8756,B4URF7,Q96DF8
8757,B4URF7,P61962
8758,B4URF7,O60716
8759,B4URF7,Q14677
8760,B4URF7,Q5JTW2
8761,B4URF7,Q96L14
8762,B4URF7,Q5SW79
8763,B4URF7,O14735
8764,B4URF7,Q6P1J9
8765,B4URF7,O75419
8766,B4URF7,Q00587
8767,B4URF7,Q92526
8768,B4URF7,Q9H0W5
8769,B4URF7,Q96A33
8770,B4URF7,Q86X55
8771,B4URF7,Q8WUH6
8772,B4URF7,P51587
8773,B4URF7,Q96BY7
8774,B4URF7,Q8IZT6
8775,B4URF7,Q9UNK9
8776,B4URF7,Q9C0C7
8777,B4URF7,Q8TCU4
8778,B4URF7,O43823
8779,B4URF7,Q9UKA4
8780,B4URF7,Q53H12
8781,B4URF7,Q8NI60
8782,Q1K9H5,Q8NG31
8783,Q1K9H5,P48651
8784,Q1K9H5,Q7Z736
8785,Q1K9H5,Q9NY74
8786,Q1K9H5,Q9H582
8787,Q1K9H5,Q70EL1
8788,Q1K9H5,Q15386
8789,Q1K9H5,Q96RT8
8790,Q1K9H5,Q12816
8791,Q1K9H5,Q9NZ01
8792,Q1K9H5,Q9BQ70
8793,Q1K9H5,Q9UH99
8794,Q1K9H5,Q9NTJ3
8795,Q1K9H5,Q6P1M0
8796,Q1K9H5,Q9P2F8
8797,Q1K9H5,Q9BYW2
8798,Q1K9H5,O14828
8799,Q1K9H5,Q6NTF9
8800,Q1K9H5,Q14671
8801,Q1K9H5,O94906
8802,Q1K9H5,O00411
8803,Q1K9H5,P30876
8804,Q1K9H5,Q92569
8805,Q1K9H5,O00443
8806,Q1K9H5,Q9UPP1
8807,Q1K9H5,P08237
8808,Q1K9H5,P57740
8809,Q1K9H5,Q5SY16
8810,Q1K9H5,Q86XI2
8811,Q1K9H5,Q96GX5
8812,Q1K9H5,Q8IWC1
8813,Q1K9H5,Q92615
8814,Q1K9H5,Q96J84
8815,Q1K9H5,Q9BY89
8816,Q1K9H5,Q9UJC3
8817,Q1K9H5,P42694
8818,Q1K9H5,Q14697
8819,Q1K9H5,Q9UK61
8820,Q1K9H5,Q9NZB2
8821,Q1K9H5,Q9UBM7
8822,Q1K9H5,O60716
8823,Q1K9H5,Q9Y678
8824,Q1K9H5,Q7Z460
8825,Q1K9H5,Q9H0W5
8826,Q1K9H5,Q86YA3
8827,Q1K9H5,Q8IZT6
8828,Q1K9H5,Q12955
8829,Q1K9H5,Q9UKA4
8830,Q1K9H5,P28288
8831,B4URF7,Q99417
8832,B4URF7,P01889
8833,B4URF7,Q9HCN4
