"Pathogen","Taxonomy ID","Uniprot ID","Pathogen Protein","Uniprot ID","Human Protein","Experimental Method","Pubmed ID"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","P29692","EF1D_HUMAN ","pull down","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","Q8TDD1","DDX54_HUMAN ","pull down","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","Q7Z3B4","NUP54_HUMAN ","pull down","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","P12004","PCNA_HUMAN ","pull down","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","P49848","TAF6_HUMAN ","pull down","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","P23141","EST1_HUMAN ","bimolecular fluorescence complementation","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","Q13111","CAF1A_HUMAN ","bimolecular fluorescence complementation","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","Q9Y262","EIF3L_HUMAN ","bimolecular fluorescence complementation","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","Q13287","NMI_HUMAN ","bimolecular fluorescence complementation","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","P51948","MAT1_HUMAN ","bimolecular fluorescence complementation","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","P12004","PCNA_HUMAN ","bimolecular fluorescence complementation","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","O14818","PSA7_HUMAN ","bimolecular fluorescence complementation","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","B4URF7","B4URF7_9INFA ","A4D1U3","A4D1U3_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q6ZRP7","QSOX2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9H2V7","SPNS1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / WSN / 1933 (H1N1)","382835","Q549M8","Q549M8_HUMAN ","Q194T2","Q194T2_9INFA ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q92616","GCN1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","Q8N4Q1","MIA40_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","Q9Y394","DHRS7_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9NXF7","DCA16_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P00403","COX2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9UBD5","ORC3_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","E5KNY5","E5KNY5_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","O43242","PSMD3_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q13505","MTX1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9BTY2","FUCO2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","O75533","SF3B1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","Q15365","PCBP1_HUMAN ","affinity chromatography technology","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","P82921","RT21_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","Q92665","RT31_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","O60783","RT14_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","P09661","RU2A_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","O75526","RMXL2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","P62318","SMD3_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","Q96EY7","PTCD3_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","P30044","PRDX5_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","P82912","RT11_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","P49458","SRP09_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","Q1KMD3","HNRL2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","Q86U42","PABP2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","P17844","DDX5_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","P82663","RT25_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","Q9HCE1","MOV10_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","Q9H814","PHAX_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","Q15717","ELAV1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","Q08170","SRSF4_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","P09234","RU1C_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","Q9H307","PININ_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","P62304","RUXE_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","P82650","RT22_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","P82914","RT15_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","P61254","RL26_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","Q15773","MLF2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","B0S7P4","B0S7P4_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P49770","EI2BB_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q6P2E9","EDC4_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","O75419","CDC45_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","Q9UHG3","PCYOX_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9UBB4","ATX10_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","B4URE7","B4URE7_9INFA ","B3KNF6","B3KNF6_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9Y296","TPPC4_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9UHI6","DDX20_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","P62280","RS11_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q6PJG6","BRAT1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q15392","DHC24_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q7Z3E5","ARMC9_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P50748","KNTC1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q99623","PHB2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","Q12983","BNIP3_HUMAN ","two hybrid","22174682"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","Q07666","KHDR1_HUMAN ","two hybrid","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","Q549M8","Q549M8_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","D9YZU5","D9YZU5_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","A8K2M0","A8K2M0_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","Q6IBU4","Q6IBU4_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","B4DJ51","B4DJ51_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q549C5","Q549C5_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","B0YIW5","B0YIW5_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","B0YIW5","B0YIW5_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03427","PB2_I33A0 ","B2R4S9","B2R4S9_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","B2R4S9","B2R4S9_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q20MH0","PB1F2_I33A0 ","A8K4C8","A8K4C8_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","E5KNY5","E5KNY5_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","E5KNY5","E5KNY5_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","K9JA46","K9JA46_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","B2R4W8","B2R4W8_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","D9YZV4","D9YZV4_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H2","Q1K9H2_I33A0 ","P52294","IMA5_HUMAN ","coimmunoprecipitation","7831767"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03454","HEMA_I33A0 ","A8K7B7","A8K7B7_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","A8K7B7","A8K7B7_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q82506","NS1_I33A0 ","P78406","RAE1L_HUMAN ","pull down","17267598"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","Q9Y262","EIF3L_HUMAN ","cytoplasmic complementation assay","21994455"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","I4AY87","I4AY87_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9UBM7","DHCR7_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q15058","KIF14_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9BT22","ALG1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P51617","IRAK1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","O75396","SC22B_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","O94822","LTN1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q7Z3U7","MON2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P56192","SYMC_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q8WTW3","COG1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q96T76","MMS19_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","O75190","DNJB6_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","B2RDW1","B2RDW1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","P28074","PSB5_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","P16298","PP2BB_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9NWZ8","GEMI8_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","Q2M2I5","K1C24_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9UJS0","CMC2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P04844","RPN2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","O43592","XPOT_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","Q9H4A5","GLP3L_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P55786","PSA_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","Q6KB66","K2C80_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9Y4W6","AFG32_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","Q15181","IPYR_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9NTJ3","SMC4_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","P30876","RPB2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","B4URF0","B4URF0_9INFA ","E9KL44","E9KL44_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","Q8WW22","DNJA4_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","D9ZGG2","D9ZGG2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P40616","ARL1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","P21912","SDHB_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","P34949","MPI_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","Q92896","GSLG1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","Q8TC07","TBC15_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q68E01","INT3_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9Y4R8","TELO2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","Q14112","NID2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9UID3","VPS51_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q86XI2","CNDG2_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","Q13283","G3BP1_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q1K9H5","Q1K9H5_I33A0 ","Q9C0C9","UBE2O_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q08AM6","VAC14_HUMAN ","affinity chromatography technology","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","O75844","FACE1_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","E5KND5","E5KND5_HUMAN ","anti tag coimmunoprecipitation","28169297"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","Q8TD26","CHD6_HUMAN ","two hybrid","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","Q9BV20","MTNA_HUMAN ","two hybrid","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","Q8NBZ7","UXS1_HUMAN ","two hybrid","21994455"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","Q9UBM7","DHCR7_HUMAN ","coimmunoprecipitation","26651948"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05780","M2_I33A0 ","F4ZW62","F4ZW62_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15682","NCAP_I33A0 ","F4ZW62","F4ZW62_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","Q6FIC5","Q6FIC5_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","Q5W009","Q5W009_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","A8K401","A8K401_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","E5KNY5","E5KNY5_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","B4DJ51","B4DJ51_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","A4FTV9","A4FTV9_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","Q549N5","Q549N5_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","A4D0Z3","A4D0Z3_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P05777","M1_I33A0 ","B3KUN1","B3KUN1_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P03470","NRAM_I33A0 ","E5FQ95","E5FQ95_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","A8K2M0","A8K2M0_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","P15659","PA_I33A0 ","B2ZZ89","B2ZZ89_HUMAN ","coimmunoprecipitation","25464832"
"Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1)","381518","Q82506","NS1_I33A0 ","B2R4W8","B2R4W8_HUMAN ","coimmunoprecipitation","25464832"
