,pathogen,human,interaction
0,O39474_9HEPC ,BAX_HUMAN ,1
1,O39474_9HEPC ,GRB2_HUMAN ,1
2,O39474_9HEPC ,HCK_HUMAN ,1
3,O39474_9HEPC ,LCK_HUMAN ,1
4,O39474_9HEPC ,FYN_HUMAN ,1
5,O39474_9HEPC ,LYN_HUMAN ,1
6,O39474_9HEPC ,RAF1_HUMAN ,1
7,O39474_9HEPC ,FKBP5_HUMAN ,1
8,O39474_9HEPC ,SRCAP_HUMAN ,1
9,O39474_9HEPC ,APOA1_HUMAN ,1
10,O39474_9HEPC ,HNRPK_HUMAN ,0
11,O39474_9HEPC ,P73_HUMAN ,0
12,O39474_9HEPC ,TRAF2_HUMAN ,1
13,O39474_9HEPC ,ASPP2_HUMAN ,0
14,O39474_9HEPC ,IPO5_HUMAN ,0
15,O39474_9HEPC ,BIN1_HUMAN ,1
16,O39474_9HEPC ,LA_HUMAN ,1
17,O39474_9HEPC ,TAF11_HUMAN ,0
18,O39474_9HEPC ,P53_HUMAN ,1
19,O39474_9HEPC ,TBP_HUMAN ,1
20,O39474_9HEPC ,TNR3_HUMAN ,0
21,O39474_9HEPC ,DDX3X_HUMAN ,0
22,O39474_9HEPC ,D0PNI1_HUMAN ,0
23,O39474_9HEPC ,1433B_HUMAN ,0
24,O39474_9HEPC ,1433E_HUMAN ,0
25,O39474_9HEPC ,TRFL_HUMAN ,0
26,O39474_9HEPC ,EP300_HUMAN ,0
27,O39474_9HEPC ,CBP_HUMAN ,0
28,O39474_9HEPC ,B0LPF3_HUMAN ,1
29,O39474_9HEPC ,ANM5_HUMAN ,0
30,O39474_9HEPC ,TTC4_HUMAN ,0
31,O39474_9HEPC ,ACTN1_HUMAN ,0
32,O39474_9HEPC ,IF4A2_HUMAN ,0
33,O39474_9HEPC ,TSN_HUMAN ,0
34,O39474_9HEPC ,Q6AZW6_HUMAN ,0
35,O39474_9HEPC ,ATF6B_HUMAN ,0
36,O39474_9HEPC ,HAOX1_HUMAN ,0
37,O39474_9HEPC ,UBQL1_HUMAN ,0
38,O39474_9HEPC ,TAF9_HUMAN ,0
39,O39474_9HEPC ,KAD6_HUMAN ,0
40,O39474_9HEPC ,FBXL2_HUMAN ,0
41,O39474_9HEPC ,B3KM80_HUMAN ,0
42,O39474_9HEPC ,TBK1_HUMAN ,0
43,O39474_9HEPC ,IKKE_HUMAN ,0
44,O39474_9HEPC ,MAVS_HUMAN ,0
45,O39474_9HEPC ,PSME3_HUMAN ,0
46,O39474_9HEPC ,OAS1_HUMAN ,0
47,O39474_9HEPC ,FKBP8_HUMAN ,1
48,O39474_9HEPC ,VAPB_HUMAN ,0
49,O39474_9HEPC ,PITX1_HUMAN ,0
50,O39474_9HEPC ,VAPA_HUMAN ,0
51,O39474_9HEPC ,APOA2_HUMAN ,0
52,O39474_9HEPC ,CH10_HUMAN ,0
53,O39474_9HEPC ,SUMO2_HUMAN ,0
54,O39474_9HEPC ,THIO_HUMAN ,0
55,O39474_9HEPC ,BASP1_HUMAN ,0
56,O39474_9HEPC ,MPCP_HUMAN ,0
57,O39474_9HEPC ,NPM_HUMAN ,0
58,O39474_9HEPC ,ELAV1_HUMAN ,0
59,O39474_9HEPC ,ADT3_HUMAN ,0
60,O39474_9HEPC ,TPIS_HUMAN ,0
61,O39474_9HEPC ,ENOA_HUMAN ,0
62,O39474_9HEPC ,PLP2_HUMAN ,0
63,O39474_9HEPC ,MARCS_HUMAN ,0
64,O39474_9HEPC ,PRDX1_HUMAN ,0
65,O39474_9HEPC ,PPIA_HUMAN ,0
66,O39474_9HEPC ,STMN1_HUMAN ,0
67,O39474_9HEPC ,NP1L1_HUMAN ,0
68,O39474_9HEPC ,CH60_HUMAN ,0
69,O39474_9HEPC ,UBP19_HUMAN ,0
70,O39474_9HEPC ,GRP78_HUMAN ,0
71,O39474_9HEPC ,MOB1A_HUMAN ,0
72,O39474_9HEPC ,MOB1B_HUMAN ,0
73,O39474_9HEPC ,MIF_HUMAN ,0
74,O39474_9HEPC ,ADT2_HUMAN ,0
75,O39474_9HEPC ,ACTBL_HUMAN ,0
76,O39474_9HEPC ,TBB4B_HUMAN ,0
77,O39474_9HEPC ,TBB5_HUMAN ,0
78,O39474_9HEPC ,IRS4_HUMAN ,0
79,O39474_9HEPC ,SMYD3_HUMAN ,0
80,O39474_9HEPC ,CD81_HUMAN ,0
81,O39474_9HEPC ,AP2M1_HUMAN ,0
82,O39474_9HEPC ,E2AK2_HUMAN ,0
83,O39474_9HEPC ,PML_HUMAN ,0
84,O39474_9HEPC ,MAPK3_HUMAN ,0
85,O39474_9HEPC ,PI4KA_HUMAN ,0
86,O39474_9HEPC ,HAOX2_HUMAN ,0
87,O39474_9HEPC ,FIBB_HUMAN ,0
88,O39474_9HEPC ,DDX5_HUMAN ,0
89,O39474_9HEPC ,HACD3_HUMAN ,0
90,O39474_9HEPC ,CIDEB_HUMAN ,0
91,O39474_9HEPC ,ATF6A_HUMAN ,0
92,O39474_9HEPC ,KCRB_HUMAN ,0
93,O39474_9HEPC ,SPC24_HUMAN ,0
94,O39474_9HEPC ,KLF3_HUMAN ,0
95,O39474_9HEPC ,AMERL_HUMAN ,0
96,O39474_9HEPC ,PCLO_HUMAN ,0
97,O39474_9HEPC ,DUX3_HUMAN ,0
98,O39474_9HEPC ,HMGB2_HUMAN ,0
99,O39474_9HEPC ,R51A1_HUMAN ,0
100,O39474_9HEPC ,ZN239_HUMAN ,0
101,O39474_9HEPC ,AURKA_HUMAN ,0
102,O39474_9HEPC ,FOS_HUMAN ,0
103,O39474_9HEPC ,RCAS1_HUMAN ,0
104,O39474_9HEPC ,MS3L1_HUMAN ,0
105,O39474_9HEPC ,TERF1_HUMAN ,0
106,O39474_9HEPC ,HMGN3_HUMAN ,0
107,O39474_9HEPC ,CNOT8_HUMAN ,0
108,O39474_9HEPC ,NC2A_HUMAN ,0
109,O39474_9HEPC ,PPARG_HUMAN ,0
110,O39474_9HEPC ,SPRR4_HUMAN ,0
111,O39474_9HEPC ,RS28_HUMAN ,0
112,O39474_9HEPC ,WDR5_HUMAN ,0
113,O39474_9HEPC ,SRC8_HUMAN ,0
114,O39474_9HEPC ,RABEK_HUMAN ,0
115,O39474_9HEPC ,MAPK5_HUMAN ,0
116,O39474_9HEPC ,VRK1_HUMAN ,0
117,O39474_9HEPC ,IPPK_HUMAN ,0
118,O39474_9HEPC ,CSK22_HUMAN ,0
119,O39474_9HEPC ,CL045_HUMAN ,0
120,O39474_9HEPC ,TM252_HUMAN ,0
121,O39474_9HEPC ,SLAI2_HUMAN ,0
122,O39474_9HEPC ,FA71C_HUMAN ,0
123,O39474_9HEPC ,MMTA2_HUMAN ,0
124,O39474_9HEPC ,RSRP1_HUMAN ,0
125,O39474_9HEPC ,DEN6B_HUMAN ,0
126,O39474_9HEPC ,F126B_HUMAN ,0
127,O39474_9HEPC ,MRI_HUMAN ,0
128,O39474_9HEPC ,TMA7_HUMAN ,0
129,O39474_9HEPC ,KANL2_HUMAN ,0
130,O39474_9HEPC ,SACA9_HUMAN ,0
131,O39474_9HEPC ,VCY1_HUMAN ,0
132,O39474_9HEPC ,CH033_HUMAN ,0
133,O39474_9HEPC ,NOP16_HUMAN ,0
134,O39474_9HEPC ,CC28A_HUMAN ,0
135,O39474_9HEPC ,APC15_HUMAN ,0
136,O39474_9HEPC ,DEXI_HUMAN ,0
137,O39474_9HEPC ,CLIP4_HUMAN ,0
138,O39474_9HEPC ,IFRD2_HUMAN ,0
139,O39474_9HEPC ,NOL7_HUMAN ,0
140,O39474_9HEPC ,GAPR1_HUMAN ,0
141,O39474_9HEPC ,PRR15_HUMAN ,0
142,O39474_9HEPC ,RL39L_HUMAN ,0
143,O39474_9HEPC ,TB22B_HUMAN ,0
144,O39474_9HEPC ,SP16H_HUMAN ,0
145,O39474_9HEPC ,UBE2S_HUMAN ,0
146,O39474_9HEPC ,RASH_HUMAN ,0
147,O39474_9HEPC ,KDM4D_HUMAN ,0
148,O39474_9HEPC ,DPOLB_HUMAN ,0
149,O39474_9HEPC ,ASXL1_HUMAN ,0
150,O39474_9HEPC ,TRI44_HUMAN ,0
151,O39474_9HEPC ,ELOF1_HUMAN ,0
152,O39474_9HEPC ,P2R3B_HUMAN ,0
153,O39474_9HEPC ,CALU_HUMAN ,0
154,O39474_9HEPC ,SRTD1_HUMAN ,0
155,O39474_9HEPC ,SPXN4_HUMAN ,0
156,O39474_9HEPC ,OTU6B_HUMAN ,0
157,O39474_9HEPC ,INT3_HUMAN ,0
158,O39474_9HEPC ,CCNB3_HUMAN ,0
159,O39474_9HEPC ,DNJC8_HUMAN ,0
160,O39474_9HEPC ,NOC2L_HUMAN ,0
161,O39474_9HEPC ,UBD_HUMAN ,0
162,O39474_9HEPC ,FGF12_HUMAN ,0
163,O39474_9HEPC ,PSMD4_HUMAN ,0
164,O39474_9HEPC ,DC1I1_HUMAN ,0
165,O39474_9HEPC ,HDGR3_HUMAN ,0
166,O39474_9HEPC ,HAP28_HUMAN ,0
167,O39474_9HEPC ,E41LA_HUMAN ,0
168,O39474_9HEPC ,GCC1_HUMAN ,0
169,O39474_9HEPC ,CCNG1_HUMAN ,0
170,O39474_9HEPC ,ECHP_HUMAN ,0
171,O39474_9HEPC ,DDX55_HUMAN ,0
172,O39474_9HEPC ,RL30_HUMAN ,0
173,O39474_9HEPC ,RL29_HUMAN ,0
174,O39474_9HEPC ,SRSF5_HUMAN ,0
175,O39474_9HEPC ,SRSF9_HUMAN ,0
176,O39474_9HEPC ,RL22_HUMAN ,0
177,O39474_9HEPC ,SRP19_HUMAN ,0
178,O39474_9HEPC ,IF1AY_HUMAN ,0
179,O39474_9HEPC ,RL23A_HUMAN ,0
180,O39474_9HEPC ,SART3_HUMAN ,0
181,O39474_9HEPC ,TTLL7_HUMAN ,0
182,O39474_9HEPC ,PIN4_HUMAN ,0
183,O39474_9HEPC ,NCBP3_HUMAN ,0
184,O39474_9HEPC ,NR4A1_HUMAN ,0
185,O39474_9HEPC ,TLR2_HUMAN ,0
186,O39474_9HEPC ,YTDC2_HUMAN ,0
187,O39474_9HEPC ,CHK2_HUMAN ,0
188,O39474_9HEPC ,ATM_HUMAN ,0
189,O39474_9HEPC ,PSA4_HUMAN ,0
190,O39474_9HEPC ,APOB_HUMAN ,0
191,O39474_9HEPC ,STAT1_HUMAN ,0
192,O39474_9HEPC ,SEPT6_HUMAN ,0
193,O39474_9HEPC ,ROA1_HUMAN ,0
194,O39474_9HEPC ,ANXA2_HUMAN ,0
195,O39474_9HEPC ,MYD88_HUMAN ,0
196,O39474_9HEPC ,HS90B_HUMAN ,0
197,O39474_9HEPC ,HS90A_HUMAN ,0
198,O39474_9HEPC ,PSB8_HUMAN ,0
199,O39474_9HEPC ,DICER_HUMAN ,0
200,O39474_9HEPC ,RL7_HUMAN ,0
201,O39474_9HEPC ,RL6_HUMAN ,0
202,O39474_9HEPC ,TBC20_HUMAN ,0
203,O39474_9HEPC ,STING_HUMAN ,0
204,O39474_9HEPC ,PSB4_HUMAN ,0
205,O39474_9HEPC ,CINP_HUMAN ,0
206,O39474_9HEPC ,CEP57_HUMAN ,0
207,O39474_9HEPC ,NDRG1_HUMAN ,0
208,O39474_9HEPC ,F206A_HUMAN ,0
209,O39474_9HEPC ,FRIH_HUMAN ,0
210,O39474_9HEPC ,PTMA_HUMAN ,0
211,O39474_9HEPC ,MGP_HUMAN ,0
212,O39474_9HEPC ,RABP1_HUMAN ,0
213,O39474_9HEPC ,ARAP1_HUMAN ,0
214,O39474_9HEPC ,TACD2_HUMAN ,0
215,O39474_9HEPC ,SFRP4_HUMAN ,0
216,O39474_9HEPC ,AHNK_HUMAN ,0
217,O39474_9HEPC ,CCD86_HUMAN ,0
218,O39474_9HEPC ,SCRB1_HUMAN ,0
219,O39474_9HEPC ,NUCL_HUMAN ,0
220,O39474_9HEPC ,CDN1A_HUMAN ,0
221,O39474_9HEPC ,MX1_HUMAN ,0
222,O39474_9HEPC ,ACSL4_HUMAN ,0
223,O39474_9HEPC ,SMD1_HUMAN ,0
224,O39474_9HEPC ,C1QR1_HUMAN ,0
225,O39474_9HEPC ,K2C8_HUMAN ,0
226,O39474_9HEPC ,VIME_HUMAN ,0
227,O39474_9HEPC ,PCX4_HUMAN ,0
228,O39474_9HEPC ,APOE_HUMAN ,0
229,O39474_9HEPC ,PFD2_HUMAN ,0
230,O39474_9HEPC ,CFAI_HUMAN ,0
231,O39474_9HEPC ,ZG16_HUMAN ,0
232,O39474_9HEPC ,IC1_HUMAN ,0
233,O39474_9HEPC ,VTNC_HUMAN ,0
234,O39474_9HEPC ,CATB_HUMAN ,0
235,O39474_9HEPC ,ANGT_HUMAN ,0
236,O39474_9HEPC ,RAB14_HUMAN ,0
237,O39474_9HEPC ,ZA2G_HUMAN ,0
238,O39474_9HEPC ,MPU1_HUMAN ,0
239,O39474_9HEPC ,SIAT1_HUMAN ,0
240,O39474_9HEPC ,ZNF83_HUMAN ,0
241,O39474_9HEPC ,COF1_HUMAN ,0
242,O39474_9HEPC ,PPAC_HUMAN ,0
243,O39474_9HEPC ,GLRX3_HUMAN ,0
244,O39474_9HEPC ,FKBP7_HUMAN ,0
245,O39474_9HEPC ,TATD1_HUMAN ,0
246,O39474_9HEPC ,S22A7_HUMAN ,0
247,O39474_9HEPC ,K1C18_HUMAN ,0
248,O39474_9HEPC ,Q6ZTP6_HUMAN ,0
249,O39474_9HEPC ,Q95HD8_HUMAN ,0
250,O39474_9HEPC ,K1C19_HUMAN ,0
251,O39474_9HEPC ,RB6I2_HUMAN ,0
252,O39474_9HEPC ,MTAP2_HUMAN ,0
253,O39474_9HEPC ,IPO4_HUMAN ,0
254,O39474_9HEPC ,HS71B_HUMAN ,0
255,O39474_9HEPC ,VPS35_HUMAN ,0
256,O39474_9HEPC ,D9ZGG2_HUMAN ,0
257,O39474_9HEPC ,I4AY87_HUMAN ,0
258,O39474_9HEPC ,E9KL26_HUMAN ,0
259,O39474_9HEPC ,F1T0F7_HUMAN ,0
260,O39474_9HEPC ,A8K5I0_HUMAN ,0
261,O39474_9HEPC ,A8K058_HUMAN ,0
262,O39474_9HEPC ,B1AQP2_HUMAN ,0
263,O39474_9HEPC ,C1QBP_HUMAN ,0
264,O39474_9HEPC ,B0ZBE2_HUMAN ,0
265,Q00687_9HEPC ,BAX_HUMAN ,0
266,Q00687_9HEPC ,GRB2_HUMAN ,0
267,Q00687_9HEPC ,HCK_HUMAN ,0
268,Q00687_9HEPC ,LCK_HUMAN ,0
269,Q00687_9HEPC ,FYN_HUMAN ,0
270,Q00687_9HEPC ,LYN_HUMAN ,0
271,Q00687_9HEPC ,RAF1_HUMAN ,0
272,Q00687_9HEPC ,FKBP5_HUMAN ,0
273,Q00687_9HEPC ,SRCAP_HUMAN ,0
274,Q00687_9HEPC ,APOA1_HUMAN ,0
275,Q00687_9HEPC ,HNRPK_HUMAN ,1
276,Q00687_9HEPC ,P73_HUMAN ,1
277,Q00687_9HEPC ,TRAF2_HUMAN ,0
278,Q00687_9HEPC ,ASPP2_HUMAN ,0
279,Q00687_9HEPC ,IPO5_HUMAN ,0
280,Q00687_9HEPC ,BIN1_HUMAN ,0
281,Q00687_9HEPC ,LA_HUMAN ,0
282,Q00687_9HEPC ,TAF11_HUMAN ,0
283,Q00687_9HEPC ,P53_HUMAN ,0
284,Q00687_9HEPC ,TBP_HUMAN ,0
285,Q00687_9HEPC ,TNR3_HUMAN ,0
286,Q00687_9HEPC ,DDX3X_HUMAN ,0
287,Q00687_9HEPC ,D0PNI1_HUMAN ,0
288,Q00687_9HEPC ,1433B_HUMAN ,0
289,Q00687_9HEPC ,1433E_HUMAN ,0
290,Q00687_9HEPC ,TRFL_HUMAN ,0
291,Q00687_9HEPC ,EP300_HUMAN ,0
292,Q00687_9HEPC ,CBP_HUMAN ,0
293,Q00687_9HEPC ,B0LPF3_HUMAN ,0
294,Q00687_9HEPC ,ANM5_HUMAN ,0
295,Q00687_9HEPC ,TTC4_HUMAN ,0
296,Q00687_9HEPC ,ACTN1_HUMAN ,0
297,Q00687_9HEPC ,IF4A2_HUMAN ,0
298,Q00687_9HEPC ,TSN_HUMAN ,0
299,Q00687_9HEPC ,Q6AZW6_HUMAN ,0
300,Q00687_9HEPC ,ATF6B_HUMAN ,0
301,Q00687_9HEPC ,HAOX1_HUMAN ,0
302,Q00687_9HEPC ,UBQL1_HUMAN ,0
303,Q00687_9HEPC ,TAF9_HUMAN ,0
304,Q00687_9HEPC ,KAD6_HUMAN ,0
305,Q00687_9HEPC ,FBXL2_HUMAN ,0
306,Q00687_9HEPC ,B3KM80_HUMAN ,0
307,Q00687_9HEPC ,TBK1_HUMAN ,0
308,Q00687_9HEPC ,IKKE_HUMAN ,0
309,Q00687_9HEPC ,MAVS_HUMAN ,0
310,Q00687_9HEPC ,PSME3_HUMAN ,0
311,Q00687_9HEPC ,OAS1_HUMAN ,0
312,Q00687_9HEPC ,FKBP8_HUMAN ,0
313,Q00687_9HEPC ,VAPB_HUMAN ,0
314,Q00687_9HEPC ,PITX1_HUMAN ,0
315,Q00687_9HEPC ,VAPA_HUMAN ,0
316,Q00687_9HEPC ,APOA2_HUMAN ,0
317,Q00687_9HEPC ,CH10_HUMAN ,0
318,Q00687_9HEPC ,SUMO2_HUMAN ,0
319,Q00687_9HEPC ,THIO_HUMAN ,0
320,Q00687_9HEPC ,BASP1_HUMAN ,0
321,Q00687_9HEPC ,MPCP_HUMAN ,0
322,Q00687_9HEPC ,NPM_HUMAN ,0
323,Q00687_9HEPC ,ELAV1_HUMAN ,0
324,Q00687_9HEPC ,ADT3_HUMAN ,0
325,Q00687_9HEPC ,TPIS_HUMAN ,0
326,Q00687_9HEPC ,ENOA_HUMAN ,0
327,Q00687_9HEPC ,PLP2_HUMAN ,0
328,Q00687_9HEPC ,MARCS_HUMAN ,0
329,Q00687_9HEPC ,PRDX1_HUMAN ,0
330,Q00687_9HEPC ,PPIA_HUMAN ,0
331,Q00687_9HEPC ,STMN1_HUMAN ,0
332,Q00687_9HEPC ,NP1L1_HUMAN ,0
333,Q00687_9HEPC ,CH60_HUMAN ,0
334,Q00687_9HEPC ,UBP19_HUMAN ,0
335,Q00687_9HEPC ,GRP78_HUMAN ,0
336,Q00687_9HEPC ,MOB1A_HUMAN ,0
337,Q00687_9HEPC ,MOB1B_HUMAN ,0
338,Q00687_9HEPC ,MIF_HUMAN ,0
339,Q00687_9HEPC ,ADT2_HUMAN ,0
340,Q00687_9HEPC ,ACTBL_HUMAN ,0
341,Q00687_9HEPC ,TBB4B_HUMAN ,0
342,Q00687_9HEPC ,TBB5_HUMAN ,0
343,Q00687_9HEPC ,IRS4_HUMAN ,0
344,Q00687_9HEPC ,SMYD3_HUMAN ,0
345,Q00687_9HEPC ,CD81_HUMAN ,0
346,Q00687_9HEPC ,AP2M1_HUMAN ,0
347,Q00687_9HEPC ,E2AK2_HUMAN ,0
348,Q00687_9HEPC ,PML_HUMAN ,0
349,Q00687_9HEPC ,MAPK3_HUMAN ,0
350,Q00687_9HEPC ,PI4KA_HUMAN ,0
351,Q00687_9HEPC ,HAOX2_HUMAN ,0
352,Q00687_9HEPC ,FIBB_HUMAN ,0
353,Q00687_9HEPC ,DDX5_HUMAN ,0
354,Q00687_9HEPC ,HACD3_HUMAN ,0
355,Q00687_9HEPC ,CIDEB_HUMAN ,0
356,Q00687_9HEPC ,ATF6A_HUMAN ,0
357,Q00687_9HEPC ,KCRB_HUMAN ,0
358,Q00687_9HEPC ,SPC24_HUMAN ,0
359,Q00687_9HEPC ,KLF3_HUMAN ,0
360,Q00687_9HEPC ,AMERL_HUMAN ,0
361,Q00687_9HEPC ,PCLO_HUMAN ,0
362,Q00687_9HEPC ,DUX3_HUMAN ,0
363,Q00687_9HEPC ,HMGB2_HUMAN ,0
364,Q00687_9HEPC ,R51A1_HUMAN ,0
365,Q00687_9HEPC ,ZN239_HUMAN ,0
366,Q00687_9HEPC ,AURKA_HUMAN ,0
367,Q00687_9HEPC ,FOS_HUMAN ,0
368,Q00687_9HEPC ,RCAS1_HUMAN ,0
369,Q00687_9HEPC ,MS3L1_HUMAN ,0
370,Q00687_9HEPC ,TERF1_HUMAN ,0
371,Q00687_9HEPC ,HMGN3_HUMAN ,0
372,Q00687_9HEPC ,CNOT8_HUMAN ,0
373,Q00687_9HEPC ,NC2A_HUMAN ,0
374,Q00687_9HEPC ,PPARG_HUMAN ,0
375,Q00687_9HEPC ,SPRR4_HUMAN ,0
376,Q00687_9HEPC ,RS28_HUMAN ,0
377,Q00687_9HEPC ,WDR5_HUMAN ,0
378,Q00687_9HEPC ,SRC8_HUMAN ,0
379,Q00687_9HEPC ,RABEK_HUMAN ,0
380,Q00687_9HEPC ,MAPK5_HUMAN ,0
381,Q00687_9HEPC ,VRK1_HUMAN ,0
382,Q00687_9HEPC ,IPPK_HUMAN ,0
383,Q00687_9HEPC ,CSK22_HUMAN ,0
384,Q00687_9HEPC ,CL045_HUMAN ,0
385,Q00687_9HEPC ,TM252_HUMAN ,0
386,Q00687_9HEPC ,SLAI2_HUMAN ,0
387,Q00687_9HEPC ,FA71C_HUMAN ,0
388,Q00687_9HEPC ,MMTA2_HUMAN ,0
389,Q00687_9HEPC ,RSRP1_HUMAN ,0
390,Q00687_9HEPC ,DEN6B_HUMAN ,0
391,Q00687_9HEPC ,F126B_HUMAN ,0
392,Q00687_9HEPC ,MRI_HUMAN ,0
393,Q00687_9HEPC ,TMA7_HUMAN ,0
394,Q00687_9HEPC ,KANL2_HUMAN ,0
395,Q00687_9HEPC ,SACA9_HUMAN ,0
396,Q00687_9HEPC ,VCY1_HUMAN ,0
397,Q00687_9HEPC ,CH033_HUMAN ,0
398,Q00687_9HEPC ,NOP16_HUMAN ,0
399,Q00687_9HEPC ,CC28A_HUMAN ,0
400,Q00687_9HEPC ,APC15_HUMAN ,0
401,Q00687_9HEPC ,DEXI_HUMAN ,0
402,Q00687_9HEPC ,CLIP4_HUMAN ,0
403,Q00687_9HEPC ,IFRD2_HUMAN ,0
404,Q00687_9HEPC ,NOL7_HUMAN ,0
405,Q00687_9HEPC ,GAPR1_HUMAN ,0
406,Q00687_9HEPC ,PRR15_HUMAN ,0
407,Q00687_9HEPC ,RL39L_HUMAN ,0
408,Q00687_9HEPC ,TB22B_HUMAN ,0
409,Q00687_9HEPC ,SP16H_HUMAN ,0
410,Q00687_9HEPC ,UBE2S_HUMAN ,0
411,Q00687_9HEPC ,RASH_HUMAN ,0
412,Q00687_9HEPC ,KDM4D_HUMAN ,0
413,Q00687_9HEPC ,DPOLB_HUMAN ,0
414,Q00687_9HEPC ,ASXL1_HUMAN ,0
415,Q00687_9HEPC ,TRI44_HUMAN ,0
416,Q00687_9HEPC ,ELOF1_HUMAN ,0
417,Q00687_9HEPC ,P2R3B_HUMAN ,0
418,Q00687_9HEPC ,CALU_HUMAN ,0
419,Q00687_9HEPC ,SRTD1_HUMAN ,0
420,Q00687_9HEPC ,SPXN4_HUMAN ,0
421,Q00687_9HEPC ,OTU6B_HUMAN ,0
422,Q00687_9HEPC ,INT3_HUMAN ,0
423,Q00687_9HEPC ,CCNB3_HUMAN ,0
424,Q00687_9HEPC ,DNJC8_HUMAN ,0
425,Q00687_9HEPC ,NOC2L_HUMAN ,0
426,Q00687_9HEPC ,UBD_HUMAN ,0
427,Q00687_9HEPC ,FGF12_HUMAN ,0
428,Q00687_9HEPC ,PSMD4_HUMAN ,0
429,Q00687_9HEPC ,DC1I1_HUMAN ,0
430,Q00687_9HEPC ,HDGR3_HUMAN ,0
431,Q00687_9HEPC ,HAP28_HUMAN ,0
432,Q00687_9HEPC ,E41LA_HUMAN ,0
433,Q00687_9HEPC ,GCC1_HUMAN ,0
434,Q00687_9HEPC ,CCNG1_HUMAN ,0
435,Q00687_9HEPC ,ECHP_HUMAN ,0
436,Q00687_9HEPC ,DDX55_HUMAN ,0
437,Q00687_9HEPC ,RL30_HUMAN ,0
438,Q00687_9HEPC ,RL29_HUMAN ,0
439,Q00687_9HEPC ,SRSF5_HUMAN ,0
440,Q00687_9HEPC ,SRSF9_HUMAN ,0
441,Q00687_9HEPC ,RL22_HUMAN ,0
442,Q00687_9HEPC ,SRP19_HUMAN ,0
443,Q00687_9HEPC ,IF1AY_HUMAN ,0
444,Q00687_9HEPC ,RL23A_HUMAN ,0
445,Q00687_9HEPC ,SART3_HUMAN ,0
446,Q00687_9HEPC ,TTLL7_HUMAN ,0
447,Q00687_9HEPC ,PIN4_HUMAN ,0
448,Q00687_9HEPC ,NCBP3_HUMAN ,0
449,Q00687_9HEPC ,NR4A1_HUMAN ,0
450,Q00687_9HEPC ,TLR2_HUMAN ,0
451,Q00687_9HEPC ,YTDC2_HUMAN ,0
452,Q00687_9HEPC ,CHK2_HUMAN ,0
453,Q00687_9HEPC ,ATM_HUMAN ,0
454,Q00687_9HEPC ,PSA4_HUMAN ,0
455,Q00687_9HEPC ,APOB_HUMAN ,0
456,Q00687_9HEPC ,STAT1_HUMAN ,0
457,Q00687_9HEPC ,SEPT6_HUMAN ,0
458,Q00687_9HEPC ,ROA1_HUMAN ,0
459,Q00687_9HEPC ,ANXA2_HUMAN ,0
460,Q00687_9HEPC ,MYD88_HUMAN ,0
461,Q00687_9HEPC ,HS90B_HUMAN ,0
462,Q00687_9HEPC ,HS90A_HUMAN ,0
463,Q00687_9HEPC ,PSB8_HUMAN ,0
464,Q00687_9HEPC ,DICER_HUMAN ,0
465,Q00687_9HEPC ,RL7_HUMAN ,0
466,Q00687_9HEPC ,RL6_HUMAN ,0
467,Q00687_9HEPC ,TBC20_HUMAN ,0
468,Q00687_9HEPC ,STING_HUMAN ,0
469,Q00687_9HEPC ,PSB4_HUMAN ,0
470,Q00687_9HEPC ,CINP_HUMAN ,0
471,Q00687_9HEPC ,CEP57_HUMAN ,0
472,Q00687_9HEPC ,NDRG1_HUMAN ,0
473,Q00687_9HEPC ,F206A_HUMAN ,0
474,Q00687_9HEPC ,FRIH_HUMAN ,0
475,Q00687_9HEPC ,PTMA_HUMAN ,0
476,Q00687_9HEPC ,MGP_HUMAN ,0
477,Q00687_9HEPC ,RABP1_HUMAN ,0
478,Q00687_9HEPC ,ARAP1_HUMAN ,0
479,Q00687_9HEPC ,TACD2_HUMAN ,0
480,Q00687_9HEPC ,SFRP4_HUMAN ,0
481,Q00687_9HEPC ,AHNK_HUMAN ,0
482,Q00687_9HEPC ,CCD86_HUMAN ,0
483,Q00687_9HEPC ,SCRB1_HUMAN ,0
484,Q00687_9HEPC ,NUCL_HUMAN ,0
485,Q00687_9HEPC ,CDN1A_HUMAN ,0
486,Q00687_9HEPC ,MX1_HUMAN ,0
487,Q00687_9HEPC ,ACSL4_HUMAN ,0
488,Q00687_9HEPC ,SMD1_HUMAN ,0
489,Q00687_9HEPC ,C1QR1_HUMAN ,0
490,Q00687_9HEPC ,K2C8_HUMAN ,0
491,Q00687_9HEPC ,VIME_HUMAN ,0
492,Q00687_9HEPC ,PCX4_HUMAN ,0
493,Q00687_9HEPC ,APOE_HUMAN ,0
494,Q00687_9HEPC ,PFD2_HUMAN ,0
495,Q00687_9HEPC ,CFAI_HUMAN ,0
496,Q00687_9HEPC ,ZG16_HUMAN ,0
497,Q00687_9HEPC ,IC1_HUMAN ,0
498,Q00687_9HEPC ,VTNC_HUMAN ,0
499,Q00687_9HEPC ,CATB_HUMAN ,0
500,Q00687_9HEPC ,ANGT_HUMAN ,0
501,Q00687_9HEPC ,RAB14_HUMAN ,0
502,Q00687_9HEPC ,ZA2G_HUMAN ,0
503,Q00687_9HEPC ,MPU1_HUMAN ,0
504,Q00687_9HEPC ,SIAT1_HUMAN ,0
505,Q00687_9HEPC ,ZNF83_HUMAN ,0
