virusUprot,humanUprot
P05777,Q9BVI4
P03430,Q92900
Q20MH0,P46779
P03427,O60506
P03427,Q9BQA1
P15682,P62917
P05777,Q9Y2W1
P15682,Q8TES7
P03430,P51991
P03470,P50990
P15682,O00629
Q20MH0,P62899
P05780,O60725
P15659,P25705
P05777,P0C0S5
P03427,P09651
P15682,O60783
P05780,P62829
Q20MH0,P40227
P15659,P29692
P15682,Q16629
P03430,Q99436
P03470,Q9BTE7
P03470,Q06830
P03470,Q99460
P05777,O00767
P03454,P46781
P05777,Q13838
P15682,P33992
P03454,Q32P28
P15659,O75506
P03454,P46777
P15682,Q01130
P05780,P16520
P03430,P52597
P15659,O75533
P05780,P05388
P05780,P30050
P03470,Q9Y295
P15659,P17980
P03470,Q15428
P15682,P09661
P05777,P26373
Q1K9H5,Q8TDD1
H9XIJ5,O75955
H9XIJ5,Q92905
H9XIJ5,Q14134
P03466,Q12983
H9XIJ5,Q9UJA3
P03508,Q12800
P03433,P24928
P05777,O14519
P03470,O00159
P15682,P49902
P03470,P16403
P05777,Q9NVJ2
P03470,P49458
P03454,P52597
P05777,P62273
P03454,Q9NWU2
P05777,O00487
P15682,P61247
P03454,O60506
P03454,Q9Y2W1
P03470,P07951
P03470,Q9BVI4
P15682,P21796
P03454,P13639
P03470,P83731
P03470,Q9UKD2
P03470,Q8TDI0
P03430,P08238
Q82506,P61313
P05780,Q15021
P03470,P08579
P15659,P05783
P03430,Q8IY37
P15682,P26038
P15659,P46779
P03470,P40926
P05777,O43707
P03427,P07437
P15659,O95232
P03427,P49368
P15659,P13647
P03454,P10809
P05777,Q9Y265
P03470,P61513
P05780,Q8WX92
P15682,Q15020
P15682,Q07955
P03427,P62191
P03427,P31689
P05780,O75643
P15682,P84243
P15682,P84103
P03430,Q99460
P03470,Q14157
P15659,P35268
P15682,Q5H9R7
P05777,P62258
P15682,Q07021
P05780,Q02978
P05780,Q9P2J5
P15659,P60866
P05777,Q02543
Q20MH0,P62753
P05777,P30050
P15659,P35544
P15682,Q9Y4F1
P03470,P04844
P03454,P11142
P03430,P08708
P05777,Q9UN86
P03454,P62826
P03466,O43719
P15682,P43243
P05777,Q99459
P05780,Q9Y6E2
P05777,Q9NYF8
P05780,P33993
P15682,Q9Y6M1
P05777,Q99595
Q82506,Q15424
P15682,Q9Y5A9
P03454,Q07954
P05780,P17152
P03470,P62910
P05780,Q02338
P03496,Q9UKK6
P03427,Q13151
P05780,Q8N6N3
P05780,Q15366
P03454,P68133
P05780,Q9NRY5
P05780,Q9Y6D5
P03427,O00571
P05777,Q14008
P03430,P08865
P15659,Q9BQE3
Q20MH0,P62424
Q82506,Q16629
P15682,Q9UQ35
P15682,P62888
P03470,P43686
P15682,P18754
P05780,P08729
Q82506,P52272
P03470,P31943
P05780,P46779
P03427,P78527
P05780,P52597
P03430,Q12906
P15682,P62899
P15682,P17844
P03470,P10412
P05777,Q15149
P15682,Q86YL7
P03430,P23528
P15659,P62851
P03470,P19338
P05777,P61313
P05777,P08238
P03470,O60841
P15659,O14979
P03470,P26196
P15659,P23396
P15682,P51116
P05777,P11142
P15659,Q15208
P05780,P10809
P05777,P35232
P05777,Q13263
P03454,P49902
P05780,P62269
P03470,Q14258
P05780,P63151
P03430,Q13243
P03427,P62829
P05777,Q9P2E9
P15682,Q15365
P05780,Q9BRX2
P03454,Q96L21
P05780,Q8IV08
P03470,Q00341
P03454,Q9UBS4
P05780,P45880
P15659,P14866
P05780,Q96P70
P05777,P42766
P15659,Q01082
P15682,Q9H0D6
P03427,P46776
Q82506,P40429
Q20MH0,P10809
P03470,Q01082
P15682,Q9UHB7
P15659,O14744
P05780,O75688
P15682,O75400
P03470,Q14257
P03470,P31040
Q20MH0,P67809
P05777,P63104
P03427,P19338
P03470,O95816
P05777,P08865
P03470,P38159
Q89733,Q9Y3Z3
P03470,P18124
P03470,Q8N163
P03454,P62906
Q82506,P08708
P05780,Q9GZQ8
Q20MH0,Q8NC51
P15659,P08670
P03470,P14625
P05777,Q15773
P15659,Q15843
P03427,P23458
P03470,P12814
P03427,P49137
P03427,Q92552
P03470,Q8NBS9
P05777,Q9NZJ7
P03470,Q09161
Q82506,P26373
P03430,P05388
P05780,O00487
P03470,P05121
P03430,O95793
P03430,Q8NE71
P15682,O95758
P15659,P46782
P03470,Q9BXP5
Q82506,Q01130
P05777,P06748
P03470,P52907
P15682,P20290
P03430,P09234
P03430,P35659
P05777,P14866
P15659,Q9UL15
P05780,P47974
P05777,Q96SB4
P05780,Q8TED1
P03470,P51571
P05777,P23396
P03454,O75533
P05777,Q96CW1
P05777,Q92922
P03430,P37108
Q20MH0,P46821
P03430,Q15427
P15682,P20042
P03427,P07305
P15659,Q96AV8
P03470,Q07020
P03470,P37108
P03430,P35998
P03470,P05388
P05777,P22626
H9XIJ5,Q9BRH9
H9XIJ5,Q8NI08
H9XIJ5,P02795
P03433,Q13315
P03496,O95793
P03466,P40692
P03508,Q12933
P15659,Q00839
P15659,P23528
P03470,Q9Y490
P15682,Q96AG4
P03470,P83881
P15659,Q15008
P05780,P51665
P05780,Q92598
P03470,P51114
P05780,P62847
P15682,Q9NYF8
P05780,Q9BTE7
P03454,P14618
P03430,Q9Y5Q8
P15682,P18621
P03430,P42677
P03454,P14866
P03470,P30048
P05780,Q9NYY8
P03427,P11142
P05780,P42224
Q82506,P60866
P03430,Q99459
P05780,P30153
P05780,O14732
P03427,Q8N5Z5
P03430,P61513
P03427,Q9NR09
P15682,P61978
P05780,O15269
P03427,P09012
P03430,P52272
P03430,A6NHR9
P05780,O00410
P05777,Q9BSB4
P05780,P68366
P05777,O75964
P15682,P08579
P15682,O76021
P03427,Q2TB90
P15682,O75643
P05777,P52292
P03430,P43243
P03466,P52294
P05777,P46821
P03470,Q9P2J5
P05777,P25789
P03430,Q9H0D6
P05780,Q99595
P15682,P62841
P03454,P61513
P05780,Q15003
P05780,P62851
P15682,Q9BYJ9
P15682,P07737
P15682,Q9Y3Z3
P05777,Q9Y3Z3
P03454,O95232
P03430,P62191
Q89733,P35268
P05777,Q2TAY7
P05777,P63208
P03454,P23588
P05780,O60884
P05777,P43243
P05777,Q9BRK5
P03470,O95373
P05780,P18124
P03470,Q3V6T2
P03470,O75821
P03454,P09382
P05780,P35527
P05777,P09012
P05780,O95373
P15682,P42285
P05777,P61513
P03470,Q08211
P03454,P55072
P03427,Q9UNM6
P05780,O14787
P03470,Q9UL46
Q20MH0,P62917
P05777,P49721
P15682,P60866
P03427,P46779
P03430,P61353
P15682,P02545
P15659,P0C0S8
P03470,P78371
Q82506,P46779
P15659,Q6P3W7
P03427,Q13310
P05777,Q99832
Q20MH0,Q14315
P05777,P32969
P05777,Q15637
P05780,Q99615
P03454,P26368
P15682,P52292
P03454,P51572
P05777,P23458
P03427,P62906
P05780,P18621
P15659,Q16576
P03430,P05141
P03454,P18077
P03470,P62273
P05777,Q15370
P05780,O96011
P03454,Q07955
P05780,P08195
P03427,Q9ULX6
P05777,P30153
P03470,P02533
P05777,P35544
P03470,P05198
P15682,Q01081
P03454,P49327
P15682,P05388
P15682,Q9UQ80
Q82506,P63173
P03427,P0C0S8
P03470,P60891
P05780,P40616
P05777,Q96EY1
P15682,P05455
P03454,P13645
P03470,Q15185
P03470,Q15181
P15682,O60841
P05777,Q99613
P05777,Q96JJ7
P05777,Q9NR30
P15682,Q16630
P03430,P55036
P03470,Q08945
P03427,P62899
P03454,O15523
P05777,Q9H078
P03470,P62241
P05777,Q9UMS4
P15682,Q9P2E9
P03427,Q09666
Q82506,P62750
Q82506,P62829
P03470,Q99470
P05777,P05783
P15659,Q8TDF6
P03470,P12236
P05777,P35221
Q82506,Q9Y3Y2
P15682,P19525
P15682,Q5T4B2
P03430,Q9Y6N5
P05780,Q9NVH0
P03430,P16403
P03470,P19525
P03427,Q92522
P03427,Q14681
Q82506,Q86V81
P05780,Q96Q05
Q20MH0,P68371
P03430,P24534
P15682,P07814
P03454,Q13347
P05777,O43795
P15682,Q07157
P03427,P52597
P03454,P15311
P03430,P62847
P15682,Q99460
P15682,P46779
P03470,P26006
P03427,Q13263
Q20MH0,P62750
P03454,Q9NZ52
P03470,P42766
P05780,Q9BT40
P15682,P30153
P03470,Q9HAV0
P03470,P60842
P15682,P48444
P15659,P62241
P03470,P46783
P15682,Q14974
P03454,O43896
Q82506,Q07666
P03427,Q9Y6N5
P03470,P53618
P15682,P49137
P03430,P62807
P03470,P62888
P05777,Q14204
P03454,P62701
P15659,P60709
P03454,P22626
P15682,O75534
P03470,Q86V81
P03430,P04264
P15682,P62280
P03470,P21291
P03470,P68133
P03470,Q13813
H9XIJ5,P0CG48
P03508,O43889
Q1K9H5,P17844
H9XIJ5,P11274
H9XIJ5,Q13111
P05777,Q13885
P15682,P08727
P03430,P62266
P03470,Q9BZZ5
P15682,Q9Y5S9
P03470,P0C0S5
P03427,P48643
P05780,Q9Y4W6
Q89733,P23588
P03470,Q14566
Q82506,P50914
P03430,Q99733
P15682,Q9BZE4
P03454,P04264
P05777,P31689
P15659,P62807
P03454,P62333
P03470,P67809
P03454,Q01484
P05777,P62263
P05780,Q8NBT2
P05777,P04075
P15682,Q92522
P03470,Q16630
P15682,P49207
P05777,P04844
P03470,Q5SWX8
P03430,P02545
Q20MH0,P82914
P03470,Q6P3W7
P03470,Q00325
P03470,Q9Y4P3
P03454,P12814
P03427,P62910
P03427,P14866
P03470,P17980
P05780,Q96AG4
P03430,P51114
P15682,P84090
P15682,P63244
P15682,O75494
P03427,P62424
P15659,Q00325
P03430,P98175
P03470,Q13347
P05780,P53985
P15682,Q15427
P05777,Q9Y4F1
P05780,P55060
P03454,P07437
P05777,P23284
P05777,O95757
P03430,Q7RTV0
P05780,Q8N3E9
P03427,P62280
P03470,P62807
P05780,O95716
P03427,P51398
P03454,O15013
Q82506,P18124
P03454,Q15149
P03470,Q99733
P03470,Q8NC51
P05777,P09382
P15682,Q08170
Q20MH0,P17987
P15682,Q16778
P03470,Q9NVV4
P05780,P63167
P03427,P60842
P15682,P51114
P05777,P54652
P05777,P51571
P03470,P27105
P05777,P36776
P03430,Q13200
P03470,P51991
P03470,P11388
P05777,P63244
P05780,P55010
P03427,P15880
P05777,P11310
P15682,P38919
P03427,Q4G0N8
P03470,O75643
P03454,O00303
P05777,O76071
Q89733,Q02878
P15659,O43143
P05777,Q9NQ29
P03430,P32969
P15659,P05387
P05780,Q9Y5L0
P05780,P52732
P03427,P62805
P05780,P21796
P15682,Q14258
P03470,P05787
P05777,P62277
P15659,Q9Y3Z3
P03427,Q8NEE8
P15682,Q86VP6
P03430,P62829
P05777,Q9Y262
P05777,Q9HAV7
P03470,P35908
P15659,Q92620
P03430,Q9UJY1
P03427,P10644
P05777,Q9Y383
P03470,O15371
P05780,Q15165
P03454,P24534
P03470,Q9P2R3
P15682,P42704
P03427,Q92574
P15682,P62910
P03427,P38159
P05780,Q9Y6D6
P03454,P46783
P15659,Q9BVI4
P05780,P04792
P03454,P60660
P03430,O95071
P05777,O14949
P03470,P54136
P03430,Q9Y3D9
P03470,P42704
P05780,P07814
P03470,P61254
P03470,Q09666
P03470,Q9H875
P03430,O75533
P03430,Q96I25
P03470,O43795
P03470,Q9H0D6
P03470,O94776
P05777,Q9HAV0
P05777,P62750
P03427,P08238
P03427,Q06830
P05777,P50990
P03470,Q9Y3Z3
P05777,P84077
P03454,Q13263
Q82506,P52732
P05777,P62304
P15682,P05387
P03427,Q9UHB7
P03470,O43242
P03428,P07900
Q1K9H5,P49848
P03508,Q8N9N5
H9XIJ5,Q9Y244
Q1K9H5,P62913
P03508,Q8N5I3
H9XIJ5,Q16587
P03466,Q13838
H9XIJ5,P51948
P05780,O95905
P03427,Q96D09
P05780,Q5SRE5
P03427,Q13885
P03454,P10599
P03470,P38646
P03430,P78316
P05777,O43390
Q20MH0,P55209
P03427,P46777
P05780,P05556
P15682,Q86V81
P15682,Q9Y692
P03427,Q14562
P15682,Q9Y2W1
P03427,Q02543
P03430,Q15773
Q82506,P21333
P05780,O95757
P03470,Q8N684
Q89733,Q9BQE3
P03454,P26641
P05777,P40429
P03454,Q13813
P05777,Q16875
P03454,P61978
P05780,Q8TEQ6
P15682,P61353
P03430,Q13610
P15659,Q9P035
P03427,P49790
P05777,P50395
P03454,P83731
P03427,P63173
P03470,P30101
P03470,P31948
P03470,P52732
P03454,P48556
P15682,P14866
P05780,Q9UBQ5
P05780,P39023
P03454,P23458
P15682,P13647
P05777,Q01813
P05780,O75369
P03470,Q00839
P03427,P52732
P03430,Q07666
P15659,P61353
P05780,Q9Y262
P15682,Q09161
P05777,P62195
P15682,P35251
P03430,P08621
P15682,Q99623
P03454,Q02543
P15659,Q9UNE7
P03470,P45880
P03454,P05141
P03430,P62081
P03427,P40429
P05780,Q9NZV1
P15682,P62308
P03427,Q13438
P15659,Q13435
P15659,Q99832
Q20MH0,P62829
P05777,P33992
P05777,P06703
P03454,Q1KMD3
P05780,O60701
P15659,Q8IWX8
P05777,Q9Y4W6
P03430,Q9BQA1
P05777,P27708
P15682,Q99613
P03470,P82673
P05780,P26447
P03430,Q01082
P03470,P67936
Q20MH0,P39019
P03430,Q15208
P15682,P25705
P05777,O60256
P03427,Q8WWM7
P15659,P17844
P03427,Q99832
P05777,Q14103
P05780,P29033
P05780,Q92973
P05780,P19338
P05777,P30048
P03470,Q9BQE3
P03427,Q02878
P03430,O75643
Q82506,P62266
P15682,Q07065
P03427,Q13445
P05777,P27824
P15682,P82650
P03470,P61604
P05780,Q12769
Q82506,Q96RY5
P15682,P23246
P03470,Q00577
P03470,Q92620
P05777,P04264
P03470,P26373
P05777,Q9Y3I0
Q82506,Q9UQ35
Q20MH0,P61978
P05777,Q9Y678
P03470,Q9HCN8
P05780,P62244
P15682,P62269
P03454,Q9UQ35
P05777,P08574
P05777,P35268
P03454,Q99729
P15682,Q14151
P05777,P08708
P05777,Q9UBQ5
P03430,P63173
P03427,Q9Y3D9
Q89733,Q9BQA1
P03470,Q15046
P05780,P40855
P05777,Q02878
P05777,P13639
P15682,P55884
P03454,Q99880
P05780,P39019
P15682,O43707
P15659,Q99613
P15659,P57088
P15659,P62263
P03430,Q9Y3I0
P05780,P50993
P15682,P67809
P05780,O75533
P05777,P37108
P03430,P26373
P03430,O00231
P05777,Q6P2Q9
P05780,Q9NRN7
P03427,P62888
P03427,Q9NXV2
P05777,P11177
P15682,P62314
P15682,Q12905
P03427,O14744
P05777,P21291
P03430,O95817
P03470,P21796
P15682,P06733
P03430,P68371
P03427,P17980
Q20MH0,P63151
P03470,P63208
P03430,Q86UE4
P05777,P05386
P05780,P15880
P03427,P05141
P05780,P48047
P05777,P06576
P03427,P32969
P03470,P49902
P03470,Q99459
Q82506,P84098
P15682,P36578
P03430,Q9H0A0
P03454,P17844
Q20MH0,P31943
P05780,Q12905
P15659,P52597
P05777,P22102
P15682,P62854
Q82506,P30050
P05777,Q00839
P15682,P40429
P03427,P52272
P05777,P12004
P05780,P62750
P15682,P27635
P05780,Q9Y3Q3
P15659,P62081
P03430,P62750
P05777,P01889
H9XIJ5,Q58WW2
P03428,P43356
Q1K9H5,Q15038
P03496,P19525
P03508,Q99081
H9XIJ5,Q5VTT2
H9XIJ5,O15287
P05777,Q71U36
Q82506,P62263
P15682,P30101
P03470,Q01130
P03427,P78362
P05780,Q9NZ01
P05780,Q9BQE3
P03427,P04637
P03470,Q99613
P05777,P22090
P05777,P62917
P05777,Q92974
P03430,Q3KQU3
P03470,Q5BJE1
P03470,P13639
P15682,Q9P258
P05780,P53618
P15659,P04792
P03470,Q01518
P15682,Q9BYN8
P05777,P48444
P05777,O15269
P03427,O75190
P03454,P35544
P03470,Q9BQ04
P05777,P39019
P15659,P07355
P15659,Q92598
P03430,P38159
P03470,P49137
P03470,Q92522
P03470,P23588
P05777,Q86UE4
P05780,P78527
P03427,P25786
P05777,O60701
P15659,P52732
P03427,P11021
P05777,Q13045
P15659,O00303
P03470,Q06323
P05780,P23458
P05780,O95299
P03430,P38646
P15659,Q15393
P15682,P12814
P03470,O94808
P03454,P07355
P03427,Q9UN86
P15682,Q06830
P03430,P62854
P05777,P39023
P03470,Q15029
P03470,P68032
P03454,O75531
Q89733,Q2WGJ9
P03430,P46777
P15682,P68104
P03430,P82932
P03470,P46379
P03430,Q13813
P15659,P62854
P05780,Q9UNM6
P03470,P25789
P03470,Q9BSJ8
P03470,O14744
P05777,P62857
P05780,Q6P3R8
P05780,P49368
P03470,P18077
P15659,P19338
P03427,P36542
P05777,P60174
P03427,P58107
P15682,P52272
P15659,Q9HCD5
P05780,P16615
P03430,P07910
P03454,P18085
P03430,P21333
P03470,Q8TD20
P03454,P06733
P03470,P14678
P05777,P11142
P15659,P38159
P03470,P08865
P15682,P06730
P03470,P84098
P03427,Q07955
P05777,P55060
P03454,Q9NRN7
P03454,Q99436
P05777,Q9H773
P15682,O43242
Q20MH0,P07355
P05777,O75475
P05777,Q15366
P03427,Q9BYJ9
P15659,O15523
P15682,P06748
P05780,P55160
P03430,O43143
P05777,P0C0S8
P15682,P62244
P03427,Q99880
P05780,Q9Y6N5
P05780,Q9BZX2
P15682,P18077
P03454,Q9Y3U8
P05777,P62280
P03470,Q92945
P03470,P63173
Q89733,Q8WVR3
P05777,P17844
P03430,P11940
P05777,Q14669
P03430,Q15366
P05777,Q05639
P03470,P62854
P03430,P62316
P05777,Q14974
P03470,P40939
P05780,P61313
P03427,P60468
P15682,Q8WXA9
Q89733,P84090
Q89733,P07477
P03470,P55072
P03470,O95758
P03470,Q05682
P05777,Q99615
Q89733,P06576
P05780,Q13185
P03470,Q14204
P05777,Q92620
P15682,Q15717
P15682,P27797
P15682,Q9NVI7
P03427,Q92900
P05780,Q9NPQ8
P03470,P62841
P03470,P14866
P03470,P62913
P05780,P50454
P05780,Q9NR33
P03430,P27635
P05777,O75531
P03470,Q92841
P15682,Q12906
P03454,Q15008
Q82506,Q13247
P03470,P54105
P03495,O95639
P15682,Q4G0J3
P15682,P60709
P03470,P62318
P03454,P14868
P15682,Q14315
P03454,P32969
P03470,P62140
P03427,Q93008
P03430,P47914
P05780,Q9NYH9
P03470,O43809
P03470,Q9H0A0
Q89733,P62424
P05777,Q14444
P05777,P11166
P15659,P62191
P05780,Q02878
P05777,Q5T4S7
P15682,Q06787
P03430,Q9BRS2
P03454,Q6ZN66
P15682,Q12849
Q89733,P25705
P15682,P82673
P05780,Q9BPX3
P03430,O15042
P15682,P07951
P03470,P05783
Q20MH0,Q9Y3Z3
Q99AU3,P46109
P03428,P08238
Q1K9H5,P29692
H9XIJ5,P61916
P03508,P02511
H9XIJ5,P59910
P03508,Q8NF50
P03430,Q12905
P03454,P13010
Q20MH0,P50914
P03430,Q1KMD3
P03470,P02545
P05777,Q96QF0
P05777,P62829
P15682,P62829
Q82506,P51991
P03430,Q03135
P05780,P36542
P05777,Q06210
P05777,P35908
P03430,Q9NQ29
P03430,P82673
P05777,Q9NRN7
P15659,P62333
P05777,P35613
P15682,Q13347
P03430,Q9UG63
P05780,Q16576
P15659,P43686
P03470,P63261
P05780,P68371
P03427,Q96HS1
P03470,P05386
P05780,P42677
P03454,P17096
P03454,Q09666
P03470,P22234
P15659,P04350
P05777,Q15029
P03470,P06702
P03454,Q9Y6Y0
Q82506,Q8IY82
P03454,P51571
P05780,P62805
Q82506,Q92841
P05780,P60891
P05777,Q9Y305
P03427,P47914
P03454,Q16643
P15659,O00232
P05777,P05023
P15659,P39019
P15682,P35544
P03454,P68366
P05780,Q7L1Q6
P03470,P52597
P03427,P23528
P03470,Q14103
P03454,Q9Y657
P03470,Q13200
Q99AU3,P46109
P15682,Q15029
P05777,P62906
Q20MH0,P23396
P05777,Q9Y5M8
P03454,O00159
P05777,Q9HC36
Q82506,P62753
P03470,Q9H2U1
P05777,P62140
P05780,Q14331
P15682,Q8WWM7
P03470,P52292
Q82506,P29692
P03470,O14979
P05777,P61604
Q89733,Q07020
P05780,Q9UI10
P03454,P62841
P03470,P62280
P15682,P60891
P03427,Q07666
P05777,Q15208
P15659,P46776
P15682,O15042
P05780,P26358
P05780,P05023
P05777,P35527
P05780,P52292
P15682,P29692
P03470,P26599
P03454,P62753
P03427,O95816
Q20MH0,P62851
P03427,O15294
P03454,P50991
P15659,P84098
P05780,P62241
P05780,Q9UNS2
P15682,O75533
P05777,P34932
P03470,P46777
P05780,Q92564
P03427,P05386
P03470,Q15233
Q82506,P39019
P15682,P35268
P05777,P62266
P03427,Q13435
P03430,P46776
P03470,P62258
P03430,A8K855
Q82506,P61254
P05777,P09874
P05780,O14929
P05777,P51970
P03454,Q96AY3
P15659,O60831
P05780,P14625
P05777,O43852
P03430,P20700
Q82506,P61978
P03454,P84243
P05780,P46783
P03427,P35637
P03454,P18621
P03454,Q9UBM7
P15682,Q96BS2
P03427,Q86V81
P03427,P07814
P03470,P31949
P05780,P38646
P03454,Q13464
P03427,Q9BUF5
P05777,P43686
P03427,P62753
P03427,P35908
P05777,Q02952
P05777,P62081
P05780,Q14669
P03470,Q86UE4
P03454,O60884
P03470,P43487
P03430,Q9UKN8
P15682,P12236
P03427,E9PAV3
P03454,P78371
P03454,P48643
P15682,P12956
P03430,P23396
P05780,O43765
P03470,P62851
P03454,P60709
P15682,Q8TF72
P05780,P04350
P15682,P04075
P15682,O75475
P03427,P22626
P05780,P48444
P03470,P05387
P03470,P37802
P05777,P50454
P03427,Q9Y230
P05777,Q969V3
P05780,P62906
P03430,Q8IYB3
P03470,P35232
P05780,Q69YU5
P03470,P20930
P05777,Q13724
P05777,P42677
P05777,P61247
P15659,P18621
P03430,Q9Y2W1
P15682,Q08211
P05780,P63173
P05780,Q9HAV0
P15682,P48643
P03427,P18077
P03470,P49755
P05780,Q9H3U1
P05780,Q15773
P03454,Q15366
P15659,P30050
P15682,O43795
P15682,Q49A26
P15682,Q99733
P15682,Q14694
P03454,P62269
P15659,Q9NXV2
P15659,P31689
P05777,Q9UQ80
P03470,Q8IWS0
P03427,P84077
P05777,P02545
P03470,Q9NXV2
P05780,Q969Z0
P03470,P50991
P03470,Q16875
Q82506,P19338
P05777,Q16891
P15682,O43684
P03430,P49137
P15659,Q02878
P05780,P46781
P15682,Q9BQA1
P03470,P26641
P15682,Q9UHX1
P15659,P26599
P03470,Q8NBJ5
P05780,P16403
P05777,P11142
Q1K9H5,P12004
H9XIJ5,Q8TDL5
H9XIJ5,P05165
H9XIJ5,Q8IXJ9
P03495,Q86U42
P03508,P45984
P03508,Q8TD10
H9XIJ5,Q2QGD7
P03433,Q8NBZ7
P03454,P39019
P05777,Q9UM00
P15682,P55072
P03470,Q96Q05
P03470,Q01469
P15659,P68104
P03454,P60866
P03454,Q14558
Q20MH0,Q9NRN7
P03427,P25398
P03430,P11021
P03427,Q9UKA4
P03454,P53396
P03470,Q9GZQ8
P03470,P24534
P03454,Q9P219
P03470,P62316
P15682,Q9NRN7
P03470,Q15366
P05777,P07910
P03470,P12956
P03427,P68104
P03427,P14625
P03470,P07910
P05780,Q96ER3
P15659,Q9UN86
P05780,Q9P003
P03454,P21333
P03427,P62241
P03470,P31150
P03454,P04843
P15682,O75821
P03454,Q14974
P05780,P52306
P03470,Q8IXB1
P03470,Q9UHX1
P15682,P26641
P05780,Q9BPZ3
P15682,P60903
P15659,Q15773
P03470,P48444
P15682,P46776
P03470,Q13263
P05777,P60228
P03430,P16401
P05780,Q9UBW8
P03470,Q9Y265
P03454,P61353
P05777,P17858
P03427,P84098
P03454,P84103
P03427,P51665
P03470,Q9Y678
P03427,Q92598
P03430,P61247
P03470,P62917
P03470,P35637
P03430,P12236
P03466,Q12906
P03470,Q9UQ35
Q82506,P62847
Q89733,Q15208
P05777,P68032
P05780,Q5VYK3
P03427,P60866
P03427,P30153
P15659,O95816
P15682,O76094
P15682,Q9Y3I0
P15659,P06748
P15682,Q96SB4
P03430,Q15393
P15682,P16401
P05777,O75821
P15682,O75127
P03427,P05455
Q20MH0,P48643
P15682,P26373
P05780,Q9UJY1
P05780,Q8WUY1
P03430,P05455
P15682,Q8NC51
P03470,Q9UKN8
P05777,P05787
P03470,O43707
P03454,P16520
P05780,Q14739
P03427,P62979
P03470,P23528
P03470,Q14247
P05777,P33993
P05780,Q9NXW2
Q82506,Q02878
P15659,P05787
P15682,Q8NHQ9
P15682,P09012
P15659,P52434
P03427,O95232
P03454,P25705
P05777,P60981
P03430,P63151
Q20MH0,P62249
P15659,P20700
P15682,Q9BRP8
P05777,Q9Y3U8
P15659,P62316
P15659,P49902
P03427,P17612
Q82506,P46777
P03470,Q14527
P03427,P61978
P03470,Q2TB90
P03427,P46778
P03470,O60884
P15659,P62318
P03427,P50991
P03470,Q7L2H7
Q82506,P35268
P05777,O75882
Q82506,P67809
P03470,Q04637
P05780,P25789
P05780,P62979
P05777,P31153
P03430,P62906
P05777,Q7L2H7
P03427,P10809
P03470,Q01650
P03470,Q07021
P15659,Q9UBX3
P15682,P37108
P03430,P35268
P05777,Q5H9R7
Q89733,P19338
P05777,Q07955
P15682,P63241
P05777,Q9Y3D6
P05777,Q15293
P03470,Q14839
P15659,Q16875
P05780,Q9Y287
P03454,P62244
P15682,P49368
P03430,Q9NYF8
P15682,P63313
P03470,Q9H0U3
P15682,P02533
P03430,P84098
P15659,P49411
P05777,Q9H0E9
P05777,P82933
P15682,P32969
P03454,P49411
P05780,O15427
P15659,Q99708
P05777,P08579
P05780,P54105
P05780,Q6PJG6
P03470,P07814
P05777,Q99729
P05780,P25398
P05780,P46734
P03470,P35268
P03454,P98175
P03454,P62899
P15659,P62195
P03427,Q14498
P15659,P48643
P03427,P25789
P05780,Q86SZ2
P03470,Q07157
P15682,Q92841
P05777,P07305
P03427,P07355
Q82506,P62701
P05780,P57740
P05777,Q96P70
P03454,P62888
P03427,P62277
P05780,P35606
P15682,P25205
P03466,P43356
P03496,O95793
H9XIJ5,Q14728
H9XIJ5,Q9H1D9
H9XIJ5,Q12824
P03433,Q9Y224
P03508,Q8N448
H9XIJ5,Q6EEV4
P03466,Q9HD26
P03431,P68104
Q1K9H5,Q96EB1
P05780,P60709
P03454,P63104
P05777,P63218
P15659,P05141
P03470,Q9H3T2
P05780,Q9HAV4
P03470,Q9Y3B4
P03430,P62888
P15682,P82932
P03431,Q9UQ80
P03427,Q13247
P05780,Q14008
P05777,P52789
P15682,P09493
P03430,Q16576
P05777,O60506
P15659,P07900
P15659,P62280
P15682,P07900
Q20MH0,P62280
P03454,P05455
P03470,P08729
P03430,P19338
P03430,P55209
P03470,P23526
P05777,Q9BZE4
P03470,Q92922
P03430,Q9Y3B7
P05780,Q9NS69
P03430,Q7L2E3
P03470,Q9Y262
P03430,P09661
P05777,P43307
P05777,P46782
P03427,Q9Y3Z3
P03470,Q9BRS2
P15659,P05386
P05780,Q92621
P05780,Q9Y6B2
P15682,P62424
P05777,P62314
P05780,Q9Y3Z3
P15659,P62826
Q20MH0,P38646
P15682,Q9NXV2
P15682,Q13813
P15682,O95793
P03427,P63167
P03427,Q9UBS4
P15659,P60842
P03470,P47756
P05777,P05388
P03454,P46778
P05777,Q9Y266
P15659,P55072
P03470,Q9NRX1
P03470,O00629
P05777,P04406
P05777,P38646
P03454,Q9Y4E8
P03470,P14618
P15682,P68363
P03470,Q13310
P05780,P50402
P15659,P63151
P03427,P35268
P15682,P40227
Q82506,Q86U42
P05780,P67936
P15682,Q00577
P05780,P35998
P03470,P62937
Q20MH0,P62269
P15682,O00571
P05777,P38159
P05780,P62070
P05780,Q8NGL6
P15682,P55209
P15682,Q9HCD5
P03470,Q7KZF4
Q82506,Q7RTV0
P15682,P52298
P05780,P42704
P03454,P35232
P03430,O00622
P03430,P46778
P05780,Q96PU8
P05780,Q9UBM7
P03454,O00232
P15659,P62995
P03470,Q96DT0
P15682,P82930
P03470,O00231
