virusUprot,humanUprot
P03427,Q8WWY3
P15659,P05455
P03427,P18124
P03470,P21333
P05777,P62495
P15682,P33993
P03430,P46783
P03454,P13647
P05777,P17096
P15682,Q08J23
P05777,P18669
P15682,P53999
P05777,P62701
P05780,A6NDU8
Q89733,O75688
P03470,Q3ZCQ8
P15659,P62829
P03470,Q14974
P05777,P62834
Q82506,Q15717
P03470,P50502
Q82506,P62995
P05777,O15360
P05780,O43264
P03454,P17980
P05780,Q7Z4Q2
P03470,Q96AG4
P05777,P14868
P05777,Q9NX63
P03427,P62318
Q20MH0,P15880
P05780,P61201
P05780,O75964
P05780,Q13144
P05777,Q15393
P03454,P08238
P03470,P04075
Q82506,Q07020
P03454,Q9HCE6
P15682,Q9H307
Q82506,Q13185
P03427,Q1KMD3
P03470,P17844
P03430,Q02878
P05777,P61619
P05780,P62333
P05777,Q13347
Q82506,P62851
P03454,P14625
P05777,P84090
P03470,P46821
P05777,P40616
P03430,P62249
P05780,P04264
P15682,P62241
P15659,O95793
P15682,Q16576
P03427,P78371
P05777,O43815
P05777,Q14697
P05777,O95831
P03430,Q99615
P03454,P27797
P03427,O43823
P05777,P60953
P05780,O14981
P03454,P0C0S5
P05777,O14744
P03454,P07737
P03466,P52294
H9XIJ5,P04083
H9XIJ5,O95147
P03508,Q9H2G9
P03508,P43360
P03466,P52294
P03430,O60506
P03454,P46821
Q82506,P82914
P15659,P50991
P15682,Q13247
P15682,Q9NUL3
P03470,P28838
P03470,P61353
P03470,P62834
P15659,P46821
P03430,Q9BQE3
P03470,P62906
P15682,Q9BUQ8
P05777,P31948
P15659,P04844
P15682,P19338
P03427,P16401
P15659,P11940
P03470,P35998
P03470,P11387
P05777,Q96AG4
P03430,P04792
P15682,P55036
P03470,P63104
P15682,P50454
P03470,O15042
P05780,P42166
P15682,P11142
P03427,Q9Y6M1
P15682,P62266
P05777,P17812
P05780,Q9BW27
P03430,P67809
P15682,O15160
P03470,P30044
P15659,Q01081
Q82506,P05386
P05777,O43615
P05780,Q14697
P15682,P11387
P15659,Q9P0J7
P05780,P50748
P03454,P67809
P03454,P62851
P03470,P41252
P05777,O94973
P15682,P22626
P05780,P11940
P03470,Q13435
P03454,P51116
P05780,P62826
P15682,O43823
P03430,P51116
P05777,Q92841
P03454,P09874
P03470,Q15365
P15682,P04406
P15682,Q15233
P03454,Q9Y3Z3
P03470,P06753
P15682,Q15366
P03470,P26038
P03430,P18621
P05780,O15260
P15682,P33991
P15682,Q9Y3U8
Q20MH0,Q14257
P03470,Q99623
P05777,P19338
P03427,Q14315
P03430,Q8N3Z0
Q82506,P42766
P05780,P52434
P03427,P52815
P03470,P63241
P03470,O15372
Q82506,P14866
P05780,Q8TCT9
P05777,O15084
P05780,P68363
P15682,P49756
P03430,P09651
P05777,Q13200
P03454,P84098
P05777,P21333
P15682,P0C0S8
P05777,P46783
P05780,Q96N66
P05780,P55786
P03470,Q92499
P03427,P62847
P03470,P63244
P03427,Q12879
P05780,Q96T76
P05780,Q29RF7
Q89733,P84098
P15682,P49458
P05777,O95373
P03470,P09661
P05780,O75794
P15682,P60174
P03496,O95793
P03454,P04406
P03454,P62750
P15682,P61604
P03454,P50454
P05780,P14868
P05777,O75506
P15682,P41091
P05777,Q92499
P03430,Q13263
P15682,Q9UNM6
P05780,Q27J81
P03427,P26358
P03427,P55209
P15682,Q9Y383
P05777,P63241
P05777,P18077
P05777,P62820
P03470,Q86VP6
P03470,O43684
P05777,P45880
P03470,P48047
P03427,P31946
P03427,P46781
P03470,P62820
P15659,Q86WR0
P15682,O00232
P15682,O75569
P03430,P39023
P05777,Q9P035
P15659,Q9Y2W1
P03454,P62249
P05780,P31943
P03470,Q02952
P05777,P26599
P05777,P09234
P05777,P51148
P05777,Q9UNL2
P03427,P62333
P15659,P09651
P03470,Q9BXS6
P05780,P62753
P03470,P39023
P03427,P61513
P03430,Q00325
P05780,O00232
P15659,P46379
P05780,Q8TC07
P05780,Q9P0J7
P03430,P43686
P03470,P50914
P03470,P31689
P05777,P55884
P15659,P84077
P05780,Q86VP6
P03470,Q96CW1
P03454,Q00325
P15659,P62913
Q20MH0,Q15208
P03454,Q9BUF5
P05780,P60866
P03427,P62195
P03454,P46779
P03470,P27816
P03427,P05388
P03470,P59998
P05777,Q8IYD1
P03470,P12004
P05777,Q9Y4P3
P15682,Q15428
P15659,P51665
P05780,Q9UBX3
P05777,P83881
P15682,P62906
P15682,Q14103
P03470,Q13838
P05780,P61221
P05777,Q9GZQ8
P03470,O43143
P05777,O14925
P15682,P13051
Q82506,P16402
P03470,Q13247
P03430,P29692
H9XIJ5,Q9H3M7
P05777,P02786
Q89733,P46776
P03470,Q9Y224
P03470,Q8N5C6
P15659,Q13200
P05777,Q86V81
P05777,P78362
P15659,Q14498
P05777,P61981
P05780,P02786
Q89733,Q02539
P03470,O43324
P05780,Q9H9Q2
P05777,P26640
P03470,Q9Y6M1
P15682,O60264
P15682,Q9Y262
P05777,P84098
P15682,Q13310
P05777,P62841
P03470,Q9C005
P03470,Q8WWM7
P03496,O95786
P03454,P05387
P15659,Q9UJY1
P15659,P60903
P05780,Q9NZJ7
P03496,Q14258
P03470,P84243
P03430,P84090
P03470,P62750
Q82506,P05387
P03470,Q15208
P03430,P62333
P03427,P49411
P05777,P47756
P15682,Q9Y224
P03470,O43175
Q82506,P61247
P03470,P46937
P15682,Q8N163
Q89733,P61353
P05780,P17812
P05777,Q09028
P15682,Q8N5C6
P05777,P63313
P05780,O75340
P03427,P25705
P15682,Q3ZCQ8
P05777,Q9H307
P05780,Q8NI27
P03454,P84090
P05777,Q9NS86
P03430,P51665
P15682,Q7KZF4
P15659,P24534
P03427,O95793
P05777,P84085
P03470,P36578
P15659,O94808
P05780,O00231
P15682,Q00341
P15659,P51648
P03470,Q15417
P15682,P13645
Q82506,O75688
P05777,Q00325
P15659,Q08211
P03427,Q9Y5F1
P05777,P53618
P15682,P61981
P15682,Q00325
P03427,P62841
P03470,Q9NS86
P03427,Q9UMS4
Q20MH0,Q00325
P03430,Q9Y3C1
P03470,P62753
P15682,Q15287
P03470,P60228
P15659,P55209
P15659,P21333
P05777,Q08211
P15659,Q9Y3U8
P05780,Q09666
P15682,O95232
P05780,P56192
P03427,P13010
P03430,P60866
P15682,Q9BXP5
P15682,Q9NVV4
P15682,P62273
P15682,P68371
Q82506,P09651
P15659,P31943
P03470,P25398
P05780,P62917
P05777,O15240
P03430,P05386
P15682,P62937
P03470,Q9Y696
P03470,P60953
P15682,Q01082
P05780,Q9NZL4
P03427,P17844
P05780,Q9NXV2
P05777,P23588
P03470,Q99436
P15682,Q9UKD2
P03470,P62826
P05780,P47897
P05780,Q9Y5M8
P03454,Q9UNM6
P15682,O95267
P15682,P25398
P15682,Q09666
P03454,P62280
P15682,P07437
P03427,Q12905
P03470,Q15427
Q82506,P84103
P05780,Q71U36
P15682,P63220
P03430,P62899
P15659,Q9UMS4
P03430,P09012
P03427,P39019
P15682,P18669
P05777,P20290
P03430,Q9BQ04
P03430,Q9NXV2
P03430,P11142
P05780,Q7L4E1
P15659,P18077
P03427,O00487
P03430,P50914
P05780,P63000
P15659,Q9BUA3
P05777,Q8IYB3
P03427,P12236
P03470,Q12905
P03427,P31943
P05777,Q15008
P03427,P49207
P15659,P31153
P15682,Q9H0J9
P05777,P07900
P05777,O00303
P15659,P10599
P03470,Q14004
P05780,P18085
P03427,P12956
P05777,Q9Y295
P05777,P67775
P03470,P61026
P03430,Q5H9R7
P03470,P35580
P03470,P62263
P15682,P78316
P03454,P67936
P03430,O43823
P05777,P68104
P03430,Q12849
P05780,P56589
P05777,P60866
P15659,P62906
P03454,P43403
P03470,P47914
P03430,P61313
P05777,P25398
P03427,P50990
P03430,P82914
P15682,P17480
P05780,Q5XKP0
P03427,P39023
P03470,P62269
Q20MH0,P60468
P03470,P62495
P05777,Q15427
P05780,Q9UJS0
P05780,Q6NXE6
P03427,Q9NQ29
P05780,P49770
P05777,Q13283
P05780,P69905
P15659,Q04323
P03470,Q9Y657
P15682,O60506
P05780,Q9H361
P03427,P27348
P03470,P68104
P03470,P07355
P05780,Q8NBU5
P05780,P14678
P03470,P43243
P03427,O75153
P03427,Q9NR30
P03430,Q9H0S4
P03430,Q07021
P03454,P62829
P05780,P40227
Q89733,Q13627
Q82506,P47914
H9XIJ5,P12004
H9XIJ5,P48556
P03431,P04233
P03431,P62917
P15682,Q07020
P03427,P43243
P03454,P07814
P03430,P62910
P05777,P62753
P03454,P81605
P03470,Q9BUJ2
P03454,Q14152
P03454,P05386
P05777,P57088
P03427,Q8IYB3
P03430,Q6P2Q9
P03470,P61981
P15659,P35998
P05777,Q01082
P05780,P08237
P05777,Q15046
P05777,Q01081
P15659,P05388
P05780,P26373
Q82506,P22626
P15682,P14618
P15682,O75688
P03454,P37108
P05780,P00533
P03454,O60256
P15682,Q14444
P05777,P42704
P03427,Q9H0D6
P03454,O00487
P05777,O15523
P15682,P10809
P05780,P62304
P03430,Q9Y3Y2
P03470,P55209
P15682,P05204
P03430,Q9NSD9
P15682,P62258
P03454,P05198
P05780,P37198
P05780,O75190
P03470,P04406
P05780,P50991
P05777,P98179
P15682,P61254
P15659,P62244
P05780,P04843
P15682,P21291
P15682,P62805
P15659,P07437
P15682,P26196
P05777,P51398
P15682,P46778
P03470,Q9Y383
P03470,Q9Y3U8
P03430,Q15149
P05780,P68104
P05780,P27348
P03470,O00232
P03470,Q9UQ80
P03470,Q92900
P05777,O60841
P03470,P60660
P03427,Q9Y5A9
P05777,P78527
P03454,Q01081
P03470,Q9UN86
P03454,P02545
Q89733,P11142
P03470,Q9NZT1
P03427,P62081
P03430,O43680
P05777,Q92616
P03430,P06748
P15682,P98175
P15682,P52732
P03470,P18669
P03427,P82650
P15682,Q8TED0
P03427,Q14974
P03470,P06576
P15682,Q9BXS6
P15659,Q8IW93
P03470,P52272
P15659,P62277
P05777,Q9NZ01
P15682,P46782
P03430,Q13509
P03470,O15084
P05780,Q9NVI7
P03430,Q15370
P03430,P30050
P05777,P49411
P05777,O60264
P03470,Q9HC36
P05777,Q15084
P03470,P31151
Q82506,Q9Y2W1
P03470,O60506
P05777,Q15738
P15682,Q14157
P03427,O00629
P03427,Q14103
P03427,O43390
P03430,O43432
P15682,P53618
P05777,O95071
P03430,P31689
P15682,P30050
P03430,Q14692
P05780,Q00325
Q82506,Q9NZB2
P03427,Q01081
P05777,Q16629
P03427,Q99650
P05780,Q9NP72
P03470,Q9NVI7
P15682,P07355
P15682,Q9NZB2
P03427,P67809
P03454,O75821
P05780,Q8NC51
P15659,Q86V81
P03454,P62266
P05777,P82673
P15682,P17812
P05777,O00410
P03470,Q16629
P03427,Q15293
P03454,P30153
P05780,O00429
P05780,Q9UHI6
Q82506,P38919
P03427,P17931
P05777,Q99733
P03430,P13010
P05777,Q9H7D7
P03454,O95816
P03454,P19474
P03470,P40227
P15659,P62899
P05780,P17858
P05777,P46778
P05777,P51114
P03427,Q9NVI7
P15682,O00159
P03470,Q9NZ01
P03427,P35998
P05780,O76071
P03454,Q16543
P05777,P26038
P05777,Q07021
P15659,P55036
P03430,P62244
P03470,P08133
Q20MH0,P06748
P03427,P30622
P05777,Q9BTE7
P03427,P62913
P03427,Q9UKM9
P03430,P10599
P03430,P05387
P05780,O43592
P15659,Q15149
P05780,P31946
P03454,P62191
P03508,Q9H1Y0
P03508,Q9P1Z2
P03508,Q8NHQ1
Q1K9H5,P46781
Q1K9H5,Q9Y287
H9XIJ5,P47712
P15682,P12268
P03430,Q9UKD2
P03454,O75964
Q20MH0,P68133
P15659,P26373
P05780,Q16891
P03470,Q99729
P03470,Q15149
P05777,Q14315
Q89733,P05388
P15682,Q9HD33
P15659,Q14974
P03454,P63313
P15682,P35606
P15682,E9PAV3
P05780,Q9UBB4
P03430,P11387
P15682,P23588
P05780,Q68D91
P05780,Q8TF72
P05780,P62258
P05780,P0DI81
Q20MH0,P62244
P03470,P30153
P03470,P84103
P03427,Q96EY7
P15682,P23528
P15682,P49406
P05777,P61163
P05777,P62807
P03427,O43852
P15682,Q96EY7
P05780,P60660
Q82506,P24534
P03427,Q00325
P05780,A0FGR8
P05780,Q96QU8
P05780,P50914
P05780,Q13445
P03470,Q14847
P05777,P62899
P03454,Q15393
P15682,P07910
P03470,Q07065
P05777,P62851
P03470,P53396
P05777,Q11206
P15659,P52272
P15659,Q09666
P15682,P04792
P05780,P11166
P03427,O60884
P03427,P82673
P15659,Q99460
P03430,Q08211
P03427,Q96M95
P03470,P62314
P15682,P62304
P15659,Q8WWM7
P03430,Q8NC51
P05780,P62841
P03430,P15880
P05777,P09651
P15682,Q5BJE1
P03427,Q00839
P15682,P24534
P15682,P05141
P05777,P62913
P05777,P63220
P05777,Q8N1F7
P03430,P62995
P15682,P18124
P03470,Q14498
P03454,Q14315
P03430,P10809
P03454,P31689
P03454,P83881
P03427,O14979
P03454,P49458
P03430,P62805
P05777,P61978
P15659,Q07021
P03427,P02511
P15659,Q13509
P15682,Q9BQ04
P03470,P14923
P05777,Q14558
P03427,P37108
P03470,P27824
Q20MH0,P19338
P15659,P63173
P03470,P63010
P05780,P61247
P03454,Q9BQA1
P03430,P62913
P05777,Q00341
P03470,P61927
P05780,Q8N490
P03454,P26373
P15659,P02545
P05780,Q96JJ7
P03470,Q9NYU2
P03427,Q9BQ70
P15659,O75643
P05780,P05387
P03470,Q15393
P15682,Q14498
P05777,P07355
P15659,P62269
P03454,Q8NC51
P05777,Q15717
P03470,Q96EY1
P15682,Q96QR8
P05780,Q15365
P03470,P05556
P05777,O95816
P03427,P50402
P05777,P55209
P03454,P08670
P15659,O94915
P03470,Q9BYJ9
P05777,Q9BUQ8
P15682,P17096
P05777,O95793
P15682,Q15393
P15682,Q12873
P03427,Q9P2K5
P03427,Q9NRN7
P15682,P31689
P03470,P04843
P03427,Q9UJS0
P15682,P62753
P03454,Q9BUA3
Q82506,P37108
P03427,Q15427
P05777,P46781
P03427,P05387
P05777,P35222
P05780,O14735
Q82506,Q8NC51
P03427,O43432
P03427,O60762
P03470,Q96P70
P03430,P62917
P05780,Q8IYD1
P03470,Q96I25
P03470,P41091
P03430,P39019
P03470,Q5H9R7
P05780,Q9Y3B4
P15659,Q6PKG0
P15682,Q99880
P05777,P38919
P05777,O43809
P05777,P22392
P03427,Q99460
P15659,Q12849
P15659,P67809
P05780,Q9UM00
P05780,P14618
P15682,P55795
P15659,A6NHR9
P15682,P62750
P15682,P04264
P03470,P62424
P05777,O75533
P03470,P08758
P03454,Q9Y262
Q82506,P25398
P05777,P62244
P05777,Q9Y6N5
P03454,P54105
P05777,P68363
P03430,P61978
P03454,P26038
P05780,P60059
Q20MH0,P09651
P03470,P07195
P05777,P35241
P05780,P46778
P03427,Q9H330
P03430,P26599
P05777,Q49A26
P15682,P10412
P03470,O60256
P15682,O60524
P03470,P30041
P05777,P46776
Q1K9H5,P49848
P03433,Q8WUK0
H9XIJ5,P15104
P03508,O75410
P03508,P0C7W6
H9XIJ5,Q5JPE7
P05777,P46779
P15682,P62318
P03454,P19338
Q82506,P62244
P15682,P61513
P05777,Q9UBM7
P15659,P62701
P05780,Q96D53
P05777,P16615
P05777,P35606
P05780,P04844
P05777,P63151
P15682,P31943
P03454,Q13200
P03454,Q3V6T2
Q82506,P62899
P15682,Q92615
P05777,P50914
P03454,Q9NZB2
P03454,Q9BQE3
P03470,P04083
P05780,P14324
P03430,P42766
P05780,Q9NXS2
P03454,Q14103
P05780,P42766
Q82506,Q13435
P15682,Q6P2Q9
P03470,P60903
P05780,Q14738
P15682,Q9H074
P05780,O94822
P05777,A6NHR9
P03427,Q5H9R7
P05780,Q8NF37
P05777,P62910
Q82506,P11142
P03470,P61313
P15659,P08621
P05777,P36542
P05777,Q99460
P03430,P62424
P05777,P46777
P05777,Q9C005
P15659,P11021
P03427,O43143
P15682,P50395
P03427,P81605
P03427,Q13283
Q82506,P62277
Q82506,P23246
Q89733,P50914
P03427,Q15008
P03470,A6NHR9
P15682,P51398
P15659,P31946
P15682,Q13151
P03430,P07355
P05777,Q9HCK1
Q82506,P26641
P03470,P25705
P03454,Q14257
P03427,P51114
P03427,P04844
P05780,P25205
P03470,P33993
P03427,P58340
P03427,P55084
P05777,Q96HS1
P05777,O15427
P05780,Q2TB90
P15682,Q15424
P15659,O00571
P15682,P78371
Q82506,P62273
P03430,O95831
P03470,O95793
P03430,P49458
P03470,P13804
P03427,Q86UE4
P03470,E9PAV3
P05777,Q16576
P05780,A5YKK6
P03470,P17812
P03430,Q9BVI4
P15682,Q13428
P05780,P27797
P05777,P68366
P05780,P51151
P03470,Q08J23
P03454,Q6VN20
P05780,Q12979
P05777,Q15003
P15682,P63104
P03427,P54652
P05780,P62263
P15682,P04350
P05780,Q6ZMG9
P03470,P17931
P05777,Q13435
P05780,O95817
Q89733,Q9NX40
P05777,P62249
P15682,Q13242
Q20MH0,P62913
P03454,Q00610
P15682,P51991
P15659,P10412
P05777,Q9UQ35
P03470,O75475
P03427,P50454
P03470,P82914
P03470,O60313
P15682,P52597
P05777,Q12849
P05780,Q13838
P03470,Q13501
P05777,Q07065
P03430,P51398
P03427,P68371
P15682,Q2TAY7
P03454,P62273
Q82506,Q14315
P15682,P08758
P05777,P62333
P03454,P31946
P15682,P61026
P03430,P40429
P03454,Q15233
P05780,Q14257
P15659,P61254
P15659,P13010
P05777,P41091
P05777,Q16630
P15682,P10599
P03427,P62263
P15682,O94973
Q20MH0,P62277
P15682,P08865
P15682,P62263
P03430,Q13151
P05777,Q9BQE3
P03427,P36578
P05777,Q14257
P05780,Q8N1F7
P03454,P25786
P15659,Q9NVI7
P03454,Q00839
P05777,Q70IA6
P03470,Q92973
P15659,O96008
P05780,Q8IWA4
P03454,P17987
P15682,P62277
P15659,O95071
P03454,P61163
P03470,Q14444
P05777,P08670
P05780,Q9Y678
P03454,Q15208
P05777,P50213
P05780,Q7L8L6
P03470,Q9BQ61
P05780,Q13098
P03430,P62269
P03470,P46776
P05777,P08195
P05780,Q9H900
P03430,P08579
P05777,P60468
P03470,P20290
P05780,Q9UI26
P15682,P06703
P03470,P48643
P03454,P61604
P05777,P27816
P05777,P67809
Q20MH0,P30050
P05780,P49411
P05777,Q9NVH1
P03427,Q6ZUJ4
P03470,P11166
P15682,P06576
P15682,Q96C19
Q1K9H5,Q7Z3B4
P03508,Q8ND90
H9XIJ5,Q02388
P03433,Q9NTK5
P03431,Q9UQ80
H9XIJ5,Q2TAA8
P15682,P61313
P03470,Q92688
P05777,P78371
P15682,Q9H2U1
P05780,A6NHL2
P03470,P68363
P03470,P40429
P15682,Q86YZ3
P05777,P84103
P03470,P07437
P03470,Q9UPN3
P05777,Q15645
P03470,Q15084
P03470,P09874
P05777,O60725
P05777,P41250
P05780,Q9UG63
P05777,Q03135
P15682,P83881
P05777,P25705
P15659,P07910
P05777,Q07157
Q1K9H5,O00410
P03427,Q5BJE1
P03454,O14744
P03430,P08670
P15659,P54105
P03430,Q14315
P03470,Q6FI13
P05777,P55036
P03470,Q9Y3D9
P05777,P62191
P03470,Q9UBS4
P15682,Q5T2S8
P03430,P83731
P03454,P09493
P05780,Q16594
P03454,P08621
P03470,Q9NRN7
P03454,Q9UQ80
P03430,P46782
P15659,Q02978
P03430,Q02543
P03454,P07910
P05777,Q6FI13
P03470,P55884
P15682,Q00839
P03470,P25205
P05780,Q9NS86
P03427,Q86Y46
P03470,O43390
P05777,Q8NE71
P15682,P11021
P05780,Q86W92
P15682,P35659
P15682,P82914
P05780,P19105
P05780,Q13395
Q82506,P02545
P05777,P62306
P03427,P62249
P05777,P53621
P03430,Q9Y3Z3
P03430,O00232
P03427,O95831
P15682,P08670
P05777,P63010
P15682,P05198
P15682,Q8WWY3
P15659,Q13155
P03470,Q16222
P03470,P35659
P15682,Q53F19
P03430,Q99729
P03470,P20042
P15682,P26368
P03427,Q7Z6Z7
P03427,P62314
P05777,P52732
P05780,P12236
P15682,O43143
P03470,Q12849
P03454,P35268
P05777,Q99714
P05777,P47897
P03430,P18124
P03454,P09496
P05777,Q96A33
P03470,Q49A26
P05780,P07437
P03470,P10809
P15682,Q13405
P03454,P52272
P03430,Q96SB4
P03454,Q9Y266
Q82506,P83731
P03427,P17987
P05777,Q07020
P15659,P25789
P03454,P07237
P15682,Q99700
P05777,O00231
P03427,P40227
P15659,P22626
P15659,O14925
Q82506,P62841
P03454,P62424
P15682,P41252
P05777,O43823
P05780,P62820
P03470,Q9BRV8
P05777,P13010
P05777,O76094
P03430,P62263
P05777,P05198
P03470,P60468
P03470,P62081
P05780,Q99442
P03427,Q15208
P05780,Q8TEX9
P05780,P40938
P15682,Q15208
Q89733,Q13885
P03427,P62857
P03454,P04792
P05780,P57678
P05777,P50991
P15682,P09234
P05780,Q99460
P03470,P08195
P03430,P84103
P03454,P39023
P15659,P40429
P03470,O43852
P15659,P18124
P15682,Q96CW1
P03470,Q16576
P05780,P27824
P05777,P08621
P03427,Q9Y2Q9
P03470,O75533
P03454,O43242
P03430,P61927
P03470,Q13243
P03470,P09012
P05777,P12956
P03454,P27348
P03430,Q9NVI7
P05777,Q6P3W7
P05780,P49585
Q82506,P06748
P03427,O00231
P05780,P53621
P03454,P04350
P03430,Q9P0J7
P03454,Q9Y6M1
P15682,Q6PKG0
P05777,Q9UBW8
P15659,P08708
P05777,P51665
P05780,Q13200
Q89733,P43487
P03427,Q96CW1
Q89733,O14744
P05780,Q7Z5K2
P03430,P14866
P05780,Q12904
P05777,Q8IVF2
P03427,Q12857
P03430,Q8WWY3
P05777,P26196
P03470,P62244
P03454,Q99460
P03470,P84090
Q1K9H5,Q13111
Q1K9H5,P23141
Q1K9H5,P17844
H9XIJ5,P62937
Q1K9H5,Q9H0E9
Q1K9H5,Q9Y2K1
H9XIJ5,O75891
H9XIJ5,O75953
P03433,Q32MZ4
P03508,Q8N6Y0
H9XIJ5,Q9NP64
P05777,P62241
P05780,Q16531
P15659,Q8WVS4
P15659,P51114
P03427,P11940
P03427,Q71U36
Q20MH0,P27816
P03427,P18621
P05777,Q9NZN4
P15659,Q96IX5
P03430,P35527
P15682,Q8NI27
P03470,Q07955
P05780,P42695
P05777,P62847
P15682,Q16875
P03427,P62750
P03496,Q9UBU9
P15659,Q15233
P05780,Q00610
P03454,Q13435
P05780,P43307
P03454,P68104
P15682,O43852
P03430,Q14103
P03470,P35606
P03454,P38646
P05780,P62266
P05777,P52272
Q20MH0,P52732
P05780,P06703
P03470,P09234
P03430,Q15008
P03470,Q15843
P03454,Q96AG4
P03470,Q96HS1
P05777,P36578
P05780,Q06210
P15682,P83731
P03470,P49207
P15682,P62495
Q20MH0,P62841
P03427,P21333
P15682,P35527
P03427,P63151
P15682,P07237
P03454,P08865
P05780,Q13885
P03454,P10412
P15659,P08579
P03430,Q9Y6M1
P15682,Q9BUJ2
Q20MH0,O75688
P05780,Q9BUF5
P03470,P84077
P03470,Q92665
P05777,P05387
Q20MH0,P26373
P03427,P62316
P15682,O14744
P03470,P51116
P05777,Q13310
P15659,P68371
P05777,O96008
P05777,Q01518
P05777,P06733
P03430,P62280
P15659,Q7L2H7
P03427,P61313
P05780,Q07065
P15682,P06753
P05777,P60660
P03454,P60891
P03470,O43615
P03470,P14868
Q20MH0,P34931
P03470,P06493
P05777,Q01130
P15659,O43823
P15682,Q13435
Q20MH0,P21333
P15682,P29558
P05780,P57088
P03430,P62314
P15682,O43809
P15682,Q9H2P0
P15659,P16401
P03454,Q16186
P03427,P35544
P05780,Q9UI12
P05780,P51571
P05780,Q96C19
P03430,Q70IA6
P03470,P31942
Q20MH0,P27348
P03430,P17844
P03430,Q00839
P05777,Q96I25
P15682,Q9UMS4
P05777,P14625
P15682,P31942
P05780,P49790
P05780,Q14974
P15682,Q7Z417
P03454,P35637
P05777,Q8IWX8
P05777,P55072
P15682,P61927
P03495,Q86U42
P15682,O60684
P03470,Q9BUF5
P03470,P42677
P15659,P33947
P03470,Q8NHQ9
P03427,P62701
P03427,Q08211
P15659,Q15051
P15682,Q71RC2
P15682,P39023
P05777,P42285
P03454,P36578
P03470,P01889
P03430,Q13247
P03427,P38646
P03470,Q9NYU1
P05777,P18124
P03454,Q8WWY3
P03427,P27708
P05777,Q6PKG0
P03454,Q07020
P03430,Q15717
P03427,P27824
P03427,P16989
P03427,P84103
P03427,P10412
P03454,P55036
P05780,P84095
P15659,P62917
P03470,Q05639
P03430,P31943
P05777,P62269
P15682,Q9Y3Y2
P03470,P15151
P05777,Q09666
P05780,P84098
P05777,P20339
P03454,P61254
P05780,P67809
P03427,Q16186
P15682,P46821
P05777,Q92598
P03470,P39019
P05780,P22392
P15659,P23458
P05777,Q9Y2R0
P03427,P52434
P03470,Q7L2E3
P03427,Q16576
P05780,P04637
P05777,Q15365
P05780,Q9UBT7
P03470,P49368
P05777,P60891
P15659,P62847
P05777,P35637
P03430,Q01130
Q82506,P18077
Q82506,P23588
P03427,P10599
P03430,P62979
P05777,P12236
Q89733,P08670
P03430,Q9UKM9
P05777,O94905
P05777,P23297
P15682,O75506
P03430,P62241
P03470,P18621
P03508,Q9UJC3
P03433,P10643
P03508,Q93062
P03508,Q92997
P03508,Q6P1W5
H9XIJ5,Q9HAU4
P05777,Q9NP72
P15682,Q86U86
P05780,P60903
P05780,P51648
P03470,Q9Y3I0
P05780,O60664
P15682,Q9Y678
P03470,Q2NL82
P15682,Q07666
P15682,O43390
P15682,P00558
P05780,Q93008
P03470,P53999
P05777,Q8TDL5
P15659,P49207
Q89733,P30050
P03470,O00571
P15659,P39023
P15682,Q02878
P03470,O94979
P03430,P12956
P03427,Q14444
P05780,Q9ULT8
P15659,D3DNK7
P03454,P62081
P03427,P16403
P03454,P0C0S8
P05780,Q9BQ61
P05780,Q9Y3U8
Q82506,Q8N4L4
P15682,Q8IYB3
P03427,P62854
P03427,Q9NTJ3
P05780,Q9UIA9
P05777,O14773
P03427,Q96EY1
P03454,P26006
Q20MH0,O14744
P05780,Q92538
P03427,P42766
P03454,P09012
P03470,P63220
P05780,Q96IX5
P03427,P08670
P03470,P60866
P15682,O43447
P03454,Q01082
P03454,Q16778
P03470,P00558
P05780,P13010
P15659,P83731
P03454,P23396
Q20MH0,P67775
P03454,P49368
P15659,O00487
P03454,P84077
P03427,P62266
P05780,Q9P253
P03470,P52789
P05777,P05455
Q89733,P04792
P05777,P06753
Q89733,Q9H1J1
P15682,Q9NS86
P05780,O96005
P05777,P49368
P03427,Q9BRK5
P03454,P40227
P15682,Q9UNQ2
P03470,P62266
P03470,Q02809
P03454,P42677
P03470,P51398
P05780,P68871
P15659,P62753
P15682,O00422
P15659,Q9NR30
P05780,O14828
P15682,Q9C005
P03470,P13667
P15659,Q9BRS2
P03470,Q14692
P05777,Q86UR5
Q82506,P62280
P03470,Q96PZ0
P03454,Q16629
P03470,P55084
P03470,Q07666
P05777,P41252
P15682,P52815
P03470,P78316
P03470,Q8IYB3
P05777,P61081
P15682,P23284
P03430,P68104
Q82506,P07355
P03427,Q12906
P03427,O60825
P05777,Q9BRS2
P03470,Q9Y5B9
P05780,Q92905
P03470,P22392
P03470,Q9NZB2
P05780,Q01813
P03470,P29692
P15659,Q07020
P03454,P15880
P03454,P62913
P03430,O15355
P05777,Q13445
P03470,P61758
P03427,Q14257
P05777,O43776
P03454,Q9Y3B4
P15682,P62807
P03470,Q14152
P03470,P68371
Q20MH0,P68104
P05777,Q9HDC9
P05780,Q9UDW1
P15659,Q9UDW1
P03430,Q16629
P03454,Q15057
P15682,Q13595
P03470,P11142
P03427,P83731
P05780,P11142
P05777,Q9NV70
P03470,Q14203
P03427,Q9Y383
P03470,Q9Y266
Q82506,Q00839
P15659,P46781
P03454,Q9BRL6
P03470,P23246
P03427,P19474
P15682,P14678
P15682,P60228
P05777,O15371
