gene,mut,BME0304,BME0390,BME0736,BME1013,BME1044,BME1111,BME1361,BME1482,BME1577,BME1658,CBU CirA,CBU0388,CBU CirB,CBU0794,CBU CirC,CBU1198,CBU1217,CBU1314,CBU CirD,CBU_CirE,ST AvrA,ST CigR,ST GtgE,ST PipB,ST SipD,ST SopD,ST SptP,ST SpvB,ST SseC,ST SseG,ST SseI,ST SseK1,ST SseK2,ST SseK3,ST SteA,ST SteB
AME1,AME1-4,-2.416447015,-3.338498315,-2.054659798,-4.013577261,-2.855402578,5.111705339,-2.538842099,4.421458402,-4.961560739,-5.892034194,-2.039606125,14.08369816,-8.563132494,3.337938136,-4.578558278,2.814176596,1.634549521,6.660000428,0.362828602,4.335583539,4.04389959,-5.185539552,4.482343722,3.59922542,-6.924988451,6.765442052,9.940332792,-7.831051645,1.815252911,6.185550267,2.733468175,-4.319807106,5.145168521,-6.190893843,5.044426723,3.347388029
STU1,STU1-6,4.410011447,-3.237750382,0.80694471,-2.89786117,-2.556811825,8.975834237,0.00700435,-0.475765278,-2.848156621,-5.116937028,-5.624157002,15.74431401,-5.573121628,-1.811933898,-4.107553206,1.760214476,2.319856054,5.001920558,0.195756632,1.775031523,1.614318088,-1.086601298,0.046773595,2.559176829,-6.470608209,4.566384139,9.82211413,-3.297412798,-0.207538985,3.28224408,2.495660354,-2.842378284,3.540162064,-3.097280709,1.127274441,0.02752727
DAM1,DAM1-1,-0.782945597,-3.948867307,-1.686917518,-5.811835716,-6.502097388,7.726596381,0.509537452,-0.754729759,-3.859006952,-6.072699813,-4.173422578,17.27869198,-8.616209792,2.931472108,-4.034521369,-0.000512312,3.605494522,7.865007484,-1.119952444,2.168623803,0.117895185,-2.881967055,0.687809836,6.764479704,-6.553920024,7.332852709,9.394349333,-5.682675107,0.99043652,4.435181971,4.109357042,-7.050231335,3.448775408,-4.874243728,4.411716062,0.684205727
HCM1,HCM1,7.186308399,-1.970305944,-1.215562933,-2.430060797,-1.976599801,6.239399524,0.583791371,0.295550164,-2.206168047,-0.748413375,-2.425600762,8.71257013,-2.32596136,0.256579058,-1.183193454,-1.774433662,0.891270901,4.476832618,-2.139271599,0.016867067,0.233926823,-1.60220483,-1.320409602,1.323558155,-2.119839838,3.684341869,9.040042076,0.152064736,2.78736891,3.995688483,0.969781851,-1.308303131,-0.046410948,-4.229347102,1.650966139,0.41531194
PFY1,PFY1-13,10.00376689,2.250819723,1.628143173,-2.720391291,0.955134178,3.845736983,1.018907601,-5.588026533,2.289360763,0.388698322,1.686279157,-1.590184293,2.375661492,0.019396841,-4.234598317,-5.313253405,2.455003962,4.516385237,-3.918181638,-6.107819543,1.80975842,-2.662855274,0.772650042,-2.841209542,-0.74089669,2.809525197,8.595671503,-0.698259642,-2.452673831,-0.964265684,-3.985593561,-4.70796945,2.825343675,-0.33151684,-1.733456635,-3.750745595
KAR9,KAR9,9.075454389,1.208903323,-0.309519364,-0.982781892,-0.539217131,4.555348697,-1.679995616,-1.132472563,-0.410062308,-1.872699938,0.851653611,3.914979449,0.137725647,-0.192633992,-2.474281007,-2.32252403,0.019496935,1.041279491,-1.398344454,-3.510695526,-0.864998925,0.185269354,-0.583011461,-1.387565144,-0.64170708,0.998518231,8.501411903,-1.289090724,0.19519627,0.350531526,-0.423960188,1.669097267,0.061807327,1.218941928,-1.757662596,-1.513389956
OKP1,OKP1-5,-1.407279251,-4.768748671,0.229329628,-5.453068965,-3.667139028,7.2194803,-2.780743904,4.764804528,-5.53329634,-5.071144972,-2.236393072,15.43383622,-10.87527296,3.867536178,-5.363635437,4.697481312,1.283053681,6.861418682,0.992252888,4.668784469,2.693512373,-1.821722869,3.482893937,3.271801512,-6.065032318,5.737850606,8.283096332,-7.693587262,1.382656433,5.617560262,3.358355194,-6.411032012,3.357328538,-2.654249256,5.153660038,3.527866647
DSN1,DSN1-7,-1.43313062,-5.449939878,-0.386368547,-3.930840716,-1.146286481,3.728527099,-2.075231302,3.071978505,-5.201515387,-3.763238914,-2.112911087,12.05241601,-5.46993909,1.417699977,-5.440403442,2.062741902,1.205292537,5.454130664,0.66051667,4.369220016,2.921408561,-4.876116285,2.930953745,0.687277691,-6.46019862,5.119650504,8.25748537,-3.576091278,0.905613711,3.901937878,2.352858334,-5.234335833,4.726406377,-4.741079295,2.91263927,4.517045115
PFY1,PFY1-4,8.90068718,2.538121704,0.307520653,-1.721974974,0.43053065,3.829660426,3.308496882,-4.267512176,1.424420574,2.805405987,1.55549906,0.065018605,2.928155201,0.738992605,-3.29265243,-5.84209037,0.108031195,3.50738948,-4.875657332,-6.615521138,0.008637382,-2.112128287,0.027827029,-3.601203436,-2.101722569,3.629960348,8.00778403,0.006633266,-1.574416075,-0.004465224,-3.36343751,-3.492410875,2.424721288,-0.034891925,-1.448128559,-2.517341145
SPC105,SPC105-4,-4.254885524,-6.025163856,-0.223929366,-5.351887553,-5.126126813,6.824449526,-1.379341256,2.772581231,-4.522028693,-6.196952712,-6.292029121,16.29343671,-8.959316398,0.867741371,-6.046751914,3.297641934,3.250047102,7.08074455,1.239124872,3.739977275,1.346646613,-3.921991297,3.367232601,2.774680417,-6.165950994,5.87051162,7.966767276,-5.96889768,1.082615411,3.704370278,4.495486352,-5.828660817,5.155364212,-4.167414451,3.280032412,2.637403219
STU1,STU1-5,7.507949139,-0.510294996,-1.19639346,-0.565686857,-2.577341499,7.126865487,2.535607515,-2.56826932,1.244404455,-2.874665961,-2.308539148,9.89608674,-0.865386916,-1.446225468,-2.89807022,-3.461627392,-1.53943129,3.565325933,-2.719947575,-2.181614776,0.183865984,-0.507478491,-1.712088174,0.144949885,-1.350180377,2.061305202,7.930129342,-0.73865924,-0.337037297,0.407451737,0.287119349,-0.144672378,-0.869787551,1.701420937,0.433153002,-1.304077395
STU1,STU1-8,5.850117076,-4.290271125,-0.299343364,-1.48499616,-3.444506748,7.428605671,-0.306596704,1.201470658,-0.092907985,-3.541224262,-3.621509732,10.44489369,-3.37217228,1.452889846,-5.952402668,0.869436445,0.410644812,2.639741833,0.281711766,1.349350412,1.659244994,0.123071386,1.091112075,1.016481288,-2.724249617,3.463518731,7.727917211,-1.241052689,-0.180301918,3.229844946,1.411224096,-0.91294488,1.899421592,-1.286032802,0.649783016,0.118343773
YKE2,YKE2,2.299518357,1.129895629,1.04936463,-1.281837711,-0.394753502,3.870074162,1.641660508,-3.233308317,-1.500163715,-0.399053583,0.547455656,6.075511898,-3.418095867,0.253403318,-1.40099984,-2.324637269,3.199027203,5.244580098,-3.069184621,-1.04542763,-1.527924451,-3.404235613,-1.664566505,2.436934648,-4.562120137,6.142479753,7.710188871,-5.403916351,-0.248711778,2.667768722,1.669646308,-2.209174169,1.979995476,-3.498861458,1.652951872,-2.18083741
CMD1,CMD1-8,10.25143302,0.681903695,1.683525119,-2.54200947,1.780135397,3.13343432,-0.430518405,-2.474868035,-0.936388364,1.939970138,0.130769932,0.296385433,1.84782195,-1.964923947,-1.960245316,-5.138934075,0.193994744,2.183100666,-0.871847739,-3.65536576,-2.436227374,-1.973611215,-0.832683633,-2.727364534,-0.113114073,3.686444609,7.623786281,-2.120491876,-1.451280186,-3.007566041,-1.563532026,-0.354156988,5.752008536,0.937268446,-0.446172404,-3.048664591
SPC24,SPC24-9,-3.315310838,-4.066374756,0.550411976,-5.200213637,-2.725680204,7.693935741,-1.345064125,3.181395781,-3.960876269,-4.226970036,-5.321699627,13.52115259,-9.20887648,8.691136899,-5.51559741,3.267660262,0.297295064,5.405073255,0.202758453,3.21055565,0.23897057,-2.86184401,2.214807636,3.019687962,-6.255834927,8.092907329,7.599003143,-5.437394227,1.497105925,2.686520289,4.917967099,-5.756911207,3.45404362,-3.611808029,4.022646186,3.22397676
CIN1,CIN1,4.163003225,0.548223334,0.119717739,-1.195880632,-3.524380482,7.545395279,0.316393071,-2.235163104,-1.554530718,-2.615133173,-2.949087506,12.51461661,-2.419707656,3.218272521,-1.265911878,-1.032918048,0.960642003,4.827910776,-2.004871836,-1.041914918,-0.089125883,-2.428518688,-0.002876383,3.275411759,-4.343657306,5.222148194,7.568687111,-1.203981901,-0.053379418,2.96269191,0.964785229,-2.291643808,1.698080537,-1.624175649,3.291206114,-1.481346417
STU1,STU1-12,8.877883086,-0.45945204,-1.156181822,-2.07660531,-2.679079368,7.7640116,2.071540807,-2.628784748,0.673149976,-3.059091108,-4.327864334,9.465061949,-1.029746434,-0.821319829,-2.751028045,-2.803373632,-0.685915032,3.769881656,-3.059885574,-2.085804049,-2.091527238,-2.484020011,-3.924088853,0.922917313,-2.532039456,3.12302337,7.553642316,-0.727461464,-1.547612046,-0.753017407,1.916399044,-2.506020472,-0.176813139,1.537909604,-0.370243199,-4.369876941
PRP18,PRP18-1202,0.721410204,-3.157544356,-0.317485927,-1.626337369,-1.093142181,1.902896874,0.892048495,-2.088786221,-2.352698342,-0.837048774,1.780798064,5.779134021,-0.779661964,1.632872025,0.502059473,-2.598590864,2.831918842,5.938555972,-1.192569965,-1.085178188,-0.287193093,-1.353169564,-1.222399241,6.166669249,-2.370245428,2.334057743,7.503441339,-2.890432575,2.00058451,4.972384472,-3.111004468,-2.359953508,2.363258278,-1.402884288,0.199887057,-1.074623105
MAD1,MAD1,0.117135318,-2.001233852,-0.260734687,-4.531212319,-1.722282207,2.990599331,-2.213075142,-1.069798638,-2.602052959,-5.77462817,-2.552345985,13.63056444,-3.192492394,2.361222947,-2.471895351,-0.229483633,-0.649906873,5.924053247,-0.958793891,-0.190163227,1.189806596,-1.607717964,0.399001276,2.929894125,-4.732905663,3.441033848,7.154436784,-1.242013819,0.799090027,3.607029893,0.96273637,-5.43170303,3.604518468,-3.955124446,3.239981989,1.508608058
SPC105,SPC105-15,-3.989177593,-5.333211164,-0.972958538,-5.770357754,-5.322021418,5.911503785,-2.239405385,5.371778096,-5.287286869,-6.025253923,-4.316762706,14.76271033,-8.148484008,1.784599174,-6.24967693,6.349110735,1.109786681,6.309992255,3.280380768,6.518547928,3.386945437,-0.911266417,2.046767705,1.375408768,-5.368752421,4.551086712,6.999114128,-4.910093864,2.7392259,5.921313312,4.113229693,-4.499168215,3.945139959,-4.504153965,3.540864751,4.382187691
CBF2,CBF2-42,-1.578694791,-3.534949486,2.064779498,-5.848938936,-0.899132508,7.201057108,1.548704657,2.491507427,-3.155478364,-4.975893011,-2.452539667,10.94238203,-9.943544132,0.515584146,-7.202294578,4.009207803,2.980068545,5.183521234,1.496250355,4.065899675,3.809464477,-0.626567452,3.428598707,2.427124461,-4.905200183,5.55306408,6.991423978,-5.208180534,4.103931605,7.089949276,3.256183214,-5.586782362,2.080248198,-6.572151765,5.05933067,5.312581106
GIM3,GIM3,4.048528636,-0.507811568,-0.910385521,0.664671333,-0.808591587,2.247571221,0.950478033,-1.05046308,-0.821623561,-1.964276558,-1.141727052,5.62202999,-1.766753247,0.16194512,-3.58735478,-1.371671497,0.953306319,2.580894216,-1.294000337,0.052442691,-1.953942776,-2.543985977,-1.087721616,2.703131085,-2.630871736,3.256828794,6.927451098,-2.745354557,-1.137694199,2.698826222,1.734210462,0.395259537,2.764868062,-1.933919071,0.493070009,-2.102017642
MYO2,MYO2-16,9.368039805,-1.839548622,0.857385954,-0.700526324,0.035541859,3.238562967,-0.668047846,1.054703594,2.354604267,0.548422284,-1.404920293,1.420102755,0.421617994,-1.544919661,-2.792208838,-1.626137846,-2.869187653,-0.36858926,-0.085710334,0.165108555,-0.906528621,-0.74071383,-1.023150486,-1.214434917,1.634736641,1.363813648,6.875961421,-0.691618227,-0.715707818,-0.852400794,-1.3304069,-1.400396615,0.859319065,-0.27872736,-0.474771716,0.799944439
SCC4,SCC4-4,-2.214583377,-3.279734895,-1.190094418,-3.847265192,-1.960349745,4.242909324,-3.15881729,1.496373242,-5.29001239,-4.453474993,-2.176747444,14.96912047,-6.171991858,1.757356587,-2.269914168,2.289991759,2.10653296,3.774931453,0.2400935,3.181162387,2.19418626,-3.67332839,4.209279885,3.327617223,-4.8693078,4.239108427,6.780004934,-5.847060798,1.775015452,4.518000394,1.901444205,-7.153979074,6.594637758,-5.29749629,2.75447284,3.795942165
DSN1,DSN1-8,-1.317575149,-3.782544815,0.952762659,-3.027287224,-1.183662798,4.265472016,-1.522318311,3.853086425,-3.51782184,-0.593024168,-2.559074144,10.31871561,-7.295473318,0.603391003,-4.440166118,3.643493284,1.926930256,3.419892697,1.657949073,5.033574476,2.269412901,-4.366233332,2.588718661,1.17135221,-5.332437016,4.889360897,6.710833231,-4.4232754,2.422615152,4.027836276,3.480799878,-4.79373796,3.447884801,-6.079619229,3.52945288,4.053768864
SMC3,SMC3-42,-2.881100314,-2.569457861,-1.508881108,-4.958613917,-2.09537463,3.661313624,-3.642082034,1.845982985,-6.196393292,-4.423093226,-0.057718807,13.79535512,-4.042560144,1.629799158,-1.104405009,-0.603815921,4.301058717,7.630502288,-1.769489205,0.892705686,2.621838699,-3.706078205,1.72681281,5.094510968,-4.010104277,5.547445677,6.617654121,-5.925720191,0.657785301,3.024903573,0.650852627,-3.100948071,2.779517027,-2.043758609,3.607964931,2.560886022
ACT1,ACT1-105,5.766567625,1.131334869,-0.731244352,0.907188448,2.061258246,2.825482012,-1.183170899,-1.130396521,0.704692981,0.958407712,1.987031739,-1.120442598,2.704900543,-1.958369269,0.947488172,-3.154536455,0.108375512,-0.199549858,-0.599451128,-1.905458314,0.74075431,-1.664864787,-0.231477202,-4.214546864,-1.085057567,-0.400877945,6.568841052,1.153954537,1.699333792,2.446603646,-3.85412486,3.516258703,0.492231505,-2.671115022,-2.809002396,-0.326371835
SLI15,SLI15-3,1.231072014,-2.419997967,-0.190885838,-6.013921258,-2.69229774,4.937743956,0.7115257,-1.390112064,-1.986776262,-4.415315666,-4.441262376,12.53628219,-7.667674305,1.685399228,-4.242886125,-0.740579158,-0.282970315,6.738939843,-0.619736961,1.617241815,-0.994994108,0.566071396,-0.118910065,6.041408022,-6.818322836,6.610210634,6.550871936,-4.206407872,1.130724508,1.627960126,2.373200872,-4.607840268,2.705005663,-2.970518511,1.008528285,-0.189941497
SRV2,SRV2-2,5.448889024,0.934368073,-0.83092266,-1.437938392,0.942138633,-1.230291455,1.370750045,-3.531313001,1.648311938,0.417132394,0.693873536,-0.802626147,1.455448207,0.050869579,3.721613335,-2.595095889,3.312406602,-0.817324855,-2.693314625,-4.347003315,-2.019088943,-2.011699685,-0.332889253,1.736223059,-1.462300694,1.160716162,6.548726532,0.652942836,-0.901123307,1.430824813,-0.202183992,-1.927634897,0.902689107,-2.24297082,2.256159749,0.863435821
MOB2,MOB2-14,2.453493684,-2.449518895,0.481336397,-1.657290295,-2.026581875,1.394684921,1.363909797,1.532936749,-1.75100996,1.331258995,-2.314226394,2.670251622,-2.492542434,0.2324572,-2.178368346,2.906971953,4.529205594,3.092273514,0.980766009,1.330379012,0.105590871,-1.424188446,-0.617288839,0.130648231,-0.105784946,3.232464335,6.503202424,-2.043189239,0.872216139,2.949018569,1.332699487,-3.397787313,0.362773975,-2.535334482,1.970427514,-0.474762626
YGL217C,YGL217C,6.99852507,1.602016891,-0.235351149,0.611070747,0.358022077,3.577241992,-0.953433196,0.777112777,-0.622732188,0.472212727,-0.206582918,2.007061466,1.441492232,0.697825223,-0.102117423,-2.938169481,-0.233950443,-0.720831653,-2.316015683,-1.693507355,-1.787557106,-0.709591419,-3.180435138,-0.421660029,1.164993564,-0.43410721,6.493101188,0.394259946,0.481937243,0.228534211,-0.198808152,1.502960198,-0.72977982,1.752456586,0.712459851,-2.815223039
PAC10,PAC10-SUPP1,1.406294164,0.278374338,2.255011879,-0.417822784,0.518829656,3.630112764,1.622200433,-3.180509013,-0.220562816,-2.124684464,-1.843575726,5.787310748,-3.155625794,-0.733936887,-1.729546044,-2.497841953,3.290035855,3.992712202,-2.488389746,-0.820449348,-1.747020185,-4.841577129,0.439280581,2.38083284,-5.138677038,5.947755386,6.487949911,-4.340596421,-0.606467883,3.004284745,2.89121396,-2.439093316,2.612216114,-2.203956041,1.373178362,-3.246597735
MTW1,MTW1-TS,-3.366777938,-1.462500579,-1.629079984,-7.180769417,-1.78414498,2.070341154,-2.726590198,2.286280743,-5.163334403,-4.0980723,-1.66453947,10.26989133,-8.611140755,4.832329382,-3.644245022,2.475846803,2.707896999,6.987257235,0.029701338,3.235524157,3.679613598,-3.62980506,2.39442385,1.674451441,-4.685740274,6.563791993,6.454169658,-5.252178955,1.444876471,3.543240438,1.467220037,-6.43450783,4.014030059,-4.691464908,3.387586638,2.900819994
UBP9,UBP9,4.982756549,2.171678666,-0.186400778,-0.937146632,-1.505615977,3.092836262,-0.858737231,-1.180484744,0.280203401,0.342007748,0.505645637,0.712076698,1.815794511,-0.755975312,-1.982218028,-2.897279742,0.616134083,0.595741799,0.517953543,-2.062062026,-1.431085002,-3.460540136,-2.046526336,-1.878510488,0.146064369,2.34985019,6.404618958,-2.123555785,-1.286727928,-0.913716207,-0.2479966,0.955995092,-0.055239442,0.958421651,-1.651998953,-2.977660762
CDC24,CDC24-1,7.616055852,2.142842346,0.50696165,-0.087032556,1.803724321,1.014814266,1.918038815,-1.891505288,0.961948632,-0.777846094,2.322510147,-0.915470656,0.272307713,-1.413306425,-0.758359038,-3.841706228,2.414709883,4.406095382,-4.751219218,-3.080203812,1.005387807,-1.73813855,-0.49063339,-1.525051226,-0.176087355,0.766287738,6.380864983,-0.574640563,1.697722659,3.308885221,-3.520941573,-0.094892768,0.814373926,-1.200072412,-2.826856215,-1.340249257
MED1,MED1,-0.304722643,4.181878763,-2.751098396,-2.912985116,-0.913926371,2.175811217,-0.114524479,-3.284492155,-3.482139117,0.655873306,1.856358022,4.522311794,-0.007476076,5.605172066,2.841732311,-3.707001004,2.564919521,3.311530742,-2.766239591,-2.820657167,-0.992647221,-1.865215863,-5.373264457,0.369658528,-3.192931868,6.309007697,6.261926337,-2.48693383,2.628684194,3.825543723,0.375117007,-1.880879117,-1.503003435,-1.31922059,-1.148855012,-2.018918453
KIP3,KIP3,8.406078059,3.650733795,-1.928105993,-0.631351676,-1.087335835,4.867944711,-0.361334985,-1.914824347,-0.095441093,1.222527762,1.395504279,2.198253465,1.074298624,0.824899761,-0.053871353,-3.259949186,-0.477127841,0.486409758,-2.04269245,-2.977642799,-0.859161301,-1.340141047,-3.213417288,0.736452326,0.849324497,0.799160129,6.257868052,-0.526585612,-0.396233925,-0.468179665,0.129056635,0.053631387,-2.311609951,1.743820047,-0.855466112,-3.479121915
SYF1,SYF1-5001,2.119935493,-0.431193554,-0.399456443,1.261103603,0.682993922,3.913142724,1.491321154,-2.417950218,1.119152545,-0.542096369,-2.666135012,5.891051914,-1.524426712,-0.343983931,-2.788644701,-3.312436481,0.395978845,2.859720148,-2.084307274,-0.58986182,-3.195153654,-0.323672987,-1.852829758,-0.021088265,-1.542307062,1.213697312,6.257385571,0.317680544,-1.409741599,1.939859968,0.772737074,-0.864325479,-1.455518723,-0.112720304,0.030200601,-3.393509855
RIM20,RIM20,2.799660449,-2.022303897,-1.954752608,1.368918836,1.264609728,0.81679472,0.331977712,-1.271012965,0.365149466,-1.549313428,0.549566347,-0.561194752,2.120335515,1.869093366,3.034861799,-0.490530785,1.958403945,2.691305381,0.388772917,-1.528490465,-2.172155861,-5.177790994,-1.872988061,5.320190635,-4.266534428,4.47432961,6.201095513,-3.418204433,0.122860099,4.909193512,-1.615760312,-3.497026476,0.665581696,-1.376506172,0.269810476,-4.145723522
RAD61,RAD61,1.353527095,-3.032175138,-0.400667654,-1.275084674,-2.607048447,2.73323263,-1.186892136,1.028337447,-3.546305426,-5.730537434,-1.989424517,9.993353424,-5.208931038,2.570963975,-0.472013191,0.251675096,1.800855228,4.677598853,-0.567049404,1.963530102,0.057803301,-4.025934708,0.883125769,2.404875774,-4.047224861,2.869090237,6.199360924,-5.307419665,0.314657031,4.642233444,3.099181388,-3.329827328,2.73024041,-3.049461657,3.873927454,-0.296261229
STU2,STU2-11,8.821110778,-1.435070216,1.233753918,-2.14424677,-0.534956009,6.793472727,1.228564518,-0.42087593,2.080929993,-3.207436609,-2.914389796,7.56970695,-0.870292125,-4.069293136,-1.275019297,-0.874008147,-1.258106814,2.732326683,-0.749644816,-0.647387888,1.214090413,-2.301366766,-1.581542707,-0.467544974,-1.862941846,1.547563521,6.169241744,-0.180929409,-0.272965451,-0.136410147,0.537851642,0.524569542,0.39519294,0.644650841,-0.959325514,-1.943798998
TAF4,TAF4-18,7.181575599,0.086468053,1.079987512,-4.084239008,-0.031689944,5.969211221,-0.272691988,-3.120460948,-1.78806382,1.330282285,-1.358766751,4.150601741,-1.907564907,2.579750521,0.365662303,-3.424092177,2.692304623,4.667964451,-2.647821489,-2.365163181,2.454330243,-2.836802549,-1.16687679,5.405818665,-4.632861697,7.027018508,6.160790469,-4.204919181,0.018642919,2.834056076,0.029920172,-2.018901063,-0.177789437,-0.321332769,-0.187761683,-3.888431121
ARP4,ARP4-G161D,-1.189704832,1.846121803,-4.468935141,-2.151556254,-3.548321661,0.073857759,1.854506179,-5.135302827,-0.754194912,0.497080644,4.025935707,6.061439591,1.18738441,4.546898786,0.448026544,-2.42286156,3.826303652,2.770167428,-2.972067046,-1.824614722,2.636400789,-1.965577285,0.389711246,2.029767969,-2.199911378,1.802524284,6.15773645,-2.889627492,3.916645035,6.699528787,-2.362175562,-3.116278674,0.499106828,-4.343552496,-1.238652429,5.8585163
STU2,STU2-13,7.195917534,0.683842437,-0.106961761,-0.006010496,-3.025999938,3.916823773,0.836593372,-1.537211981,2.255517798,-3.341673124,-2.097587297,7.525411743,-1.324096628,-1.184385771,-1.705715372,-1.337865068,-0.600564126,1.067579197,-2.012432974,-1.849595438,1.126181176,-1.949754618,-1.775288298,-0.18770729,-0.949047418,1.772396436,6.117930496,1.338014159,-0.997234085,-0.262109188,1.518697575,-0.856318898,0.376356848,0.984715862,0.703690468,-2.117920114
CLB4,CLB4,11.43858339,1.031129146,-2.189392655,-0.455765133,0.361890069,4.425456944,-1.025743475,-0.571750589,-1.154607621,-1.393740488,-0.14717643,2.402649172,1.460333998,-2.681942277,-1.049299998,-3.005225319,-0.757186365,1.681216152,-0.885797361,-2.688765636,-0.986248341,1.068979195,-2.565794966,-1.400966616,-1.107757794,-0.256186766,6.108482071,1.896723705,-0.519544773,0.032025869,-1.243907806,4.410629511,0.480226583,-0.901749537,-0.826707244,-0.951924465
TUB3,TUB3,3.865987635,0.584867972,1.059610618,-0.594889549,-1.048584659,3.672189686,0.293247188,-1.994657679,-0.16059482,-3.548940447,-5.395556507,10.85974151,-2.245465152,3.140816493,-3.00712352,-1.424678427,0.95614183,4.289989636,-1.376016033,-2.061602869,0.424158841,0.072845505,-0.476620103,4.580605335,-4.406748923,5.408966532,5.964801579,-0.533005451,-2.047332114,1.450014942,1.324029051,-3.41002519,0.590556547,-3.373317792,3.028027773,-1.393800736
MYO2,MYO2-14,7.067395167,0.967493868,2.122688417,-1.110462753,-0.255167775,2.36443521,0.887768448,-0.307872502,1.798611753,1.106299203,-0.841253697,-0.52204342,-0.016391631,-1.521603256,-2.105927923,-2.618717007,-0.380303995,1.117205309,-1.05309404,-1.174247597,2.630287222,-0.183562187,3.278414456,-2.874080262,-0.465426488,0.50438197,5.883377493,1.721481794,0.092958667,-0.698500333,-0.329245341,-4.052620434,1.579619701,-1.264145338,-0.939077103,-0.83258781
RIM13,RIM13,4.242595373,-1.925922096,-2.640964317,1.126985286,-1.966963148,0.032620652,0.76258861,-2.575871209,0.445273405,-0.00198903,3.13404085,-0.967735597,0.441345603,1.81817255,2.240986644,-1.208332558,0.657373267,3.752128215,-1.014705965,-2.359326959,-0.193192321,-4.968378063,-1.149221596,3.747324132,-2.646405824,3.40885942,5.876303695,-2.586050439,0.503851907,6.586611801,-1.498453144,-3.270363816,0.643356377,-2.777219954,0.040576064,-2.633121094
TAF5,TAF5-15,4.938520957,0.493465447,0.596989378,-4.474699708,-1.423712168,7.844764192,0.664959581,-2.765476312,-2.391422043,-0.814786307,-1.518018595,7.845753092,-4.076607378,2.125461498,0.404441275,-4.529823787,4.970583847,3.991122049,-5.563542276,-2.355038899,-0.905045218,-3.214101603,0.287247224,3.891410199,-4.352587824,7.159341181,5.828632378,-4.8008682,0.795414115,2.617969651,1.353834348,-1.662818899,1.046916472,0.028682601,4.383021649,-1.568421657
CKS1,CKS1-35,0.137827092,1.225559255,-5.945419797,-3.019217973,-5.047006586,-4.615660548,-0.286231227,0.085441011,-3.656026535,-2.829612074,3.906322947,8.524092386,0.21385831,6.001890615,5.752321725,0.778330906,2.825578184,2.466773531,-0.152883721,0.717264335,1.932338685,-2.827213567,0.036310306,-3.692869781,-0.342873663,1.756554487,5.754689922,-2.505013749,1.642687607,2.285588999,3.508271925,3.644750523,1.362202796,0.549425596,0.386074347,0.223001957
ACT1,ACT1-159,4.680410254,1.963099237,1.203834194,-2.323167576,-0.028420195,0.095918587,1.794745869,-4.623939423,2.357579886,0.067558915,1.767512961,-1.835697452,-0.095570522,-0.835253358,-2.429780394,-2.251979997,5.661747128,2.75807682,-1.030130009,-4.499424782,-2.372967001,-3.309936467,0.805041962,-2.70525106,1.564688945,2.39522141,5.73038874,-2.802767759,0.626510619,1.759548306,-0.735153128,-0.079260856,0.809550751,0.450359067,0.022693637,-3.438600413
SRV2,SRV2-TS,6.320970655,1.786847934,-0.891247693,-2.357520042,-1.279434934,2.842516643,0.620027833,-1.211399927,2.11885691,3.896233439,0.508040499,-3.163593286,0.684873444,-1.78309159,0.976495132,-2.224717404,3.486162079,-2.076247369,0.093102131,-4.051263745,-1.523634578,-2.479644731,-0.253334397,-0.638492839,-0.903594029,2.673850464,5.728707877,-2.827386517,-0.389654547,0.0975286,-1.107702747,0.721600769,0.555246519,-1.651795111,-0.330225461,0.234891378
SCC2,SCC2-4,-2.061653322,-2.375913131,-1.935033426,-5.409356038,-2.218985096,3.066937864,-4.778290379,3.506471235,-7.171716488,-6.107184985,-0.586724269,15.68919713,-4.177095784,1.394810519,-1.138678109,2.501164532,2.920139413,5.391307063,1.18948303,1.816664427,2.333486063,-3.236744784,3.175474267,4.660941318,-6.927211919,4.429815629,5.705991701,-5.080288086,0.650205319,3.746130089,2.685937972,-4.43368667,5.265434604,-3.271154667,2.401211658,4.118179528
TPM1,TPM1-SUPP1,2.970697305,1.713913963,-1.946950428,1.406976728,2.775080324,1.455888796,-0.23564477,-3.85710879,-2.732190828,0.37893925,2.213618036,-2.072657508,0.76591364,-0.44093128,0.970967844,-2.776301139,2.492318738,2.900096325,-2.449058224,-4.920418822,2.668874975,-1.937123285,1.755930725,-3.724421409,-3.161802908,3.592805485,5.703911078,-4.224700845,0.939812191,1.443766097,-3.301534409,-1.865596908,3.422507016,-1.305470813,-4.865266753,-0.80295609
YJR087W,YJR087W,3.269225649,0.416136772,0.938316545,-3.506917019,2.6523714,4.093137691,1.400357158,-8.467701996,-1.729701075,0.378785903,1.381310003,3.542176917,-0.407808435,3.640515506,-3.051625907,-6.734413684,3.24099657,6.146499035,-5.987760939,-6.118496969,5.931978192,-2.012435521,2.104402093,-0.150935064,-2.938450291,4.544657688,5.6878196,-1.364212292,-2.027641663,2.388981752,-5.664597417,-3.859795646,6.251682691,-4.146839121,-3.228340786,-1.249534957
MAD2,MAD2,-0.273228314,-2.756235679,0.473769067,-3.508065202,-1.31195309,3.701557764,0.264638457,-1.263975169,-1.640243942,-5.941284528,-3.742263293,13.09704365,-5.330875144,0.363941827,-2.223042157,0.120102856,0.814026067,6.107352668,-0.995785406,0.658329676,2.005806272,-1.59778274,1.94602962,3.983806315,-4.73095507,3.154602684,5.657819626,-1.87358514,-1.386749764,2.427113876,2.429489901,-5.333378945,3.222887887,-4.085812645,5.283389788,1.806186709
