gene,mut,BME0304,BME0390,BME0736,BME1013,BME1044,BME1111,BME1361,BME1482,BME1577,BME1658,CBU CirA,CBU0388,CBU CirB,CBU0794,CBU CirC,CBU1198,CBU1217,CBU1314,CBU CirD,CBU_CirE,ST AvrA,ST CigR,ST GtgE,ST PipB,ST SipD,ST SopD,ST SptP,ST SpvB,ST SseC,ST SseG,ST SseI,ST SseK1,ST SseK2,ST SseK3,ST SteA,ST SteB
NEJ1,NEJ1,0.368313323,0.442432907,2.228168361,-1.073946942,0.24866778,1.871752936,-1.202349135,-0.144860825,-0.340483037,-1.022684501,0.000841863,-0.39872398,-0.026138936,-1.119502436,-0.280970258,-0.874952378,2.413963586,-1.004934045,1.395443729,-0.014381027,0.892655065,-1.78097482,-0.500042799,2.927694955,-0.62553835,0.6921097,-0.268759406,0.056434422,-0.906952091,-1.139505911,3.814997526,-2.092970473,-2.707446399,0.520059744,0.645994445,-1.319653974
BUD9,BUD9,-0.384964758,-0.277423061,-0.273917464,0.131231047,1.707887295,0.798673028,-1.561736505,-0.633833733,-0.729746521,-1.644025958,1.340610085,-0.086726516,1.283305008,0.601226759,1.977791105,0.735246614,0.661188551,-0.255469276,-0.292466181,-0.973587207,0.566875851,0.644869955,2.22260211,0.948715745,-0.462168467,-0.094085635,-0.269029789,0.037006763,0.395657318,0.830007457,-0.123242333,-1.220848651,0.174036256,-0.958180154,-0.053977969,2.584210615
ORC3,ORC3-70,1.44355721,1.878798543,1.351287328,0.208632902,0.846082787,2.650446824,-1.023687639,-2.546993482,-1.2310352,0.313252992,0.222728959,5.628862418,-0.495832212,2.160279442,-0.481210201,-0.047940363,0.777048305,-0.772627977,-1.840052989,-1.864019021,1.45615183,0.919681168,-2.139132318,3.004072886,-0.943837835,1.284308651,-0.269846229,0.378477191,-0.571569143,0.584716292,0.432395037,-0.099518889,-0.423604562,-0.693914592,-0.146215315,0.081183194
RPT6,RPT6-20,-0.980361715,-0.296912409,-2.620236567,-3.538208532,-4.451934966,-3.004078799,-3.455259684,2.045786002,-4.233477198,-2.477163978,-1.541736627,-1.339713077,0.25337228,0.064350602,1.688513259,4.112257333,0.404407696,2.41546126,2.948289493,-0.371499562,-0.256910236,0.888751095,-0.058947662,0.249043107,2.413921396,0.816335349,-0.270340182,0.289075862,-1.294333554,0.783642199,-0.105787519,-0.528362575,0.691131305,2.311933633,-1.851998389,-0.685724101
RTS3,RTS3,-1.136106857,-2.729139827,0.041913766,-0.26341721,0.390130407,1.049476823,0.152119702,-1.11291692,-0.092726121,0.60205615,-1.560144631,-0.79722388,0.833567841,1.133277732,0.457141418,0.994740545,0.999496883,-0.011543682,0.423042035,0.91304263,1.000196355,2.418799634,-0.691959636,0.47300683,-0.687739163,-1.340640378,-0.271337229,-0.148417775,1.110942947,-0.927058056,0.101681235,0.576370521,1.087628702,-0.073211974,0.358596873,-0.513907404
YAL066W,YAL066W,2.497392491,-1.676854679,-1.056585847,2.460594101,1.683116458,-1.391967374,-1.361800891,-0.378305496,0.165624402,-1.761426014,-0.153969693,0.581010887,-1.114092235,0.618743905,-0.311626935,0.28174068,-0.222050983,0.505957695,1.557046172,1.119763605,-1.371178374,-1.072483626,-0.371550921,-0.998435191,0.346633556,0.108018592,-0.272154986,0.843373396,-1.045657626,0.529841758,0.199688462,2.003107179,-0.362073063,-1.715047872,1.092920816,-1.430601532
YMR086C,YMR086C-A,-2.158489175,-0.411986331,0.668813334,-0.610651969,0.14871741,-0.355639175,-1.417535589,-0.367811347,-0.863481786,1.435702101,-1.591553118,-0.623409289,-0.794873095,-0.939615025,-1.211890109,2.251548634,-1.286196336,-0.766446424,1.240869705,0.512771218,0.304375035,1.457648389,0.489005261,-1.448820504,1.103986421,-1.219025892,-0.272217484,0.191692638,0.134111224,-1.156573107,-0.075413078,0.865768991,0.126753753,0.425975437,-1.545432453,-0.788503858
YKR033C,YKR033C,1.803533289,1.790990347,0.674558085,0.982216408,-0.321183867,0.059780427,-0.677436577,0.942035608,0.457560433,-1.612532255,-1.31034287,-0.266594829,3.247265497,-1.548816906,1.361314609,1.961208041,-0.935215887,-3.407694278,1.989789398,-0.113650182,-1.045015758,0.768709359,0.270050819,0.435254918,-0.234334696,0.673638188,-0.272992465,0.247397856,-1.616842452,-1.071917534,1.508049518,1.300740789,1.158456521,1.170564611,1.256262699,1.450338927
MTC1,MTC1,-2.529057571,-0.659269663,-2.879092336,0.890428251,-0.6033125,-1.851228099,1.306708445,3.136956115,-2.55846239,-1.258352724,1.446282709,-0.555943245,0.522130712,-0.420916605,0.223095715,1.946188175,-1.80746987,-2.214515656,2.35519992,4.102341239,-0.302886955,-0.634966353,1.742320497,-1.42670326,-0.730288947,-1.704099384,-0.274409873,0.447157387,6.049267631,4.809556173,0.673369272,0.888709156,-2.368118376,-1.228631563,0.135005442,5.647188057
YER097W,YER097W,1.498968648,0.369931108,0.950082319,-0.078503441,-1.424999392,-0.502062768,-0.494167406,0.087051799,2.815853764,0.346907338,-1.340935124,1.072870087,-0.112859978,-1.13407614,-0.072427744,-0.044755465,-0.706815266,-1.540239655,0.419702002,-0.090093346,-1.357928062,-0.873840721,1.143650473,-0.258922331,0.395742917,-1.024631132,-0.275084804,1.009009341,-0.678709289,-2.303115447,1.286826113,-0.134402034,2.125307592,0.926456078,1.030238212,-1.217700434
ACF4,ACF4,0.537538701,0.261561049,1.642787788,0.675142764,0.12539734,1.272504477,1.67644852,-2.040962855,1.193039521,0.038943951,-0.900262938,-0.480090918,2.664284311,-1.429163851,-1.271200869,-0.25450485,1.128206301,-0.439129092,-0.838929278,-1.660192771,-2.329361732,-1.911323875,-0.779592989,-1.126325849,-0.616463196,0.307008319,-0.275169939,0.144841714,-0.726596961,-0.419576021,2.557815922,-0.477013941,-1.174836129,0.637000073,3.063093359,-2.186621208
YKR032W,YKR032W,0.02961448,0.285520149,-1.209463531,0.995453252,1.232377515,0.101484959,-0.147968186,1.1731012,-0.829158165,0.353398626,0.864154794,-0.990760586,-1.254483439,0.681052621,1.916189777,0.721714951,-2.099587415,-0.440853435,0.817441736,1.354856156,0.840381556,0.064230107,0.638493168,-0.630854578,0.532738217,0.482812987,-0.275614906,1.955972336,0.11225344,0.431401006,0.334202702,-0.853240429,-0.008275812,-0.657528708,0.256901511,1.428624911
SIP4,SIP4,-0.783427161,-0.293582032,-0.105447618,-0.75299825,-0.517417634,0.079568385,-0.141829277,0.889054847,-1.780837849,1.144028633,-0.921922424,0.557226656,-0.52774441,0.261383834,-1.429676051,3.250472868,0.03244011,-0.67087895,1.774909011,2.599546904,1.48304315,1.577931473,1.417410453,0.675871822,1.827453965,-0.089847763,-0.277089871,1.988870735,-0.847134185,-1.538126239,-1.02068606,-2.867559013,3.020356155,-1.041434243,-3.078898895,1.47320777
PDC5,PDC5,0.166757925,2.823191234,1.283625022,-3.442881447,-1.58944366,-0.581581002,0.513771253,-0.500481812,1.701245931,-0.964983087,0.317944339,-0.374877568,1.839798149,0.632417027,-3.552642664,-1.150642297,2.589831536,0.466374855,-1.353344603,-1.896456239,-2.935403228,0.646898354,-0.340296923,-0.809339529,3.219151285,0.370397735,-0.278684392,1.304041279,-1.606828431,-1.755124779,-0.544277682,1.540545891,-1.227239761,0.790391501,1.049386128,0.35712514
QDR1,QDR1,1.122787778,0.86166753,1.498368313,0.267155767,2.552166991,0.474153067,-0.579794596,-1.251599307,0.833954167,0.589125589,0.664676896,-0.136490432,-0.141109231,-0.708749938,0.074424343,-2.312915018,1.513252851,-1.341576078,-2.057359489,-1.284200819,-1.69570683,0.622593528,0.562575438,0.552346219,-0.413625508,0.077260375,-0.278846127,0.364355843,-0.121087933,-0.092805847,0.791035519,0.482715237,-0.449614667,0.498094959,0.604659688,0.134494143
YMR172C,YMR172C-A,0.455148475,-1.021841564,-2.091426676,1.495872537,-1.891912097,-1.078769437,-2.399947306,0.511918784,0.051929494,1.330194706,2.712624697,-1.691424235,2.779357446,1.891022356,2.318806166,0.489935523,-1.629483129,-2.496412107,0.317140196,0.419512189,0.25395513,-1.755852758,0.206225692,-1.82775863,1.023960599,-0.841325461,-0.278908598,-0.971383661,0.336964297,0.558611492,-0.086130141,0.131340543,-0.464851393,0.820281702,-2.147689899,0.504204465
HXK1,HXK1,-0.251872079,1.511622264,2.11764131,0.910804166,-0.52711455,0.235079152,-1.265089442,-0.903466672,1.750482968,-0.288513466,-0.038306853,1.458722603,-1.354161348,-0.328221271,-0.621176859,0.428168334,1.592734629,-0.318962498,0.436442849,0.363144625,1.756289304,1.378811831,0.48821195,-1.648334854,1.073449683,-0.799515108,-0.279121404,-1.039791658,0.3367915,-1.535786431,-0.748771984,2.850412274,-0.234545727,-0.708766906,0.260338904,0.980731263
DBP9,DBP9-5001,3.538456875,1.43707715,0.269361651,2.967959963,0.909826316,-0.822761891,0.064313026,-1.765499017,0.735140721,1.90610436,2.154876623,-5.180242516,1.279537056,-0.234911076,1.383939923,-2.478600259,4.719162951,-1.382096408,-0.273067083,-1.339331153,-2.343085244,-1.609195122,-2.100026143,-1.033735252,-1.14262569,-1.66995961,-0.279591511,-0.476995175,1.091560121,-0.149775197,-0.758095009,0.537302675,-3.039784236,2.080762346,-1.042174265,-2.412883559
YEH2,YEH2,-0.876765155,-1.632666209,-0.475569968,0.150637888,0.407008856,1.310670582,1.11224992,2.178508425,-0.963934382,-0.438881515,0.353341394,-1.319021132,-1.456616304,1.709513469,2.785410496,1.901165251,-0.730368778,0.280694806,1.583905651,1.394033821,1.052786019,-1.14321345,-2.93589142,-2.065271916,-0.498493084,0.51999425,-0.283326217,-0.539647296,2.969395837,1.336287629,-0.706185952,1.168931391,2.101022014,-2.73824676,-1.492295014,-0.19343568
YGR050C,YGR050C,0.420347904,0.985545981,1.07944472,-1.04073556,1.508903347,-2.689871981,0.512792409,1.42099869,-0.057400382,-2.316437537,-0.137144063,-0.284335406,-2.121872958,-0.43015602,-1.080223432,0.499228173,-1.321167864,0.863054064,0.933583779,-0.024952873,-0.4361459,-1.355713245,1.291476299,0.083448275,1.275689631,-0.500041398,-0.283407921,-0.250752657,-2.403979428,-0.615611655,-0.249692436,0.177960633,0.186823066,0.036793172,-0.094394195,-0.640265296
ECM2,ECM2,0.733015814,0.41952719,1.013110287,0.323732276,2.280365792,-1.187805686,-0.886921036,0.305932976,0.127472308,-0.160732641,1.109435702,-0.108457963,-0.405372518,0.527580935,-0.726656594,-2.285006617,-1.400386321,-1.026886841,-0.871969843,-1.11041715,-0.470970174,0.228799897,1.181238739,-0.247920582,-1.094513773,-1.011368652,-0.28407977,0.16429107,-0.691404084,-0.544723018,-1.306018342,1.249536315,1.001599274,-0.086779343,-0.042064592,0.420210298
ARP9,ARP9-1,2.293327475,2.472560527,0.884083881,-2.965783235,-1.243715672,4.729706516,-0.114844235,-2.774441075,1.781480681,0.02176174,-2.491648965,0.576167224,3.635581205,0.247770858,-1.896694421,0.342800403,0.986750604,-0.599782675,-4.057404662,-4.395835025,0.822424702,-1.924867345,-1.179123468,0.360670776,2.600660831,3.117623765,-0.284598007,0.121110149,-0.737354534,0.156053188,3.657065298,-2.968186564,-3.424387319,2.799950379,2.311477258,-3.196335208
YDR210W,YDR210W,0.679646239,-2.486908769,0.368592523,-0.093801021,2.289337285,3.186731718,3.050523823,-1.361471215,3.154205802,-0.848547111,-0.078942779,0.743742038,0.835882347,0.656954019,0.092259585,-2.258143488,0.383298236,0.469716002,-2.071678834,-0.893262469,-2.493665237,-2.366722108,-0.020085516,1.429206162,0.997103222,1.781889212,-0.285549131,-1.315032653,0.304239304,-1.163942174,3.845792382,-0.787974451,-0.971307864,3.12625175,3.139471096,-0.86887288
MDM36,MDM36,0.745990419,1.660972672,-0.04537022,0.269473004,0.571887159,0.751931383,2.531558195,0.405708082,0.804718273,1.10154502,-0.857852899,-0.439433935,-0.341608805,-1.777769041,0.028316659,0.41244196,-0.166342516,0.140545708,0.453044824,0.781886172,0.573600909,0.198989063,-2.543594155,1.307359009,-1.090162447,0.124747182,-0.285666297,-1.78273818,-0.138702031,0.316278548,0.435545602,0.08605196,-0.429107309,1.232527229,-0.917674617,-0.253668433
CRR1,CRR1,1.92224421,-0.470385955,-0.235020933,0.761037133,0.573377262,1.767225251,-2.043109816,1.038296224,-1.851488757,0.86126249,0.031956206,-0.467386557,1.939824419,0.035631634,-1.211288245,0.692265846,-0.277160594,-0.923538183,1.512593692,-0.444189944,0.376098307,-0.63257733,-0.09854471,-0.597677505,-0.193636213,-0.512957318,-0.286063022,0.864270349,0.755579609,0.393294916,0.572263446,1.859078677,0.177489085,-0.013951278,0.252546091,-0.150758312
YDR269C,YDR269C,-1.465191532,0.589818659,0.119844068,-4.873747262,-1.426116092,-0.374676462,1.220278637,-1.432763096,1.966746563,-0.316072366,1.715410747,1.824495795,3.573613238,-0.674882332,-0.592689175,-0.079345713,1.175155801,1.101299222,-1.802063365,-1.191051159,0.485559366,-1.851656142,1.24050926,-1.14122998,-2.792438147,1.213839183,-0.286551476,-2.071142387,-1.374847321,0.048428039,1.400955502,-0.844268661,-1.278433779,0.15235014,1.545640278,0.966687162
RNP1,RNP1,0.26780712,-1.017027366,-1.715792917,0.44412921,0.300628403,-1.060824809,0.150924884,-0.890054598,-0.110622889,1.503180855,0.444923402,-0.079129378,-3.022088421,-1.196839203,-1.036595919,-0.273425428,0.290512988,-0.153391103,-1.710365521,-0.701887379,-1.412559645,-2.630400504,0.264569585,-1.506434546,-0.614266467,0.724471944,-0.288041039,-0.7419735,0.995556461,-0.24337697,0.962967046,1.888493578,-1.0588701,-1.111081045,-0.024818501,0.093837779
ADH2,ADH2,-0.453154934,-2.454914466,0.345693609,-0.155426293,1.441454249,-0.165689684,0.038538174,-1.343845741,-0.076244594,2.51090835,-0.075351262,-0.45026953,1.201066464,-0.439360818,-1.69925931,-0.193141193,-2.02722214,-1.496969341,1.596521842,0.477252139,3.755549818,2.110146107,1.396062353,-2.75833904,-0.167978402,-2.705865611,-0.289126064,2.628508164,1.75831702,1.363819227,-1.41377796,0.780792707,0.667070022,0.154664172,0.25286574,2.511693831
ENT2,ENT2,-1.345770977,0.254935823,0.255057558,-2.003525559,-1.141686235,-0.466674859,0.332306399,0.260381093,0.572608133,-1.28290832,0.216358811,-0.297201395,-1.28878905,0.697428486,-1.444962753,1.530774272,0.592900411,0.467593461,0.360246896,-0.771358649,-0.36220599,-0.718088713,-0.475551253,0.008659382,0.178623138,0.475537817,-0.289940719,0.707201158,-1.349689516,-1.097683953,2.44826589,-1.530873881,-1.335636757,0.474874651,-0.238524538,-0.398796124
ATX2,ATX2,1.708720526,-0.162200423,0.659605378,1.371891439,0.70110347,-2.849371006,-1.205123885,0.169748465,-0.214621604,-0.764747602,0.415412327,-1.194415838,0.018192159,-1.038084117,0.788147805,0.372701294,-0.087091676,-0.675358781,0.343178834,1.092104309,1.191607643,2.537115495,-0.073654176,-0.769340346,-1.696399678,-0.606844761,-0.290698497,2.121342057,0.414567544,-0.138131032,-0.778662403,-0.051813342,-0.113072615,-1.492415641,0.458594051,0.669428702
PHO86,PHO86,-1.860196222,-1.131441045,0.038622533,0.932062925,2.617832164,-0.035736175,-0.626291501,-1.288344718,-1.680817483,0.649163571,2.166335709,-0.537138814,0.464438311,-2.242712022,-1.966676175,0.380898753,0.236924623,-0.502883671,-0.017804009,0.72180341,1.889664262,1.147442394,2.71661934,-2.238967806,-0.952119066,1.365763983,-0.291952104,0.827634855,1.590071961,0.705698833,-2.279794681,1.341084766,-1.422562927,-3.259680038,-0.867262508,-0.448997299
MSB1,MSB1,5.369135942,0.569078906,-0.348998175,0.834987294,1.739088725,0.629250959,0.902281614,-0.261093833,0.015953625,3.468928138,-0.427567696,-1.47691486,1.334558244,0.855799796,-0.778501201,-3.328744727,-1.433026857,-1.17578058,-0.831370384,-0.644009974,-0.771698226,-1.74746831,-2.209192763,0.299422101,0.200374214,-0.054419466,-0.292075098,0.583882041,-1.053930071,-0.387746888,-1.073038445,1.200467251,-2.613433152,1.459498955,-0.259997467,-4.185312904
NKP2,NKP2,-0.447617876,-1.49897476,2.15927612,-0.604850288,-0.857758987,2.142652154,-1.260555245,-0.8039614,1.823917161,0.59526546,-2.388533806,0.770686168,0.419711808,-1.960440538,-1.183547182,-0.160748683,3.091809887,1.678297091,0.414061996,0.198902828,0.152449766,-0.022628478,1.284961187,-0.581768496,0.951856406,0.708371744,-0.293121126,1.194305506,-2.620017311,-0.998436175,1.031440799,0.979154175,0.609743266,-1.709222194,0.862732305,0.862643668
PFF1,PFF1,0.371096218,3.050297761,0.153601482,0.392764091,-0.056737167,-0.130675087,-1.024997485,-0.1739408,-1.191136735,1.184826009,-0.143792896,-0.795571422,1.024895558,-0.248949636,-0.816659507,-0.423472639,-0.674667737,-0.009263393,1.178474697,-0.189958388,-0.245138525,0.025292335,1.02316691,-1.742480491,0.982272542,0.334737556,-0.295348395,2.019261319,-1.45761829,-0.180828202,0.557714497,0.276220951,-0.614173938,-1.358760173,0.506408662,0.565606769
CHK1,CHK1,0.254093087,1.624274247,-1.082599528,0.712677277,0.248215164,-1.821971448,-2.454688971,-0.271791512,-0.594575214,-0.105279773,0.383992883,0.092754914,0.406880033,0.098173035,0.525337222,-0.133804567,-0.459226588,0.402965755,-0.903999717,-0.522740598,-2.709542367,0.568852853,-1.041298449,0.042528569,0.86759494,-1.759895128,-0.296328306,2.692045841,0.005304916,-0.688418976,-0.449852068,1.146106369,0.135961141,-0.783397294,1.110997316,-1.239048909
PRP19,PRP19-1,-1.485949242,-0.591888982,1.120559968,-0.168200055,-0.755414682,-2.739686334,-0.287592385,1.207468432,1.300703508,0.87450966,-2.278538725,2.349054982,-1.831772614,-1.549862176,1.412305752,1.961162801,-1.64479907,-0.528532797,3.229142042,2.785136821,1.496625709,1.012387448,-1.189205853,-1.899522944,-0.169139013,-1.152930337,-0.29765431,-1.178175929,-0.127444019,0.993571343,1.023961882,2.599585116,1.383264763,-0.232671048,-1.300334452,1.178077654
YLR053C,YLR053C,-0.598399837,1.27849694,0.842624436,1.125381505,0.469121887,0.805383286,-1.406865118,-0.617009356,0.999718114,-0.55564462,0.554054679,-1.270060955,-0.98320471,-0.038303944,-0.193882048,0.842109467,-2.08327677,-0.41066729,0.255329375,1.028552951,1.284773127,-0.021738309,-0.67741475,-1.816102506,-0.25212801,-0.399374152,-0.29797543,-0.067471374,-0.659463372,-0.617095975,-1.915233961,-0.178149778,0.805258391,-0.145462884,-0.204382935,-0.268772394
CDC2,CDC2-2,-2.618983533,1.274345486,-2.502089958,-1.90539482,0.975224327,-1.601398058,-3.63170076,-3.747018173,-3.491662829,-1.540700864,2.688079995,3.010485734,-0.384370763,1.846407719,5.701292541,-1.571424561,-0.994005238,3.048333523,-1.830058733,-2.250287731,1.720728672,-2.007828286,-1.006341074,4.225432877,0.98316743,2.692928616,-0.298113744,0.874344049,-2.139160306,0.278620098,0.020552443,0.413190475,0.502232656,-1.242621645,0.725453561,-0.740259585
SED4,SED4,-2.001509598,-0.506462266,-1.486063964,1.057483793,-0.715094183,0.102532891,0.636951921,1.852328976,-0.534115216,-0.069565576,1.02516572,-0.222941834,1.689259289,-1.130046162,-0.219221423,1.999272484,-0.543114154,0.355200291,1.600805335,2.004540639,1.727352923,0.337912264,-0.562556066,-0.979516428,0.063357649,-1.737899608,-0.299685127,-0.867058689,-0.213716409,-0.594311782,-1.495717126,1.224356969,0.436980114,-2.118368651,-2.963775347,0.451528524
ARN2,ARN2,0.204706434,0.985696225,1.584532579,1.538741828,1.752713791,-1.568033136,0.890912366,0.382980826,1.650244733,1.493882396,0.286280601,-2.401203586,1.425856977,-1.586760809,0.620968602,-1.511384579,0.940463563,-0.605887624,-1.447356336,-0.29195136,-1.403629437,0.399856892,-0.642475918,2.131529459,0.664042423,0.496861326,-0.301655291,0.095244979,-0.999333796,-2.051458176,0.691732925,0.337235836,-0.321694007,1.913664567,0.343891393,-2.05420869
CHA1,CHA1,-0.188759968,-0.200103428,1.566686901,-0.151782212,1.36277358,-0.126290149,-0.335894603,1.289461194,1.828551027,-1.522118498,-0.777441524,1.587087195,-1.780587423,-0.909216456,-0.385581712,0.168134204,-0.551938234,-1.785285539,-0.871042402,0.173799438,-0.617010845,0.410945204,1.459050608,0.312603,1.459893983,-0.095395942,-0.302492785,1.077739247,-1.365206383,0.285600799,2.254790106,1.635245532,0.121805304,-2.197641068,1.38978758,-1.568753104
CSM4,CSM4,0.025336231,2.331008175,-1.471627059,-0.039019437,1.334338246,0.925321372,-2.169892269,-1.790562074,-1.330122199,0.504625964,1.966879928,-1.019168913,-0.806006936,0.331294252,2.691247345,-1.916361153,1.909092854,0.900218619,-1.927830452,-2.070197969,0.310114098,-0.277420407,0.575443752,2.125829751,-0.07297297,0.320452689,-0.304810058,-1.738953727,1.471806265,0.319789396,-1.610953848,0.875802205,-1.149995529,-1.383678041,0.008453225,-0.31939871
HSM3,HSM3,1.050913763,0.426230889,-0.343439383,0.620195536,1.953094293,0.833511629,-0.832373055,1.317321021,-0.279173197,-0.235489853,-1.838575715,-1.194829867,-0.379437804,0.84017182,1.025273734,0.489284929,-0.76534801,-2.560743074,0.108653424,0.049619771,-2.363770019,-0.61357464,0.703296433,2.333221392,-0.147553512,-1.208146303,-0.306396779,-0.607520175,-1.184385882,-1.140170215,-0.191838825,-1.478640429,2.211923355,0.527952118,-0.884931258,-1.44519399
GMC2,GMC2,-0.427362945,1.919146053,1.60528049,-1.159267516,0.207197114,-0.28129203,1.656571337,-2.040842952,1.037274496,-1.318087673,-1.791481654,2.558220181,-2.162125176,-0.898900298,-2.922866672,-0.669040969,-0.030464947,0.241175296,-1.348669253,-0.211057062,0.244757805,-0.486322667,0.632733818,-0.781346608,0.497257733,-0.767245832,-0.308562932,1.54598356,-0.844774236,-1.330442629,0.82363146,-0.51898113,1.001847159,-0.857202521,1.400642541,-0.877611486
DNA2,DNA2-2,-2.69553834,4.784780088,-4.36359276,-1.033415233,-2.286458263,-2.301288263,-3.818521389,-0.5895488,-5.06601905,0.498579693,2.617253632,3.032582135,3.75730563,2.179489089,4.285352872,-1.691941923,0.028730872,1.752889682,-3.402562989,-3.680141198,1.329551976,-0.204611309,-4.274558227,4.613717345,-1.353689339,-0.770140244,-0.308712558,-1.609496528,-1.691000333,-1.498427224,-3.012333208,-0.485385756,3.206550364,1.23264498,-0.689421573,-1.311959503
COQ11,COQ11,0.703475937,-1.001171717,-0.342149783,-0.549749022,-0.926768026,-0.143894462,-1.315820541,0.81817051,-0.916447765,1.288177651,-0.137571195,2.678450061,-0.251881497,-0.244444357,-1.051962775,-1.986962962,-1.348047015,0.539905732,-0.277769735,1.096331334,-0.260187545,0.894754549,1.586399195,1.528638667,-1.181883745,-0.162812062,-0.310576398,0.507181447,-0.733718019,-0.729340119,-0.709879753,-0.452787984,-0.036102716,-0.27691855,-0.859204924,3.804775557
YOR325W,YOR325W,-0.632461222,1.211913953,1.55874877,0.77245868,0.676917417,0.213252512,-1.669927044,-1.798400755,1.814044596,-1.44736578,0.042048175,-0.13022663,2.597352826,-1.174279796,-1.625172691,1.466751688,1.453207503,0.353107688,-0.973030084,-1.03174789,-0.561570455,-0.136235282,-2.290184489,-0.80627647,1.015882258,0.535246541,-0.312655691,-0.014317992,1.63095129,1.044294091,-0.180742477,0.184385941,-1.55159191,-0.908645711,1.167170492,-1.26120003
SWE1,SWE1,0.105695636,0.054818045,1.935791934,2.394478049,-0.397595823,2.129301863,-0.598779727,0.444766851,0.528113126,0.540682331,-0.343595865,1.142626457,-1.270314347,-1.530835965,1.370998256,-2.046515332,-2.463577079,-0.653677447,0.600993847,-0.255023066,-1.257248872,0.693372418,-0.823648962,-2.40164063,2.249668513,-0.16291615,-0.314268833,0.683550347,-0.310912707,-1.910726709,-0.299517343,1.124787353,0.029890492,1.520963808,-0.746721307,-2.65252404
ACB1,ACB1,3.81052464,1.034448675,-0.485009777,1.253191021,1.641459571,1.164828756,1.776726876,0.08200812,1.870019902,0.66820476,0.358031919,-1.446056223,2.173452592,-1.782617283,-0.418875377,-1.557257144,0.543522755,-1.553346335,-1.557781794,-0.998307821,-3.940428793,-0.104559982,-1.744719427,0.902171852,2.236362065,-0.494676518,-0.314277568,1.247509509,-1.061877972,-0.928990333,0.452597361,-0.042605952,-0.110209562,2.284816263,0.571957684,-2.326159312
RAD7,RAD7,-0.003599971,-2.238663167,0.125375271,-0.050349979,-1.752840541,0.912164847,1.074048104,0.843057108,0.155374193,-0.38233969,0.22602595,-0.006880337,1.223428165,1.802414697,0.368697411,-0.813211338,-1.180121666,-1.19267498,-0.709952008,1.308860376,-0.425746913,0.130168703,1.667371294,0.778822072,2.064714336,-0.150096538,-0.315380568,0.674623227,-0.628378225,-0.005919521,1.588475197,-0.0542042,1.420150743,0.142192965,2.327813107,-0.289423743
YGR016W,YGR016W,-0.639305188,-0.709908837,1.205098034,-1.381763248,-0.283340637,3.329858799,-1.626452733,0.615464884,-0.37859641,-1.066863101,-0.345930856,0.049846037,0.195692534,-1.327279258,0.478992532,2.614442377,-1.963450493,-0.832986223,1.990087878,0.223285498,-0.125449491,0.379079657,-0.181974363,-0.922543824,-1.765192123,-1.259033425,-0.315691019,-1.234981834,1.442930671,0.207987762,0.07178156,0.30602946,-0.879599137,-0.500724389,-1.954499774,2.948693293
PDC6,PDC6,1.987835356,-1.605817368,0.990208695,-0.462423761,0.659420086,-1.38680521,0.220573418,2.322635029,-0.494534875,-0.397400122,-1.136175123,0.01701734,-1.579238297,1.987625855,-1.727261105,0.995072604,0.140684815,-1.135136611,0.340712644,0.291143779,0.444537066,-1.231776903,-0.952485678,0.764949999,-0.938939165,1.061732604,-0.317138328,0.273647029,-2.087107926,-0.446115666,1.736805306,-1.756568386,1.223611564,1.60315558,1.400343132,-2.844050017
HPA2,HPA2,2.681724136,-2.432269756,-0.133705986,-1.332473325,1.752731637,-0.233332904,0.529156727,-0.037569857,-0.040773862,1.414092528,-0.81063189,0.474470481,-0.50276092,0.34561823,-2.678874442,-0.366993271,-0.278004509,-0.029503511,0.715682631,0.014610536,0.381449124,-0.067299188,2.853549617,-1.835018706,-0.83303965,0.022175204,-0.318322765,0.587543886,0.692935034,-0.086977608,-0.204370454,-0.390746756,0.184641559,-0.60724908,0.441164247,-0.2387455
AGP3,AGP3,-1.212494455,-0.236772981,0.348539064,-2.745563901,-2.071806651,0.477711191,1.073436621,-0.148931859,-3.117165502,0.825114701,0.779537084,1.367255954,0.634862502,1.990291768,-0.515576561,-0.833653643,1.33925951,1.98242433,-1.173178729,-1.755642415,0.532728276,1.425752226,-1.429465636,1.159243029,-0.134238201,1.321034498,-0.318768751,1.200258193,-0.629329026,-0.190572621,-0.138358281,-2.902400814,1.466580899,-0.932831658,0.234765671,0.821871571
YLR296W,YLR296W,1.637987636,-2.428720488,0.157435126,1.241432752,-0.684872663,0.716106076,-0.318231874,0.650777777,0.157642169,-0.931736601,0.202231684,1.444446995,-1.667220256,-1.637983522,0.612665395,0.309895663,-0.870432026,0.157305017,-0.125202813,1.038497071,-0.204931258,-0.515228284,0.207039221,1.461116365,2.039649714,-0.948338951,-0.319438159,0.081937221,1.654800726,0.3336345,-0.796564214,-0.10850796,-0.715172445,0.209056019,1.149540066,0.765440894
FIT1,FIT1,-0.90084441,1.468694056,0.734506665,-2.550701103,2.301676739,1.635754118,-0.184864076,-0.165764331,-0.976596298,-1.450238939,1.075105543,0.267941394,-1.8658135,0.7945663,0.065774123,-0.300115715,-0.181562755,-1.840704539,0.267467985,-0.988019559,1.202506457,0.155152616,0.37969659,0.616512518,-0.55427536,-0.628653394,-0.319968005,-0.642897854,-0.262490687,-1.102461016,1.422076614,-1.794524833,-0.136182358,1.582548518,-0.668493651,0.160005752
